"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","doJOZc","W4Efsd 6","W4Efsd 7","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Dr+Giriraj+kumawat+%7C+General+Physician+in+Jagdamba+Nagar/data=!4m7!3m6!1s0x396db5b3abfde0c5:0x64b59559aca1ef8a!8m2!3d26.8920634!4d75.7211076!16s%2Fg%2F11s88y_3l2!19sChIJxeD9q7O1bTkRiu-hrFmVtWQ?authuser=0&hl=en&rclk=1","Dr Giriraj kumawat | General Physician in Jagdamba Nagar","4.9","(115)","General practitioner","·","·","Giriraj Healthcare bm plaza, Dr","Closed","080589 65233","","Website","","·","· Opens 9 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor was respectful and went the extra mile to make me feel heard.""","https://drgiriraj.drxpro.in/","","Directions","",""
"https://www.google.com/maps/place/Doctor%27s+Home/data=!4m7!3m6!1s0x396c4dd219c5a151:0x4aace42e0f9c6b04!8m2!3d26.9454227!4d75.6687899!16s%2Fg%2F11ltm11hg0!19sChIJUaHFGdJNbDkRBGucDy7krEo?authuser=0&hl=en&rclk=1","Doctor's Home","5.0","(14)","Doctor","·","4, Kishor Pura Rd","Closed","·","088299 11666","","Directions","","· Opens 5 pm","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best treatment and advice.""","","","","",""
"https://www.google.com/maps/place/Rama+Cosmetic+%26+Dental+Care+Centre/data=!4m7!3m6!1s0x396db349f003de0d:0x85f71265c35b50bc!8m2!3d26.950731!4d75.7080236!16s%2Fg%2F11b7gpcq2w!19sChIJDd4D8EmzbTkRvFBbw2US94U?authuser=0&hl=en&rclk=1","Rama Cosmetic & Dental Care Centre","4.7","(199)","Dental clinic","·","G-11 Govindam Towar Kalwar Road Jhotwara, kalwar Road, Jhotwara Rd","·","Closed","099824 44439","","Website","","","· Opens 10 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It is rare to find a","https://drgulia.com/","","Directions","doctor","who cares so much about patient comfort."""
"https://www.google.com/maps/place/Dr.+Raghib+Hasnain-+General+Physician+%26+Dentist+in+Jaipur/data=!4m7!3m6!1s0x396db3a6809e4fd3:0x70e646140f97602a!8m2!3d26.9467776!4d75.7351507!16s%2Fg%2F11rtpyfwgs!19sChIJ00-egKazbTkRKmCXDxRG5nA?authuser=0&hl=en&rclk=1","Dr. Raghib Hasnain- General Physician & Dentist in Jaipur","","","General practitioner","·","Raj Clinic Nagina Masjid Ke Niche","·","Closed","092149 94604","","Website","","","· Opens 9 am","","","https://remedoapp.com/rweb/doctors/dr-ravi-kumar-dentistry-latpanchar/consult?utm_source=gmb&utm_medium=web&utm_campaign=tu","","Directions","",""
"https://www.google.com/maps/place/DR.+S.+S.+DARIYA/data=!4m7!3m6!1s0x396db3647465f8a7:0xd0063601b1ca3250!8m2!3d26.9794443!4d75.7677518!16s%2Fg%2F11lsr4hpxn!19sChIJp_hldGSzbTkRUDLKsQE2BtA?authuser=0&hl=en&rclk=1","DR. S. S. DARIYA","4.9","(103)","Doctor","·","·","B-64","Closed","094142 70277","","Website","","·","· Opens 5:30 pm","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional and compassionate with accurate diagnosis""","http://www.drssdariya.com/","","Directions","",""
"https://www.google.com/maps/place/Dr.+Vikas+Mittal/data=!4m7!3m6!1s0x396db45eae6f6c7b:0xaaddcd9c3d04d089!8m2!3d26.8901753!4d75.7697981!16s%2Fg%2F11b72fk694!19sChIJe2xvrl60bTkRidAEPZzN3ao?authuser=0&hl=en&rclk=1","Dr. Vikas Mittal","4.6","(185)","General practitioner","·","92, New Sanganer Rd, near Vivek Vihar Metro Station, opposite Metro Pillar No","·","Closed","097859 06095","","Website","","","· Opens 9 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best experience","http://www.unikarehospital.com/","","Directions","doctor","I have visited many time"""
"https://www.google.com/maps/place/Dr.Pradeep%27s+General+%26+Diabetes+clinic/data=!4m7!3m6!1s0x396db31cf3ef24fd:0x9c3f42948a32e783!8m2!3d26.9557972!4d75.746224!16s%2Fg%2F11c751gmgk!19sChIJ_STv8xyzbTkRg-cyipRCP5w?authuser=0&hl=en&rclk=1","Dr.Pradeep's General & Diabetes clinic","4.8","(20)","Doctor","·","·","Closed","58, Niwaru Rd","070148 35217","","Directions","","· Opens 8 am Sun","·","","","","","","",""
"https://www.google.com/maps/place/Doctors+in+Jaipur/data=!4m7!3m6!1s0x396db45c50eb876b:0x3f237d19bba441b2!8m2!3d26.8900212!4d75.7692064!16s%2Fg%2F1tm86ty3!19sChIJa4frUFy0bTkRskGkuxl9Iz8?authuser=0&hl=en&rclk=1","Doctors in Jaipur","4.2","(6)","Medical group","·","·","","VQR9+2M4","082907 73849","","Directions","","","","","","","","","",""
"https://www.google.com/maps/place/Dr.+H+L+Saini+Associate+Professor+SMS+medical+college+jaipur/data=!4m7!3m6!1s0x396db565073fc0e5:0x582a94aaec6ac901!8m2!3d26.8841095!4d75.7530366!16s%2Fg%2F11mw7pyhzv!19sChIJ5cA_B2W1bTkRAclq7KqUKlg?authuser=0&hl=en&rclk=1","Dr. H L Saini Associate Professor SMS medical college jaipur","5.0","(453)","Medical clinic","·","14 A, Bhagwan Path","Closed","·","086196 30817","","Directions","","· Opens 7:30 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","","","doctor","listened patiently and gave the right treatment very satisfied"""
"https://www.google.com/maps/place/SR+Kalla+Hospital+Jaipur/data=!4m7!3m6!1s0x396db6adbe0a7c29:0xda7b9963af490350!8m2!3d26.9132223!4d75.7970955!16s%2Fg%2F1tctk5mf!19sChIJKXwKvq22bTkRUANJr2OZe9o?authuser=0&hl=en&rclk=1","SR Kalla Hospital Jaipur","4.1","(1,845)","Private hospital","·","·","78-79 Dhuleshwar garden, Sardar Patel Marg","Open 24 hours","070230 07777","","Website","","·","","","On-site services","https://srkallahospitals.com/","","Directions","",""
"https://www.google.com/maps/place/Dr+Mukesh+Haritwal-Spine+Surgeon+in+jaipur,+micro+spine+doctor,+Slip+Disc+Treatment/data=!4m7!3m6!1s0x396db5ae02da084b:0x6146b72b6feda0a7!8m2!3d26.9685319!4d75.7733042!16s%2Fg%2F11h1ybmx7y!19sChIJSwjaAq61bTkRp6Dtbyu3RmE?authuser=0&hl=en&rclk=1","Dr Mukesh Haritwal-Spine Surgeon in jaipur, micro spine doctor, Slip Disc Treatment","4.9","(156)","Neurosurgeon","·","·","Manipal Hospital, Sikar Rd","Closed","094608 49639","","Website","","·","· Opens 10 am","","On-site services","https://www.drmukeshspinesurgeon.com/","","Directions","",""
"https://www.google.com/maps/place/Clinic+24+hours/data=!4m7!3m6!1s0x396db5c71b70c01f:0x88c8331ab3937fac!8m2!3d26.8703407!4d75.7775875!16s%2Fg%2F11vj45fnjc!19sChIJH8BwG8e1bTkRrH-TsxozyIg?authuser=0&hl=en&rclk=1","Clinic 24 hours","4.7","(48)","Doctor","·","150","·","Open 24 hours","097848 00627","","Website","","","","","On-site services","https://maheshwaripolyclinic.com/","","Directions","",""
"https://www.google.com/maps/place/Amar+Medical+%26+Research+Centre/data=!4m7!3m6!1s0x396db501daebe0ab:0x9bf33abbdc8d0f98!8m2!3d26.8682838!4d75.7582838!16s%2Fg%2F1thcqr9k!19sChIJq-Dr2gG1bTkRmA-N3Ls685s?authuser=0&hl=en&rclk=1","Amar Medical & Research Centre","4.7","(4,568)","Hospital","·","·","3, Kiran Path","Open 24 hours","083370 00000","","Website","","·","","","On-site services","https://www.parkhospital.in/hospital/super-multispeciality-hospital-in-jaipur?utm_source=GMB-Organic&utm_medium=gmb&utm_campaign=jaipur-profile","","Directions","",""
"https://www.google.com/maps/place/Dr+Vishnu+Gupta/data=!4m7!3m6!1s0x396db53a95d54b81:0x725348efebd81ecd!8m2!3d26.8517559!4d75.7556569!16s%2Fg%2F11r3ym23g1!19sChIJgUvVlTq1bTkRzR7Y6-9IU3I?authuser=0&hl=en&rclk=1","Dr Vishnu Gupta","4.9","(823)","Emergency care physician","·","·","A, Patrakar Colony Rd","","098282 25072","","Website","","","","","On-site services not available","https://www.drvishnugupta.com/","","Directions","",""
"https://www.google.com/maps/place/Dr.+Kapileshwer+Vijay/data=!4m7!3m6!1s0x396db4f552e4bd27:0xdfe117950f98013a!8m2!3d26.8920519!4d75.76059!16s%2Fg%2F11c70b87mz!19sChIJJ73kUvW0bTkROgGYD5UX4d8?authuser=0&hl=en&rclk=1","Dr. Kapileshwer Vijay","4.8","(800)","Gastrointestinal surgeon","·","·","No 7, Jan Path, near Dana-Pani Restaurant","Closed","063769 93553","","Website","","·","· Opens 7 am","","On-site services not available","https://www.gastroclinic.in/","","Directions","",""
"https://www.google.com/maps/place/Dr.+Niranjan+Singh+%28+General+Physician+in+Jaipur+%29/data=!4m7!3m6!1s0x396db3c5af16ed9d:0x7d74dcc2786a1c0b!8m2!3d26.8622916!4d75.7861356!16s%2Fg%2F11fpqbqyhp!19sChIJne0Wr8WzbTkRCxxqeMLcdH0?authuser=0&hl=en&rclk=1","Dr. Niranjan Singh ( General Physician in Jaipur )","4.9","(199)","General practitioner","·","·","CK Birla Hospital","Closed","079766 64252","","Website","","·","· Opens 10 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Focused attentive, good knowledge and responsive to families of patient.""","https://medigynaeclinic.co/","","Directions","",""
"https://www.google.com/maps/place/Mediva+Hospital/data=!4m7!3m6!1s0x396db58bebc75d7d:0xf68bbe9ad3c83ebd!8m2!3d26.8788486!4d75.7774143!16s%2Fg%2F11n698pnl2!19sChIJfV3H64u1bTkRvT7I05q-i_Y?authuser=0&hl=en&rclk=1","Mediva Hospital","4.9","(1,169)","Sexologist","·","·","Mediva Hospital, C-427","Closed","096600 13000","","Website","","·","· Opens 11 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Amit is very nice and he solved my problem""","https://www.medivahospital.com/","","Directions","",""
"https://www.google.com/maps/place/Dr.Sudhakar+Rawat+Home+Jaipur/data=!4m7!3m6!1s0x396db344d7f8a5bd:0x7c1e26d813d06bd6!8m2!3d26.9678264!4d75.72!16s%2Fg%2F11fn50j65c!19sChIJvaX410SzbTkR1mvQE9gmHnw?authuser=0&hl=en&rclk=1","Dr.Sudhakar Rawat Home Jaipur","5.0","(3)","Doctor","·","XP99+4XQ, Unnamed Road","","","093519 22446","","Directions","","","","","","","","","",""
"https://www.google.com/maps/place/Dr.Sudhakar+Rawat+Home+Jaipur/data=!4m7!3m6!1s0x396db344d7f8a5bd:0x7c1e26d813d06bd6!8m2!3d26.9678264!4d75.72!16s%2Fg%2F11fn50j65c!19sChIJvaX410SzbTkR1mvQE9gmHnw?authuser=0&hl=en&rclk=1","Dr.Sudhakar Rawat Home Jaipur","5.0","(3)","Doctor","·","XP99+4XQ, Unnamed Road","","","093519 22446","","Directions","","","","","","","","","",""
"https://www.google.com/maps/place/Dr+Suresh+Yadav+MBBS+MD+INTERNAL+MEDICINE/data=!4m7!3m6!1s0x396db300363d60cd:0xc211a9b18d5fa494!8m2!3d26.9971602!4d75.7634343!16s%2Fg%2F11vx0zr3z1!19sChIJzWA9NgCzbTkRlKRfjbGpEcI?authuser=0&hl=en&rclk=1","Dr Suresh Yadav MBBS MD INTERNAL MEDICINE","4.9","(75)","Doctor","·","·","Closed","14 No, C-1050 A shankar colony opposite NITS EDUCATION AND SCHOOL NEW LOHAMANDI ROAD, Sikar Rd","082095 32574","","Directions","","· Opens 4:30 pm","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Diagnosis and treatment were excellent.""","","","","",""
"https://www.google.com/maps/place/Dr.+Srikanth/data=!4m7!3m6!1s0x396db366b691f887:0x310afc2eeb881974!8m2!3d26.964567!4d75.7665162!16s%2Fg%2F11pcb04lvn!19sChIJh_iRtmazbTkRdBmI6y78CjE?authuser=0&hl=en&rclk=1","Dr. Srikanth","3.7","(6)","General practitioner","·","·","Shree Laxmi Clinic Plot No. 101, Sikar Rd, behind Kanji Hotel","Closed","","","Website","","","· Opens 11 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Shrikant Sharma is a  best","https://drsrikanth39241.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu","","Directions","physician","in jaipur"""
"https://www.google.com/maps/place/Dr+Vikram+Bohra+-+Neurology+Doctor+Jaipur/data=!4m7!3m6!1s0x396db5f6a25cdb9d:0x8a3ca524d06b93a0!8m2!3d26.8919218!4d75.7602286!16s%2Fg%2F11gl4mt2qz!19sChIJndtcova1bTkRoJNr0CSlPIo?authuser=0&hl=en&rclk=1","Dr Vikram Bohra - Neurology Doctor Jaipur","4.7","(356)","Neurologist","·","·","Medinova, H-7, Jan Path","Closed","095303 07046","","Website","","·","· Opens 9 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""His expertise and personalized approach to treatment are truly impressive.""","https://www.jaipurneuro.com/","","Directions","",""
"https://www.google.com/maps/place/Shiv+Vatika+Colony/data=!4m7!3m6!1s0x396c4d87ac4deb11:0x1acc41b0885ee4ee!8m2!3d26.9463517!4d75.7011893!16s%2Fg%2F11gjtxv__n!19sChIJEetNrIdNbDkR7uReiLBBzBo?authuser=0&hl=en&rclk=1","Shiv Vatika Colony","4.5","(35)","Residents association","·","·","Closed","WPW2+GFW, Kalwar Rd, near Balaji Vihar 2","079895 20775","","Directions","","· Opens 8 am Sun","·","","","","","","",""
"https://www.google.com/maps/place/Dr.+G+L+Dhayal+Internal+medicine+in+Jaipur/data=!4m7!3m6!1s0x396db3e3f6cf3677:0xba4718237e445f4d!8m2!3d26.9612033!4d75.7803054!16s%2Fg%2F11r1ry5np2!19sChIJdzbP9uOzbTkRTV9EfiMYR7o?authuser=0&hl=en&rclk=1","Dr. G L Dhayal Internal medicine in Jaipur","4.2","(37)","General practitioner","·","Royal Plaza, SG-6,ROYAL PLAZA APPARTMENT, Central Spine Rd, near RELIANCE FRESH","·","Closed","077330 28288","","Website","","","· Opens 5:30 pm","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He is a very nice","https://drgldhayal.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu","","Directions","doctor","😊👍"""
"https://www.google.com/maps/place/Dr.+R.Dhan/data=!4m7!3m6!1s0x396db57780b37907:0xe2abe56fb1711911!8m2!3d26.9148126!4d75.7984439!16s%2Fg%2F11llkc2hhk!19sChIJB3mzgHe1bTkRERlxsW_lq-I?authuser=0&hl=en&rclk=1","Dr. R.Dhan","4.9","(15)","Doctor","·","·","Closed","Pink Vinayak Hospital, 46, dhuleshwar garden, Sardar Patel Marg","096029 31113","","Directions","","· Opens 8 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""So glad i get to be treated by a doctor like him.""","","","","",""
"https://www.google.com/maps/place/Dr.+Malaya+Kumar+Mishra+%7C+Best+Emergency+Care+Physician+in+Jaipur/data=!4m7!3m6!1s0x396db34ad29ebaa3:0x910ed091fb3bebe7!8m2!3d26.9684847!4d75.7733272!16s%2Fg%2F11lrnxspp5!19sChIJo7qe0kqzbTkR5-s7-5HQDpE?authuser=0&hl=en&rclk=1","Dr. Malaya Kumar Mishra | Best Emergency Care Physician in Jaipur","5.0","(31)","Emergency care physician","·","·","Room no.7, MANIPAL HOSPITAL JAIPUR, Main, Sikar Rd","","1800 102 4647","","Website","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""best doctor ever had .""","https://www.manipalhospitals.com/jaipur/hospitals/","","Directions","",""
"https://www.google.com/maps/place/Dr+Avinash+Kulhar+Physician+at+City+Hospital/data=!4m7!3m6!1s0x396db72d3e01812d:0x57539b36d1b8d9!8m2!3d26.9155359!4d75.8105883!16s%2Fg%2F11z8b6ly00!19sChIJLYEBPi23bTkR2bjRNptTVwA?authuser=0&hl=en&rclk=1","Dr Avinash Kulhar Physician at City Hospital","5.0","(12)","Doctor","·","·","S 35- B, Radha Marg, behind raj mandir cinema","Open 24 hours","096807 57462","","Website","","·","","","On-site services","https://cityhospitaljaipur.lovable.app/","","Directions","",""
"https://www.google.com/maps/place/Tagore+Hospital+%26+Research+Institute/data=!4m7!3m6!1s0x396db5af245f9b3f:0x627608ae2b450a86!8m2!3d26.8586061!4d75.7696668!16s%2Fg%2F1v42d5wy!19sChIJP5tfJK-1bTkRhgpFK64IdmI?authuser=0&hl=en&rclk=1","Tagore Hospital & Research Institute","4.4","(852)","Hospital","·","·","Tagore Lane","Open 24 hours","096104 88886","","Website","","·","","","On-site services","https://www.tagorehospital.org/","","Directions","",""
"https://www.google.com/maps/place/Jaipur+Hospital/data=!4m7!3m6!1s0x396db420e65e5acb:0x2b5b8e5dec74b037!8m2!3d26.8924691!4d75.8048012!16s%2Fg%2F1thx6_sf!19sChIJy1pe5iC0bTkRN7B07F2OWys?authuser=0&hl=en&rclk=1","Jaipur Hospital","4.0","(629)","Hospital","·","·","Tonk Rd, near SMS STADIUM","Open 24 hours","0141 274 1465","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","http://www.jaipurhospital.co.in/","","Directions","Doctors","are very competent & intelligent."""
"https://www.google.com/maps/place/Murli+Lehar+Hospital/data=!4m7!3m6!1s0x396db4b10580d299:0xb3ed82ab340faaaf!8m2!3d26.8960463!4d75.7225061!16s%2Fg%2F11bvt3w7j7!19sChIJmdKABbG0bTkRr6oPNKuC7bM?authuser=0&hl=en&rclk=1","Murli Lehar Hospital","4.7","(36)","Hospital","·","·","Murli Lehar Hospital","Open 24 hours","094603 89487","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The diagnosis by the","https://murlileharhospital.com/","","Directions","doctors","is excellent."""
"https://www.google.com/maps/place/Dr.+Dinesh+Sharma/data=!4m7!3m6!1s0x396db3cd433965df:0x98ff14bc1854c77a!8m2!3d26.919811!4d75.7494598!16s%2Fg%2F11h0zh_fyl!19sChIJ32U5Q82zbTkResdUGLwU_5g?authuser=0&hl=en&rclk=1","Dr. Dinesh Sharma","4.4","(20)","Doctor","·","·","Closed","228","098291 73988","","Directions","","· Opens 8 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very helpful and good doctor.""","","","","",""
"https://www.google.com/maps/place/Dr+Nidhi+Kabra+-+best+gynecologist+in+vaishali+nagar+jaipur/data=!4m7!3m6!1s0x396db50c737d432b:0xca9d390153a28741!8m2!3d26.9037542!4d75.7356466!16s%2Fg%2F11qycyjw1s!19sChIJK0N9cwy1bTkRQYeiUwE5nco?authuser=0&hl=en&rclk=1","Dr Nidhi Kabra - best gynecologist in vaishali nagar jaipur","4.8","(490)","Gynecologist","·","·","Unit G1 ground floor B-2/440 chitrakoot Roshan Marg, Chitrakoot","Closed","099295 84648","","Website","","·","· Opens 8 am","","On-site services","https://drnidhikabra.com/","","Directions","",""
"https://www.google.com/maps/place/Kaveri+Clinic+Dr.+Mukesh+Singhal/data=!4m7!3m6!1s0x396db46529a6fb13:0x1c03b8628f24e724!8m2!3d26.9016813!4d75.7714174!16s%2Fg%2F11c5bjpxrs!19sChIJE_umKWW0bTkRJOckj2K4Axw?authuser=0&hl=en&rclk=1","Kaveri Clinic Dr. Mukesh Singhal","4.5","(40)","Doctor","·","C 1","Closed","·","098280 11345","","Directions","","· Opens 10 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Singhal is helpful and kind to his patients.""","","","","",""
"https://www.google.com/maps/place/Dr.+Nitin+J+Raisinghani+%28SDMH+Hospital+%29+General+Physician/data=!4m7!3m6!1s0x396db3ceccda91ab:0x64a1a9b6555dd496!8m2!3d26.9338879!4d75.7899243!16s%2Fg%2F11l5l3bmvt!19sChIJq5HazM6zbTkRltRdVbapoWQ?authuser=0&hl=en&rclk=1","Dr. Nitin J Raisinghani (SDMH Hospital ) General Physician","4.9","(30)","General practitioner","·","shop number 13, Jai medical, Barf Khana Rd, near Adarsh Vidhya Mandir School, near amarlal mandir","·","Closed","080057 50070","","Website","","","· Opens 9 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They listen patiently and understand exactly what you are suffering from.""","https://drmotirampolyclinic.pdigiworld.com/","","Directions","",""
"https://www.google.com/maps/place/Dr+Ajeet+Singh/data=!4m7!3m6!1s0x396db3bddf588339:0x1683cebd8a39418e!8m2!3d26.941753!4d75.777845!16s%2Fg%2F11c564w29b!19sChIJOYNY372zbTkRjkE5ir3OgxY?authuser=0&hl=en&rclk=1","Dr Ajeet Singh","4.4","(60)","Doctor","·","·","C-66","Closed","094140 75655","","Website","","·","· Opens 7 pm","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor came around 9 PM and he looks after the patient till late night.""","http://www.drajeetsingh.com/","","Directions","",""
"https://www.google.com/maps/place/Dr+Priti+Agarwal+Cancer+Doctor/data=!4m7!3m6!1s0x396db74eeaa22a2b:0x2eff4319af66d443!8m2!3d26.9058516!4d75.8132258!16s%2Fg%2F11kc68b3bk!19sChIJKyqi6k63bTkRQ9RmrxlD_y4?authuser=0&hl=en&rclk=1","Dr Priti Agarwal Cancer Doctor","4.8","(150)","Doctor","·","·","Open 24 hours","O-5, Adinath Marg","077371 93592","","Directions","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Listen very patiently to every patient and give very appropriate advice.""","","","","",""
"https://www.google.com/maps/place/Dr+Basant+Sharma+%28SDMH+Hospital%29+General+Physician/data=!4m7!3m6!1s0x396db77b2d826699:0x9088577082cccefc!8m2!3d26.8936107!4d75.8121487!16s%2Fg%2F11lyz4dbrt!19sChIJmWaCLXu3bTkR_M7MgnBXiJA?authuser=0&hl=en&rclk=1","Dr Basant Sharma (SDMH Hospital) General Physician","5.0","(283)","General practitioner","·","Near, Bhawani Singh Rd","·","Closed","095990 98735","","Website","","","· Opens 9 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They listen properly, understand the problem, and explain things clearly.""","https://drbasantsharma.in/","","Directions","",""
"https://www.google.com/maps/place/Dr.+Sunny+Singhal/data=!4m7!3m6!1s0x396db5c46c0a8dbd:0x319fe08e74c6432b!8m2!3d26.8463074!4d75.7968198!16s%2Fg%2F11rc4rgx8v!19sChIJvY0KbMS1bTkRK0PGdI7gnzE?authuser=0&hl=en&rclk=1","Dr. Sunny Singhal","4.9","(184)","Geriatrician","·","·","Panchsheel Enclave, 24","Closed","096497 90869","","Website","","·","· Opens 5 pm","","On-site services","https://www.facebook.com/profile.php?id=61578244804490","","Directions","",""
"https://www.google.com/maps/place/Pink+Vinayak+Hospital/data=!4m7!3m6!1s0x396db406c74daf61:0xf5d57714ff7cb735!8m2!3d26.9148287!4d75.7984417!16s%2Fg%2F11c53rn587!19sChIJYa9Nxwa0bTkRNbd8_xR31fU?authuser=0&hl=en&rclk=1","Pink Vinayak Hospital","4.5","(188)","Hospital","·","·","Open 24 hours","46, Dhuleshwar Garden, Dhuleshwar Mahadev Mandir, Sardar Patel Marg","","","Directions","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent","","","","doctor","shree niwas ji is knowledgeable caring."""
"https://www.google.com/maps/place/Dr+Shubhranshu/data=!4m7!3m6!1s0x396db437bd5c8045:0x9b438724b10b7a8d!8m2!3d26.8833112!4d75.7872567!16s%2Fg%2F1tqycx97!19sChIJRYBcvTe0bTkRjXoLsSSHQ5s?authuser=0&hl=en&rclk=1","Dr Shubhranshu","4.8","(781)","Pulmonologist","·","·","Plot No. 2, Bhagwati Nagar First Kartarpura, near Kalyan Nagar Underpass","Closed","096940 96105","","Website","","·","· Opens 8 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very Nice","https://shubhlifeclinic.com/","","Directions","Doctor",", Calm, Extremely Knowledgeable & very Helpful 👍"""
"https://www.google.com/maps/place/Dr+Rahul+Mathur/data=!4m7!3m6!1s0x396db582a55abc9d:0x89ed55a2b8be4116!8m2!3d26.8746158!4d75.7923551!16s%2Fg%2F11fk4mdyny!19sChIJnbxapYK1bTkRFkG-uKJV7Yk?authuser=0&hl=en&rclk=1","Dr Rahul Mathur","4.8","(263)","Doctor","·","·","1330, Kissan Marg","Closed","073000 41110","","Website","","·","· Opens 9 am","","On-site services not available","https://www.swasthyaclinics.com/","","Directions","",""
"https://www.google.com/maps/place/Radiant+Skin+Clinic+%28Dr.Vishal+Chugh%29/data=!4m7!3m6!1s0x396db413052bd5bf:0xd027670ed410ab45!8m2!3d26.9027112!4d75.785213!16s%2Fg%2F11byty8nbn!19sChIJv9UrBRO0bTkRRasQ1A5nJ9A?authuser=0&hl=en&rclk=1","Radiant Skin Clinic (Dr.Vishal Chugh)","4.8","(7,304)","Skin care clinic","·","·","Plot No. S-6, opp. Geejgarh House","Closed","070621 61000","","Website","","·","· Opens 10 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""“Good","https://radiantskinclinic.in/","","Directions","doctor",", clean clinic, and friendly staff. Had a positive experience.”"""
"https://www.google.com/maps/place/Dr.+M.+D.+Agrawal/data=!4m7!3m6!1s0x396db1b949b2e985:0x33e0c7b577881f0b!8m2!3d26.937218!4d75.836167!16s%2Fg%2F11lfzy3hl0!19sChIJhemySbmxbTkRCx-Id7XH4DM?authuser=0&hl=en&rclk=1","Dr. M. D. Agrawal","5.0","(864)","General practitioner","·","·","145, Krishna Marg","Closed","098281 66821","","Website","","·","· Opens 6 pm","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best","https://drmdagrawal.co.in/","","Directions","doctor","in jaipur
Very cooperative"
"https://www.google.com/maps/place/Galaxy+Speciality+Center/data=!4m7!3m6!1s0x396db47301d7207d:0x38127f37e526c126!8m2!3d26.9055182!4d75.7763179!16s%2Fg%2F124yg_jh6!19sChIJfSDXAXO0bTkRJsEm5Td_Ejg?authuser=0&hl=en&rclk=1","Galaxy Speciality Center","4.0","(69)","Doctor","·","·","Closed","Dispensary, A-1, Ajmer Road, Opposite Metro Pillar No. 67 Near No. 4","0141 245 1946","","Directions","","· Opens 9 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The quality of the medicine is great, we are very satisfied""","","","","",""
"https://www.google.com/maps/place/Dr+Gaurav+Gupta,+MD,+DM/data=!4m7!3m6!1s0x396db554ee7d6e01:0xed233ba673c87589!8m2!3d26.8990208!4d75.7799521!16s%2Fg%2F11f5pxxhd5!19sChIJAW597lS1bTkRiXXIc6Y7I-0?authuser=0&hl=en&rclk=1","Dr Gaurav Gupta, MD, DM","4.6","(292)","Doctor","·","·","Closed","15","082391 87097","","Directions","","· Opens 3:30 pm","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I showed my mother to him in 2017 and she got completely cured.""","","","","",""
"https://www.google.com/maps/place/Institute+Of+Urology/data=!4m7!3m6!1s0x396db41b99a552b9:0xdd1172a4fed9b8ee!8m2!3d26.9010689!4d75.7975883!16s%2Fg%2F1tfk2v9d!19sChIJuVKlmRu0bTkR7rjZ_qRyEd0?authuser=0&hl=en&rclk=1","Institute Of Urology","4.9","(1,817)","Urologist","·","·","4/A, Tilak Marg, opposite Udyag Bhawan","Open 24 hours","098290 13468","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","http://www.instituteofurology.in/","","Directions","doctor","understood the problem and explained me in a very calm manner ."""
