"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","W4Efsd 5","W4Efsd 6","W4Efsd 7","Jn12ke src","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Anand+Clinic/data=!4m7!3m6!1s0x396db6211ffd5aa9:0x1d5db1aaff197caf!8m2!3d26.8333744!4d75.8344683!16s%2Fg%2F1ydxc57cw!19sChIJqVr9HyG2bTkRr3wZ_6qxXR0?authuser=0&hl=en&rclk=1","Anand Clinic","","","Medical clinic","·","","RRMM+8QW, Near Jagatpura Phatak","Closed","077377 00794","","","Directions","","","","·","· Opens 8 am","","","",""
"https://www.google.com/maps/place/Health+Medicose+And+Clinic/data=!4m7!3m6!1s0x396db754941104f1:0x9ae3ed1224e5e253!8m2!3d26.8363289!4d75.8723297!16s%2Fg%2F11hf8l6m_9!19sChIJ8QQRlFS3bTkRU-LlJBLt45o?authuser=0&hl=en&rclk=1","Health Medicose And Clinic","5.0","(9)","Medical clinic","·","","Shop no.3 SC 54, Sector 3 Shopping Center Indira Gandhi Nagar","Closed","094144 01698","","","Directions","","","","·","· Opens 9 am","","","",""
"https://www.google.com/maps/place/Dr+Bharat+chanchalani+jagatpura/data=!4m7!3m6!1s0x396dc9521860cfed:0x842bbf79c45dcf1f!8m2!3d26.8218373!4d75.867652!16s%2Fg%2F11fkt80hkk!19sChIJ7c9gGFLJbTkRH89dxHm_K4Q?authuser=0&hl=en&rclk=1","Dr Bharat chanchalani jagatpura","5.0","(8)","Doctor","·","","Shivam Nagar, B18, Ramnagariya Rd, behind Skit College Road","Closed","098281 94731","","","Directions","","","""Dr Bharat is very good in communication,  diagnosis and management.""","·","· Opens 7 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Jeevan+Rekha+Superspeciality+Hospital/data=!4m7!3m6!1s0x396dc84e4b60c5ed:0xbe4b7b9fc3ed7d85!8m2!3d26.8007993!4d75.8620587!16s%2Fg%2F1ptz66ggq!19sChIJ7cVgS07IbTkRhX3tw597S74?authuser=0&hl=en&rclk=1","Jeevan Rekha Superspeciality Hospital","4.6","(5,235)","Hospital","·","","·","S24, Central Spine","0141 484 6060","https://www.jrsh.co.in/","","Website","","Directions","""The","Open 24 hours","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctors","are highly skilled, and the staff is courteous and supportive."""
"https://www.google.com/maps/place/Dr+Raj+Kumar+Physiotherapist+Jagatpura/data=!4m7!3m6!1s0x396dc963ea7c1d5b:0x9aa29dabd6448e38!8m2!3d26.8109286!4d75.8694945!16s%2Fg%2F11khkpm8b2!19sChIJWx186mPJbTkROI5E1qudopo?authuser=0&hl=en&rclk=1","Dr Raj Kumar Physiotherapist Jagatpura","4.9","(169)","Physiotherapy Center","·","","·","Closed","084418 40778","","","Directions","","","On-site services","Vinayak Enclave, 99 Garden Residency, 4","· Opens 8 am","·","","",""
"https://www.google.com/maps/place/Jaipur+Homeopathic+Clinic+Dr+Deepak+Tak+Jagatpura+branch/data=!4m7!3m6!1s0x396dc95ec624d7b9:0xae730f1486e08cd5!8m2!3d26.8033004!4d75.8580546!16s%2Fg%2F11sq4vk5ty!19sChIJudckxl7JbTkR1YzghhQPc64?authuser=0&hl=en&rclk=1","Jaipur Homeopathic Clinic Dr Deepak Tak Jagatpura branch","4.9","(31)","Homeopath","·","","ICICI Bank, Main Akshay Patra Circle, Sh.no-124, Mahal Rd, near Govindam Sweets","·","093524 02204","http://www.jaipurhomeopathicclinic.com/","","Website","","Directions","""One time Visit clinic and cure the disease permanently.""","Closed","· Opens 9:30 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/well+care+clinic+%26+medicos/data=!4m7!3m6!1s0x396dc96420cca409:0x16c9e3704fbfb71c!8m2!3d26.8135749!4d75.8917142!16s%2Fg%2F11zbk3tgny!19sChIJCaTMIGTJbTkRHLe_T3DjyRY?authuser=0&hl=en&rclk=1","well care clinic & medicos","5.0","(17)","Medical clinic","·","","gate No.-2, shop No. 2 opp, near vivekananda global university","Closed","098282 31319","","","Directions","","","""From day one since my visit , i have been cared for and treated like family""","·","· Opens 8:30 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Mediclinix+Physician+%26+Diagnostic+Jagatpura/data=!4m7!3m6!1s0x396dc9aac66a99d7:0xfd9344c3a3cedd5c!8m2!3d26.807184!4d75.8705647!16s%2Fg%2F11xtwcsj_1!19sChIJ15lqxqrJbTkRXN3Oo8NEk_0?authuser=0&hl=en&rclk=1","Mediclinix Physician & Diagnostic Jagatpura","5.0","(15)","Diagnostic center","·","","Shop-17, Greenpark Colony, near DMart","·","085050 00755","https://www.mediclinix.in/blal-lab-jagatpura","","Website","","Directions","On-site services","Open 24 hours","","","","",""
"https://www.google.com/maps/place/Dr+Sunila+Khandelwal/data=!4m7!3m6!1s0x396db67400000001:0x1f8b77b1f7a1544b!8m2!3d26.8187368!4d75.8302844!16s%2Fg%2F1tdkkmn2!19sChIJAQAAAHS2bTkRS1Sh97F3ix8?authuser=0&hl=en&rclk=1","Dr Sunila Khandelwal","3.4","(19)","Doctor","·","","·","E 601, Mahima Panache, Maharana Pratap Circle Road","063773 80547","https://www.drsunilakhandelwal.com/","","Website","","Directions","","Closed","· Opens 9:30 am","·","","",""
"https://www.google.com/maps/place/Kesari+Homeopathic+%26+Aesthetic+Clinic/data=!4m7!3m6!1s0x396dc986e6fe02e5:0xd4c8a21031d7e5d0!8m2!3d26.8257201!4d75.8473951!16s%2Fg%2F11yn9q0qzw!19sChIJ5QL-5obJbTkR0OXXMRCiyNQ?authuser=0&hl=en&rclk=1","Kesari Homeopathic & Aesthetic Clinic","4.9","(50)","Skin care clinic","·","","·","Vinayak Complex, 7 no. Chauraha","095096 36212","https://kesari-homeopathic.grexa.site/","","Website","","Directions","On-site services","Closed","· Opens 10 am","·","","",""
"https://www.google.com/maps/place/Dr.+Kothiwala%E2%80%99s+SkinEva+Clinics/data=!4m7!3m6!1s0x396db5f9b568dc57:0x672808ec0b677eb2!8m2!3d26.8313671!4d75.7942057!16s%2Fg%2F11bwpy6xdx!19sChIJV9xotfm1bTkRsn5nC-wIKGc?authuser=0&hl=en&rclk=1","Dr. Kothiwala’s SkinEva Clinics","4.9","(1,664)","Dermatologist","·","","·","Laxmi Nagar, 11-12, Tonk Rd, Near Airport","085610 22226","https://drkothiwalaskineva.com/","","Website","","Directions","On-site services","Closed","· Opens 10:30 am","·","","",""
"https://www.google.com/maps/place/Shri+Kalyan+Hospital+Jagatpura/data=!4m7!3m6!1s0x396dc84c8f81e465:0xac746ce9310a5079!8m2!3d26.8028534!4d75.8556855!16s%2Fg%2F11cjj0l3sq!19sChIJZeSBj0zIbTkReVAKMelsdKw?authuser=0&hl=en&rclk=1","Shri Kalyan Hospital Jagatpura","4.2","(19)","Hospital","·","","·","Akash Patra Mandir, Plot No B 1, Rana Sanga Marg","099292 37491","https://shrikalyanhospital.in/","","Website","","Directions","""Nice","Closed","· Opens 9:30 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Dr",".and best staff"""
"https://www.google.com/maps/place/Dr.+Amrata+Dental+Clinic/data=!4m7!3m6!1s0x396dc8475d638185:0x3a71d3ffa766ff0b!8m2!3d26.8100968!4d75.869487!16s%2Fg%2F11dzwc0k8x!19sChIJhYFjXUfIbTkRC_9mp__TcTo?authuser=0&hl=en&rclk=1","Dr. Amrata Dental Clinic","4.9","(276)","Dental clinic","·","","·","Buttercup Apartment, Vinayak Enclave, O2, Way to VIT Campus","085918 91766","https://www.amratadentalclinic.com/","","Website","","Directions","On-site services","Closed","· Opens 9:30 am","·","","",""
"https://www.google.com/maps/place/A2Z+Physiotherapy+Clinic+%7C+Dr.+B.+S.+Vaishnav+%7C+Neuro+and+Ortho+Best+Physiotherapy+Center+at+Jagatpura,+Jaipur/data=!4m7!3m6!1s0x396db7b08164fbbb:0xa8b99423fba9e9bf!8m2!3d26.8366087!4d75.8686474!16s%2Fg%2F11md_3q_r3!19sChIJu_tkgbC3bTkRv-mp-yOUuag?authuser=0&hl=en&rclk=1","A2Z Physiotherapy Clinic | Dr. B. S. Vaishnav | Neuro and Ortho Best Physiotherapy Center at Jagatpura, Jaipur","5.0","(34)","Physiotherapist","·","","2L, 261, behind SBI BANK","·","098875 75858","https://facebook.com/a2zphysiotherapyclinic","","Website","","Directions","On-site services","Closed","· Opens 9 am","","","",""
"https://www.google.com/maps/place/Dr+Ankit+Anand+%28Consultant+Physician+%26+Diabetologist%29/data=!4m7!3m6!1s0x396dc91372e41def:0x39b02a4809f86c4a!8m2!3d26.8223651!4d75.8631794!16s%2Fg%2F11kj_723q5!19sChIJ7x3kchPJbTkRSmz4CUgqsDk?authuser=0&hl=en&rclk=1","Dr Ankit Anand (Consultant Physician & Diabetologist)","5.0","(3)","Doctor","·","","Maheshwari Chikitsalaya, Ram Nagariya Rd, near SKIT College","Closed","","","","Directions","","","""Amazing experience with  precise diagnosis.""","","· Opens 6:30 pm","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dr+Ankit+Anand+%28Consultant+Physician+%26+Diabetologist%29/data=!4m7!3m6!1s0x396dc91372e41def:0x39b02a4809f86c4a!8m2!3d26.8223651!4d75.8631794!16s%2Fg%2F11kj_723q5!19sChIJ7x3kchPJbTkRSmz4CUgqsDk?authuser=0&hl=en&rclk=1","Dr Ankit Anand (Consultant Physician & Diabetologist)","5.0","(3)","Doctor","·","","Maheshwari Chikitsalaya, Ram Nagariya Rd, near SKIT College","Closed","","","","Directions","","","""Amazing experience with  precise diagnosis.""","","· Opens 6:30 pm","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Ekdant+Dental+Clinic+-+Jagatpura/data=!4m7!3m6!1s0x396dc974b2fb7569:0x820975459d299be!8m2!3d26.8231485!4d75.8611708!16s%2Fg%2F11ql63wrpp!19sChIJaXX7snTJbTkRvpnSWVSXIAg?authuser=0&hl=en&rclk=1","Ekdant Dental Clinic - Jagatpura","4.9","(372)","Dental clinic","·","","Skit College Rd","Closed","080032 32107","","","Directions","","","""","·","· Opens 9 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Dr",".behaviour is very good and price of treatment is affordable."""
"https://www.google.com/maps/place/Tirupati+Sanjeevani+Hospital/data=!4m7!3m6!1s0x396db7d5c414c719:0x99235296e5633ab6!8m2!3d26.834792!4d75.8582619!16s%2Fg%2F11byxggr9z!19sChIJGccUxNW3bTkRtjpj5ZZSI5k?authuser=0&hl=en&rclk=1","Tirupati Sanjeevani Hospital","3.9","(50)","Hospital","·","","·","Open 24 hours","094626 96588","","","Directions","","","""Very good and clean","G- 63A","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","hospital","with experienced"
"https://www.google.com/maps/place/Life+care+clinic/data=!4m7!3m6!1s0x396dc94f6b9c1d13:0x8be37d7c909227bc!8m2!3d26.7999538!4d75.8643303!16s%2Fg%2F11lp0n4ht4!19sChIJEx2ca0_JbTkRvCeSkHx944s?authuser=0&hl=en&rclk=1","Life care clinic","5.0","(1)","Medical clinic","·","","Jeevan Rekha Marg","Closed","081188 23387","","","Directions","","","","·","· Opens 8 am","","","",""
"https://www.google.com/maps/place/Panwar+Poly+Clinic/data=!4m7!3m6!1s0x396dc9d470cb1275:0x22e5505407ff4038!8m2!3d26.8264154!4d75.8490021!16s%2Fg%2F11c0x8tby3!19sChIJdRLLcNTJbTkROED_B1RQ5SI?authuser=0&hl=en&rclk=1","Panwar Poly Clinic","3.7","(3)","Medical clinic","·","","71, Ram Nagariya Rd","","098286 50585","","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Ramanji+Hospital+and+Research+Centre/data=!4m7!3m6!1s0x396dc84c900ce201:0x7d9f4aa7f591b6e7!8m2!3d26.8031469!4d75.8555384!16s%2Fg%2F11c43qvpwh!19sChIJAeIMkEzIbTkR57aR9adKn30?authuser=0&hl=en&rclk=1","Ramanji Hospital and Research Centre","4.4","(319)","Hospital","·","","·","RAMANJI HOSPITAL& RESEARCH CENTRE (ORTHO NEUROSCIENCE CENTRE, MAHAL YOJNA, B-66, Sarswati Marg, behind AKSHYA PATRA TEMPLE","094602 29349","https://www.ramanjihospital.com/","","Website","","Directions","""Awesome staff and well trained","Open 24 hours","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor",""""
"https://www.google.com/maps/place/DIVINE+HOMEO+CLINIC+-+Homoeopathic+%26+Healing+Therapy+Clinic/data=!4m7!3m6!1s0x396dc9fe2f41a927:0xc6b81e64bf6a50f9!8m2!3d26.8160562!4d75.8631345!16s%2Fg%2F11jxdky25d!19sChIJJ6lBL_7JbTkR-VBqv2QeuMY?authuser=0&hl=en&rclk=1","DIVINE HOMEO CLINIC - Homoeopathic & Healing Therapy Clinic","5.0","(79)","Homeopath","·","","·","Shop no. S2, BHAVYA GREENS SOCIETY, near petrol pump, Ramnagariya, Ram Nagariya Rd","090794 39220","https://www.divinehomeowellness.in/","","Website","","Directions","""very knowledgeable and extremely","Closed","· Opens 10:30 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor",", who is experienced expert"""
"https://www.google.com/maps/place/Bhagwati+Ayurveda+%26+Panchkarma+Research+Centre/data=!4m7!3m6!1s0x396db626d1cf453f:0x52d6f905cfd98a89!8m2!3d26.8095943!4d75.8672511!16s%2Fg%2F11b73q653f!19sChIJP0XP0Sa2bTkRiYrZzwX51lI?authuser=0&hl=en&rclk=1","Bhagwati Ayurveda & Panchkarma Research Centre","4.7","(684)","Ayurvedic clinic","·","","·","Plot No A 8, Vinayak Enclave, near Gyan Vihar University","089053 65005","https://bhagwatiayurveda.com/","","Website","","Directions","""","Closed","· Opens 9 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Doctors","are  very expert and understand the problem with patience."""
"https://www.google.com/maps/place/Girdhar+Hospital+And+Research+Centre/data=!4m7!3m6!1s0x396db60a49ea9685:0xdeb3c9449422d098!8m2!3d26.8453418!4d75.8133757!16s%2Fg%2F11b6dv18hv!19sChIJhZbqSQq2bTkRmNAilETJs94?authuser=0&hl=en&rclk=1","Girdhar Hospital And Research Centre","3.7","(97)","Hospital","·","","·","Closed","0141 255 2668","","","Directions","","","""The","11, 34, Girdhar Marg, near Girdhar Hospital","· Opens 8 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor's","treatment was correct and it also helped."""
"https://www.google.com/maps/place/Strength+physiotherapy+clinic+jagatpura+%28+best+physiotherapy+clinic%29/data=!4m7!3m6!1s0x396db58f036b076b:0xd93868cd7e80aef2!8m2!3d26.8037594!4d75.8183593!16s%2Fg%2F11vrxbxmjt!19sChIJawdrA4-1bTkR8q6Afs1oONk?authuser=0&hl=en&rclk=1","Strength physiotherapy clinic jagatpura ( best physiotherapy clinic)","5.0","(40)","Physiotherapy Center","·","","·","Closed","077328 03684","","","Directions","","","""My problem was diagnosed correctly and later MRI showed the same thing.""","91/12, Ajay Marg","· Opens 9 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Sharma%27s+petcare+hospital,+Jagatpura%28jaipur%29/data=!4m7!3m6!1s0x396db7ad5850f15d:0xc382cc3d87b5ae41!8m2!3d26.8361775!4d75.8685495!16s%2Fg%2F11rc3bpprs!19sChIJXfFQWK23bTkRQa61hz3MgsM?authuser=0&hl=en&rclk=1","Sharma's petcare hospital, Jagatpura(jaipur)","4.8","(664)","Animal hospital","·","","·","2-Sector, near Sbi Bank","088754 84906","https://sharmas-pet.my.canva.site/","","Website","","Directions","On-site services","Closed","· Opens 9 am","·","","",""
"https://www.google.com/maps/place/Krishna+Dental+%26+Medical+hub/data=!4m7!3m6!1s0x396dc92d74acc707:0xf40d018f4db5cb29!8m2!3d26.8232877!4d75.8605776!16s%2Fg%2F11wn7mb44k!19sChIJB8esdC3JbTkRKcu1TY8BDfQ?authuser=0&hl=en&rclk=1","Krishna Dental & Medical hub","5.0","(29)","Medical Center","·","","shiksha vihar, A-9, Ram Nagariya Rd, near SKIT","Closed","083840 16898","","","Directions","","","""The clinic is clean, well-equipped, and has a very welcoming staff.""","·","· Opens 9 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dental+Square+-+Dental+clinic+in+jagatpura+%2F+pratapnagar/data=!4m7!3m6!1s0x396dc9e231a7f7c3:0xb2a2eb8a7e3d8551!8m2!3d26.8168843!4d75.8502692!16s%2Fg%2F11y_q4h9kz!19sChIJw_enMeLJbTkRUYU9forrorI?authuser=0&hl=en&rclk=1","Dental Square - Dental clinic in jagatpura / pratapnagar","5.0","(95)","Dentist","·","","·","shop no LG- 10, The index, NRI chauraha, Dental Square, Hare Krishna Marg","090213 44384","http://www.dentalsquarejaipur.com/","","Website","","Directions","""The","Closed","· Opens 10 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","was kind, explained everything clearly, and.The"
"https://www.google.com/maps/place/AHT+Hair+clinic,+jagatpura+,+jaipur/data=!4m7!3m6!1s0x396db78f2a0f300d:0xd3d8971e30615f10!8m2!3d26.8388472!4d75.8330886!16s%2Fg%2F11npx29p6v!19sChIJDTAPKo-3bTkREF9hMB6X2NM?authuser=0&hl=en&rclk=1","AHT Hair clinic, jagatpura , jaipur","5.0","(3)","Hair transplantation clinic","·","","·","Closed","","","","Directions","","","On-site services","gate no. 2, 31, railway station road","· Opens 8 am","","","",""
"https://www.google.com/maps/place/Jagatpura/data=!4m7!3m6!1s0x396dc90030301ba1:0xf578d7694b5ddc61!8m2!3d26.8176736!4d75.8617171!16s%2Fg%2F11vyf_zlnc!19sChIJoRswMADJbTkRYdxdS2nXePU?authuser=0&hl=en&rclk=1","Jagatpura","4.9","(7)","Medical clinic","·","","RV96+3M8","","","","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Jagatpura+Dental+Clinic+%26+Cosmetic+Centre/data=!4m7!3m6!1s0x396dc83000eec07f:0x72cf0349525c6c1e!8m2!3d26.8214813!4d75.8648808!16s%2Fg%2F11c0rn25zf!19sChIJf8DuADDIbTkRHmxcUkkDz3I?authuser=0&hl=en&rclk=1","Jagatpura Dental Clinic & Cosmetic Centre","4.5","(21)","Dental clinic","·","","·","Closed","090011 11071","","","Directions","","","""","Shop No G-8, Plot No 1, SDC Courtyard Building, Near SKIT College, Ramnagaria,","· Opens 9 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Dr","astha is very well experienced and professional."""
"https://www.google.com/maps/place/Elixir+Homoeopathic+Clinic/data=!4m7!3m6!1s0x396dc99dfcb5c031:0x91e29cc256ee2e74!8m2!3d26.8229812!4d75.8608405!16s%2Fg%2F11lkhqctj_!19sChIJMcC1_J3JbTkRdC7uVsKc4pE?authuser=0&hl=en&rclk=1","Elixir Homoeopathic Clinic","5.0","(71)","Homeopath","·","","147, Ram Nagariya Rd","Closed","096801 69457","","","Directions","","","""Highly experienced","·","· Opens 9 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","and customer service"""
"https://www.google.com/maps/place/B+L+MULTISPECIALITY+HOSPITAL,+JAGATPURA,+JAIPUR/data=!4m7!3m6!1s0x396db779a19205fd:0xe2780a56ddd5c81b!8m2!3d26.8252128!4d75.8179731!16s%2Fg%2F11wn8dfj67!19sChIJ_QWSoXm3bTkRG8jV3VYKeOI?authuser=0&hl=en&rclk=1","B L MULTISPECIALITY HOSPITAL, JAGATPURA, JAIPUR","4.4","(15)","Hospital","·","","·","Open 24 hours","","","","Directions","","","""","10A, near Jagatpura Flyover","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Dr","behavior and treatment good and cost effective"""
"https://www.google.com/maps/place/Dr.+Deepak+Alwaria+%28PT%29+Physiotherapy/data=!4m7!3m6!1s0x396dc9bd1dbe7fcf:0x50a06ced750f1dd0!8m2!3d26.817908!4d75.8640087!16s%2Fg%2F11mzf33gk1!19sChIJz3--Hb3JbTkR0B0Pde1soFA?authuser=0&hl=en&rclk=1","Dr. Deepak Alwaria (PT) Physiotherapy","5.0","(2)","Physiotherapy Center","·","","Sunny residency, A 267, near euro kids school","Closed","","","","Directions","","","""What truly stands out is their personalized approach.""","","· Opens 4 pm","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Fortis+Escorts+Hospital/data=!4m7!3m6!1s0x396db5362083d167:0x67d67f484e2e3ac!8m2!3d26.8463447!4d75.8034836!16s%2Fg%2F11h4b7fbvl!19sChIJZ9GDIDa1bTkRrOPihPRnfQY?authuser=0&hl=en&rclk=1","Fortis Escorts Hospital","4.6","(8,867)","Hospital","·","","·","Fortis Hospital, Jawahar Lal Nehru Marg","085888 30118","https://www.fortishealthcare.com/location/fortis-escorts-hospital-jaipur","","Website","","Directions","""Very good services available / provide by Technician, nursing,","Open 24 hours","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","."""
