"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","doJOZc","W4Efsd 7","Jn12ke src"
"https://www.google.com/maps/place/Pain+Relief+Physiotherapy+Center+-+Dr+Hemraj+Choudhary%28physiotherapist%29/data=!4m7!3m6!1s0x396dc9a5adfe0909:0x5ec0d63e8c6b35af!8m2!3d26.7894599!4d75.8175947!16s%2Fg%2F11kx6006mn!19sChIJCQn-raXJbTkRrzVrjD7WwF4?authuser=0&hl=en&rclk=1","Pain Relief Physiotherapy Center - Dr Hemraj Choudhary(physiotherapist)","5.0","(90)","Physiotherapist","·","·","Closed","· Opens 8 am","plot no-10A Govardhan Nagar purv Near Shyam Misthan Bhandar Toll Tax, Kumbha Marg","080057 38591","https://youtube.com/@drhemrajchoudharyphysio?si=WjBpRP61GwblgE1N","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Aarogyam+health+care+%26+yoga+centre+%E0%A4%86%E0%A4%B0%E0%A5%8B%E0%A4%97%E0%A5%8D%E0%A4%AF%E0%A4%AE+%E0%A4%B9%E0%A5%88%E0%A4%B2%E0%A5%8D%E0%A4%A5+%E0%A4%95%E0%A5%87%E0%A4%AF%E0%A4%B0+%E0%A4%8F%E0%A4%B5%E0%A4%82+%E0%A4%AF%E0%A5%8B%E0%A4%97+%E0%A4%B8%E0%A5%87%E0%A4%82%E0%A4%9F%E0%A4%B0/data=!4m7!3m6!1s0x396db5dc22b9d631:0x6d53d08b3b09359a!8m2!3d26.8284363!4d75.7976535!16s%2Fg%2F11x94wzdgq!19sChIJMda5Ity1bTkRmjUJO4vQU20?authuser=0&hl=en&rclk=1","Aarogyam health care & yoga centre आरोग्यम हैल्थ केयर एवं योग सेंटर","5.0","(48)","Naturopathic practitioner","·","·","Closed","· Opens 7 am","44-A sevadham, Tonk Rd","078913 55525","https://www.facebook.com/share/18BTh1d36j/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/My+Physio/data=!4m7!3m6!1s0x396db515f84f2883:0x1b53319e604bb691!8m2!3d26.8613796!4d75.7701549!16s%2Fg%2F11y7b3vsrt!19sChIJgyhP-BW1bTkRkbZLYJ4xUxs?authuser=0&hl=en&rclk=1","My Physio","5.0","(1)","Chiropractor","·","77/143, Arawali Marg","Open 24 hours","","·","088758 28200","https://www.drnidhiquickrehab.in/","","Website","","Directions","""Dr. Nidhi is Best female Chiropractor in Jaipur""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Rebalance+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db57cdbc4e537:0x67a1dbc69f14f394!8m2!3d26.8706025!4d75.8031972!16s%2Fg%2F11lyss1v6h!19sChIJN-XE23y1bTkRlPMUn8bboWc?authuser=0&hl=en&rclk=1","Rebalance Physiotherapy Clinic","5.0","(171)","Physiotherapy Center","·","·","Closed","· Opens 9:30 am","69","092145 85197","https://sites.google.com/view/rebalancephysiotherapy/home","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Dr.+Rahul+Yadav+%28PT%29+%7C+Physiotherapist+%26+Chiropractor+Specialist/data=!4m7!3m6!1s0x396db5592886431b:0x235d343c12d14a7e!8m2!3d26.8612194!4d75.7886668!16s%2Fg%2F11ldtdc34m!19sChIJG0OGKFm1bTkRfkrREjw0XSM?authuser=0&hl=en&rclk=1","Dr. Rahul Yadav (PT) | Physiotherapist & Chiropractor Specialist","5.0","(4)","Physiotherapist","·","K-33 B, near Pooja Tower","Closed","· Opens 7 am","·","096941 91370","","","Directions","","","""Excellent experience 💫💫""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/My+Physio+Neelkanth/data=!4m7!3m6!1s0x396db5e9520cdeed:0x5c397f541842b056!8m2!3d26.9103786!4d75.8027314!16s%2Fg%2F11j83wd0y5!19sChIJ7d4MUum1bTkRVrBCGFR_OVw?authuser=0&hl=en&rclk=1","My Physio Neelkanth","5.0","(26)","Chiropractor","·","·","Closed","· Opens 9 am","J-40, GHP Enclave, Krishna Marg","097824 68066","http://www.myphysioindia.in/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/REHAB-SCIENCE+physiotherapy+%26+chiropractic+clinic/data=!4m7!3m6!1s0x396db3863ebe697f:0x823b5ee1522cf16a!8m2!3d26.897827!4d75.7407724!16s%2Fg%2F11vwl24m0c!19sChIJf2m-PoazbTkRavEsUuFeO4I?authuser=0&hl=en&rclk=1","REHAB-SCIENCE physiotherapy & chiropractic clinic","5.0","(12)","Physiotherapist","·","C9, JMD TOWER, chitrakoot scheme, 620/A, Ajmer Rd","Closed","· Opens 8 am","·","097851 61091","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/Gokulam/data=!4m7!3m6!1s0x396db456b6957e1b:0xcef013f2b35192c7!8m2!3d26.8765584!4d75.7657909!16s%2Fg%2F11g6mtp3lc!19sChIJG36Vtla0bTkRx5JRs_IT8M4?authuser=0&hl=en&rclk=1","Gokulam","5.0","(1)","Chiropractor","·","·","Open 24 hours","","302019, 243-A, Shanti Nagar Rd","097824 68066","http://www.myphysioindia.in/","","Website","","Directions","","","·",""
"https://www.google.com/maps/place/Reboot+Physio+Sports+Rehab+%26+Nutrition+Studio+By+Dr+Archana/data=!4m7!3m6!1s0x396dc97642c7a6b3:0x4a817d485ead7a1f!8m2!3d26.7994772!4d75.8578621!16s%2Fg%2F11xl6d676r!19sChIJs6bHQnbJbTkRH3qtXkh9gUo?authuser=0&hl=en&rclk=1","Reboot Physio Sports Rehab & Nutrition Studio By Dr Archana","5.0","(91)","Physiotherapy Center","·","First floor, Rtech high street mall, A-05, Mahal road","Closed","· Opens 9 am","·","091193 30443","https://rebootphysio.com/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/AVP+physiotherapy+%7C+Anatomy+vitality+Physio+Dr.+Aakash+Prajapat+%7C+Best+Physiotherapy+Clinic+%7C/data=!4m7!3m6!1s0x396db97885a559a3:0x530b8c7b2da98c49!8m2!3d26.8861855!4d75.9050033!16s%2Fg%2F11v5x14dm3!19sChIJo1mlhXi5bTkRSYypLXuMC1M?authuser=0&hl=en&rclk=1","AVP physiotherapy | Anatomy vitality Physio Dr. Aakash Prajapat | Best Physiotherapy Clinic |","5.0","(300)","Physiotherapy Center","·","·","Closed","· Opens 8:30 am","Surya city, Agra Rd, behind tilak hospital","095714 25819","https://www.instagram.com/anatomy_vitality_physio?igsh=cGM3YTRkd21iZHhw&utm_source=qr","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Unique+Physio+Physiotherapy+Clinic+And+Rehabilitation+center/data=!4m7!3m6!1s0x396dc95fb80c8785:0x307c7c369f590076!8m2!3d26.8076538!4d75.8712274!16s%2Fg%2F11vjh4w7z5!19sChIJhYcMuF_JbTkRdgBZnzZ8fDA?authuser=0&hl=en&rclk=1","Unique Physio Physiotherapy Clinic And Rehabilitation center","5.0","(209)","Physiotherapy Center","·","LG-9, Shop17","Closed","· Opens 9 am","·","073000 14097","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/OM+PHYSIO+CARE+AND+REHAB+CENTRE/data=!4m7!3m6!1s0x396dcbf0b90fab5b:0xc7476bba27100fe0!8m2!3d26.8112235!4d75.8038547!16s%2Fg%2F11thg0sr2f!19sChIJW6sPufDLbTkR4A8QJ7prR8c?authuser=0&hl=en&rclk=1","OM PHYSIO CARE AND REHAB CENTRE","4.9","(51)","Physiotherapy Center","·","first, pinjra, pol goshala, Shop no 4/Plot no 13, sharma tower Shoepur road, Tonk Rd","Closed","· Opens 9 am","","","","","Directions","","","""Thank you doctor Avinash sir for cure my back pain...""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Kalptaru+The+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396dc90c722ea0e1:0x3ce612d99dfdcec2!8m2!3d26.801589!4d75.819925!16s%2Fg%2F11vzb_nxm7!19sChIJ4aAucgzJbTkRws79ndkS5jw?authuser=0&hl=en&rclk=1","Kalptaru The Physiotherapy Clinic","4.8","(25)","Physiotherapy Center","·","94/7, Kumbha Marg","Closed","· Opens 4 pm","·","077330 73246","https://kalptaruhealth.com/","","Website","","Directions","""Really excellent, effective treatment, absolutely recommended...""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Gurukripa+welness+Dr.+Lajpatrai+mehra+Neurotherapy+centre/data=!4m7!3m6!1s0x396db5275efed325:0x96505873d44a34e!8m2!3d26.8813215!4d75.7992525!16s%2Fg%2F11t719vmy5!19sChIJJdP-Xie1bTkRTqNEPYcFZQk?authuser=0&hl=en&rclk=1","Gurukripa welness Dr. Lajpatrai mehra Neurotherapy centre","4.9","(47)","Community health center","·","·","Closed","· Opens 8 am","District shopping centre, A-3, Tonk Rd","083066 71325","","","Directions","","","""I got relief in 2 days and I was 100% cured in 10 days.""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/My+Health/data=!4m7!3m6!1s0x396db539596c2805:0x8397633910632387!8m2!3d26.8886757!4d75.8305793!16s%2Fg%2F11qssw2r47!19sChIJBShsWTm1bTkRhyNjEDljl4M?authuser=0&hl=en&rclk=1","My Health","5.0","(65)","Physiotherapy Center","·","5Ga19, sector, nearby buffet restaurant","Open 24 hours","","·","096674 11948","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/Fit+%26+Fine+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db708548a9fc1:0x1c8959e95f353f87!8m2!3d26.8374391!4d75.8741841!16s%2Fg%2F11f9gqg_z4!19sChIJwZ-KVAi3bTkRhz81X-lZiRw?authuser=0&hl=en&rclk=1","Fit & Fine Physiotherapy Clinic","4.9","(22)","Medical clinic","·","Plot no. 49, 50, near Sector 9 water tank At sevad mata temple and liberary","Closed","· Opens 9:30 am","·","094145 29495","","","Directions","","","""Today she is 80% relieved of pain.""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Long+life+physiotherapy+and+rehab+hospital/data=!4m7!3m6!1s0x396dcb2a91eb69d1:0x36d0b9d95bb635d!8m2!3d26.8287632!4d75.7940301!16s%2Fg%2F11st_w1wlv!19sChIJ0WnrkSrLbTkRXWO7lZ0LbQM?authuser=0&hl=en&rclk=1","Long life physiotherapy and rehab hospital","5.0","(85)","Physiotherapist","·","·","Closed","· Opens 9 am","Shop no. 18, A-14 mathur vaishya nagar, Child care and neuro clinic, Dr. Rakesh sharma, Tonk Rd","077920 19926","","","Directions","","","""When doctor started  my treatment from the first day relief in my pain.""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Dr.+Mohit+%28+Physiotherapist%29+Anshika+physiotherapy+and+rehabilitation+center/data=!4m7!3m6!1s0x396db7003be46337:0x225e0503c8d6671c!8m2!3d26.8307903!4d75.8427724!16s%2Fg%2F11wjhfxv5v!19sChIJN2PkOwC3bTkRHGfWyAMFXiI?authuser=0&hl=en&rclk=1","Dr. Mohit ( Physiotherapist) Anshika physiotherapy and rehabilitation center","5.0","(48)","Physiotherapy Center","·","·","Closed","· Opens 9 am","Gurudwara, Swami Gangadas Mandir Marg","079761 39480","","","Directions","","","On-site services","","·",""
"https://www.google.com/maps/place/Dr.+Priyanka/data=!4m7!3m6!1s0x396dc9f7671c3691:0x7fe5c65ec2e143d7!8m2!3d26.8031225!4d75.8557761!16s%2Fg%2F11sc0bqz7x!19sChIJkTYcZ_fJbTkR10Phwl7G5X8?authuser=0&hl=en&rclk=1","Dr. Priyanka","5.0","(99)","Physiotherapist","·","Shri Kalyan hospital, Plot No B 1, Rana Sanga Marg, behind Akshaya Patra Temple","Closed","· Opens 9 am","·","099500 45516","https://drpriyankasharma34984.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu","","Website","","Directions","""I have got relief in my cervical pain within 3 to 4 sessions .""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Bliss+Physiotherapy+%26+Women%27s+Health/data=!4m7!3m6!1s0x396db5a896806523:0xb2b29c5802ed635b!8m2!3d26.9017974!4d75.7410473!16s%2Fg%2F11z24bn5p5!19sChIJI2WAlqi1bTkRW2PtAlicsrI?authuser=0&hl=en&rclk=1","Bliss Physiotherapy & Women's Health","5.0","(25)","Chiropractor","·","Gate No. 2, Mahant Swami Marg, opposite Akshardham Temple","Closed","· Opens 10 am","·","078280 64351","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/K.S+Clinics+%28Physiotherapy%29/data=!4m7!3m6!1s0x396dc9f0561805f9:0x2e825736e13612b7!8m2!3d26.8102114!4d75.8290981!16s%2Fg%2F11t7svq62c!19sChIJ-QUYVvDJbTkRtxI24TZXgi4?authuser=0&hl=en&rclk=1","K.S Clinics (Physiotherapy)","5.0","(28)","Physiotherapy Center","·","·","Closed","· Opens 8 am","0pp.Mewar Apartment, Haldighati Marg","093520 67502","","","Directions","","","""He is very polite with patient and provide deep discuss about diagnosis .""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pinkcity+Physiotherapy+%26+Rehabilitation+Center/data=!4m7!3m6!1s0x396db627ba26cd87:0x958e03c5ce00a0cc!8m2!3d26.8326044!4d75.8408035!16s%2Fg%2F11g8fyzplp!19sChIJh80muie2bTkRzKAAzsUDjpU?authuser=0&hl=en&rclk=1","Pinkcity Physiotherapy & Rehabilitation Center","4.9","(282)","Physiotherapy Center","·","·","Closed","· Opens 8 am","BL Hospital, Near Jagatpura Railway Flyover, Hare Krishna Marg","094149 90102","http://pinkcityphysio.blogspot.com/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Aasra+Physiotherapy+Chiropractor+Clinic+-+Best+Physiotherapist+in+Jaipur,+Best+Physiotherapist+in+Vaishali+Nagar+Jaipur/data=!4m7!3m6!1s0x396db4967b8c0dc9:0x57feb6b42403a1bd!8m2!3d26.8963772!4d75.7404184!16s%2Fg%2F11g03ndkxs!19sChIJyQ2Me5a0bTkRvaEDJLS2_lc?authuser=0&hl=en&rclk=1","Aasra Physiotherapy Chiropractor Clinic - Best Physiotherapist in Jaipur, Best Physiotherapist in Vaishali Nagar Jaipur","4.8","(307)","Chiropractor","·","·","Closed","· Opens 8 am","P2P, Jivani Sadan, behind SBI Bank chauraha, near Planet Gym","090575 54575","https://www.aasraphysio.com/","","Website","","Directions","""Thanks dr Meenakshi my pain totally gone .💯 Cure my back pain""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/The+Physio+Capital+-+Physiotherapy+Clinic+in+Jaipur/data=!4m7!3m6!1s0x396db5feff873ffb:0x9734126f97fb587d!8m2!3d26.8918382!4d75.7217766!16s%2Fg%2F11fkw8k34z!19sChIJ-z-H__61bTkRfVj7l28SNJc?authuser=0&hl=en&rclk=1","The Physio Capital - Physiotherapy Clinic in Jaipur","4.9","(305)","Chiropractor","·","·","Closed","· Opens 9 am","D-469, Dhawas Rd, near hotel green leaf","079768 01820","","","Directions","","","On-site services","","·",""
"https://www.google.com/maps/place/Your+Physio+-+Physiotherapy+Centre/data=!4m7!3m6!1s0x396db3fea36ccea7:0xc5b08d87456a83d4!8m2!3d26.8033034!4d75.8583174!16s%2Fg%2F11vqxn5m5k!19sChIJp85so_6zbTkR1INqRYeNsMU?authuser=0&hl=en&rclk=1","Your Physio - Physiotherapy Centre","5.0","(8)","Physiotherapy Center","·","Akshay Patra Chouraha, Shop No. 134-135, B Block","Closed","· Opens 9 am","·","090011 89546","","","Directions","","","""Must visit if you are suffering from any body pain or injury.""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/ACTIV8+PERFORMANCE+AND+REHAB/data=!4m7!3m6!1s0x396db5787e620dad:0x11324bfc62195a48!8m2!3d26.8500373!4d75.8004895!16s%2Fg%2F11stdqnmwf!19sChIJrQ1ifni1bTkRSFoZYvxLMhE?authuser=0&hl=en&rclk=1","ACTIV8 PERFORMANCE AND REHAB","4.8","(56)","Physiotherapy Center","·","·","Closed","· Opens 7 am","P-29, SL Marg, behind fort restaurant","099504 00410","https://activ8.co.in/","","Website","","Directions","""It has been a month training with them and the results are very evident.""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/RUN+PHYSIOTHERAPY+CLINIC+JAIPUR/data=!4m7!3m6!1s0x396db512c3ac221b:0x536f4acb15b9c2de!8m2!3d26.9054986!4d75.7354986!16s%2Fg%2F11w2zsxzsf!19sChIJGyKswxK1bTkR3sK5FctKb1M?authuser=0&hl=en&rclk=1","RUN PHYSIOTHERAPY CLINIC JAIPUR","4.9","(172)","Physiotherapist","·","·","Open 24 hours","","C1, 55, 1, Roshan Marg","072308 28008","https://www.instagram.com/run_physiotherapy_clinic?igsh=eTNvemV5b3VvbHp5&utm_source=qr","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Narayana-CK+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db79ae9f51e17:0xaabab773e21d8fad!8m2!3d26.8485538!4d75.8152992!16s%2Fg%2F11h07n73m2!19sChIJFx716Zq3bTkRrY8d4nO3uqo?authuser=0&hl=en&rclk=1","Narayana-CK Physiotherapy Clinic","5.0","(106)","Physiotherapy Center","·","·","Closed","· Opens 8 am","03/455","080583 30030","https://cknarayanaphysio.nainsoftech.com/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Osteocare+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db5000cd0a8a1:0xd2a8a9d33ec0e943!8m2!3d26.9093348!4d75.7913253!16s%2Fg%2F11ln9mdd3p!19sChIJoajQDAC1bTkRQ-nAPtOpqNI?authuser=0&hl=en&rclk=1","Osteocare Physiotherapy Clinic","4.9","(25)","Chiropractor","·","8-A","Closed","· Opens 9 am","·","093517 36342","https://aftercolleges.com/osteocare-physiotherapy-clinic/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Sehat+Physiotherapy+%28CDC+%26+Rehab+Centre%29/data=!4m7!3m6!1s0x396db5953af93da3:0xae4531ec52f74756!8m2!3d26.9028761!4d75.7302431!16s%2Fg%2F11vwvfw321!19sChIJoz35OpW1bTkRVkf3UuwxRa4?authuser=0&hl=en&rclk=1","Sehat Physiotherapy (CDC & Rehab Centre)","5.0","(84)","Physiotherapy Center","·","·","Closed","· Opens 9 am","3/176","086968 69679","http://www.sehathealthcare.com/","","Website","","Directions","On-site services not available","","·",""
"https://www.google.com/maps/place/Jaipur+Ortho+%26+Neuro+Physiotherapy+%26+Rehab+Center/data=!4m7!3m6!1s0x396db7703a4584e9:0x923a0159e74f153b!8m2!3d26.8220416!4d75.8648586!16s%2Fg%2F11t57hn3kr!19sChIJ6YRFOnC3bTkROxVP51kBOpI?authuser=0&hl=en&rclk=1","Jaipur Ortho & Neuro Physiotherapy & Rehab Center","5.0","(41)","Physiotherapy Center","·","·","Closed","· Opens 5 pm","Shop no. 9, SDC Courtyard Society, 1, Ram Nagariya Rd, adjoining Skit College Road","097829 88547","","","Directions","","","""Highly recommended""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/AQ+Physio+Clinic/data=!4m7!3m6!1s0x396db49ae669a751:0xd88f95026c66bc2d!8m2!3d26.8987696!4d75.734902!16s%2Fg%2F11b77p6wgr!19sChIJUadp5pq0bTkRLbxmbAKVj9g?authuser=0&hl=en&rclk=1","AQ Physio Clinic","4.7","(230)","Chiropractor","·","·","Closed","· Opens 9 am","Stadium, 6/4, Chitrakoot Opposite Jai Shree Pariwal High School Chitrakoot","097854 36997","https://www.aqhealthcare.in/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Dr.+B.+B.+Singh-+Slip+Disc+and+Spine+Physiotherapy+Treatment+Clinic/data=!4m7!3m6!1s0x396db7a0d1824773:0xc453b97f362f16c4!8m2!3d26.8467358!4d75.8101161!16s%2Fg%2F11h1kn6vfh!19sChIJc0eC0aC3bTkRxBYvNn-5U8Q?authuser=0&hl=en&rclk=1","Dr. B. B. Singh- Slip Disc and Spine Physiotherapy Treatment Clinic","5.0","(6)","Physiotherapist","·","Girdhar Marg, near Karnataka Bank","Closed","· Opens 9 am","·","079923 84695","https://myphysioindia.in/","","Website","","Directions","""B Singh for spine and disc physiotherapy.""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/PhysioFirstt/data=!4m7!3m6!1s0x396db69d41220ef3:0xbeec7750c5190e41!8m2!3d26.8875865!4d75.8066177!16s%2Fg%2F1tdkw261!19sChIJ8w4iQZ22bTkRQQ4ZxVB37L4?authuser=0&hl=en&rclk=1","PhysioFirstt","4.8","(127)","Chiropractor","·","·","Closed","· Opens 8 am","B-125, Nandkishore Parikh Marg","083062 31311","https://www.physiofirstt.com/","","Website","","Directions","""Came in with neck and back pain and left feeling much better.""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/MyPhysio+Multispeciality+Clinic+-+Best+Physiotherapy+Clinic+in+Sodala,Jaipur/data=!4m7!3m6!1s0x396db45b06aaaacd:0x70d47d920b6e38e4!8m2!3d26.8928359!4d75.7692616!16s%2Fg%2F11b61qdfc1!19sChIJzaqqBlu0bTkR5DhuC5J91HA?authuser=0&hl=en&rclk=1","MyPhysio Multispeciality Clinic - Best Physiotherapy Clinic in Sodala,Jaipur","4.9","(472)","Chiropractor","·","·","Closed","· Opens 9 am","Shop no. 2F-303, Shyam Nagar Extension, New Sanganer Rd, opp. Metro Pillar 103, near Lajeez Hotel","097824 68066","https://myphysioindia.in/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Vidhyasagar+physiotherepy+centre+and+rehab+centre/data=!4m7!3m6!1s0x396db7b735275f23:0x926cc96403d51b7b!8m2!3d26.8505594!4d75.8174178!16s%2Fg%2F11xgq_rrkt!19sChIJI18nNbe3bTkRexvVA2TJbJI?authuser=0&hl=en&rclk=1","Vidhyasagar physiotherepy centre and rehab centre","4.4","(21)","Physiotherapy Center","·","In basement, of jain mandir, near satkar shopping centre","Closed","· Opens 8 am","·","075975 83873","","","Directions","","","""And now I'm feeling relief In my knee pain .""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/The+House+Of+Physiotherapy+%26+Ayurveda/data=!4m7!3m6!1s0x396dc9f52f31d53b:0xaf3e4c7f33a7096f!8m2!3d26.805562!4d75.8094078!16s%2Fg%2F11t6jsvcn5!19sChIJO9UxL_XJbTkRbwmnM39MPq8?authuser=0&hl=en&rclk=1","The House Of Physiotherapy & Ayurveda","5.0","(3)","Physiotherapy Center","·","Haldighati Marg","Closed","· Opens 9 am","·","082904 66433","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/Dr.+HRx+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db51740976df9:0x99d794d10b0eadc0!8m2!3d26.878869!4d75.7435762!16s%2Fg%2F11vr4gsqzq!19sChIJ-W2XQBe1bTkRwK0OC9GU15k?authuser=0&hl=en&rclk=1","Dr. HRx Physiotherapy Clinic","5.0","(218)","Physiotherapy Center","·","metro pillar no 1, mode, A-8A, Krishna Puri Rd, near mansarovar","Open 24 hours","","·","080587 36865","https://drhrxphysiotherapyjaipur.com/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Dr+Tanvi%E2%80%99s+Active+Life+Physio/data=!4m7!3m6!1s0x396db5002e53f191:0x9bac231915a02196!8m2!3d26.8965421!4d75.7395523!16s%2Fg%2F11w32kw6vt!19sChIJkfFTLgC1bTkRliGgFRkjrJs?authuser=0&hl=en&rclk=1","Dr Tanvi’s Active Life Physio","5.0","(46)","Chiropractor","·","·","Closed","· Opens 10 am","E 8/43, behind SBI Bank","070141 58411","https://dr-tanvi-s-active-li-q5r8.bolt.host/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Dr.+Saniya+Jain+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db74600630e63:0x1d2805c72a9df8c4!8m2!3d26.8957899!4d75.8369676!16s%2Fg%2F11mm08mr6d!19sChIJYw5jAEa3bTkRxPidKscFKB0?authuser=0&hl=en&rclk=1","Dr. Saniya Jain Physiotherapy Clinic","5.0","(35)","Physiotherapy Center","·","G-7, Mama Ki Hotel, Shiv Shakti complex, near gurudwara","Closed","· Opens 10 am","·","086193 76620","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/Baghel%27s+Physiotherapy+center/data=!4m7!3m6!1s0x396dc965ad26f945:0xb48f621367d3977c!8m2!3d26.8225429!4d75.8477162!16s%2Fg%2F11vq066h7h!19sChIJRfkmrWXJbTkRfJfTZxNij7Q?authuser=0&hl=en&rclk=1","Baghel's Physiotherapy center","5.0","(8)","Physiotherapy Center","·","·","Closed","· Opens 9 am","Mahal Rd, near 7 No. Bus Stand","080581 61696","","","Directions","","","""Good experience, immediately relief cervical pain""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Physio+Healer/data=!4m7!3m6!1s0x396db599b2ec8901:0x3042773a47b3f40e!8m2!3d26.9054903!4d75.7483029!16s%2Fg%2F11ld45hzfw!19sChIJAYnsspm1bTkRDvSzRzp3QjA?authuser=0&hl=en&rclk=1","Physio Healer","5.0","(135)","Chiropractor","·","·","Closed","· Opens 9 am","A235, Guru Jhambeshwar Nagar A, Queens Road, opposite Narayan Gajak, Gandhi Path Rd","076109 93879","https://www.physiohealer.com/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Samay+Singh+gurjar/data=!4m7!3m6!1s0x396db9d3f2d3f457:0x65dc938b25f26f1c!8m2!3d26.8774401!4d75.9097465!16s%2Fg%2F11rvgfsmcf!19sChIJV_TT8tO5bTkRHG_yJYuT3GU?authuser=0&hl=en&rclk=1","Samay Singh gurjar","5.0","(1)","Chiropractor","·","·","","","30","","","","Directions","","","","","",""
"https://www.google.com/maps/place/NINTT+Neuro+Centre+Jaipur+Rajasthan/data=!4m7!3m6!1s0x396db793f306be39:0xdcac528fe4ecc6cf!8m2!3d26.8957349!4d75.8313438!16s%2Fg%2F11trycm15r!19sChIJOb4G85O3bTkRz8bs5I9SrNw?authuser=0&hl=en&rclk=1","NINTT Neuro Centre Jaipur Rajasthan","5.0","(25)","Hospital department","·","","Closed","· Opens 9 am","·","096600 05228","https://nintt.com/","","Website","","Directions","""Best treatment for spine slip disc and cervical slip disc""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Dr.+Jaya+Bisht/data=!4m7!3m6!1s0x396db76f20efa283:0xeb890a9336fbab0f!8m2!3d26.8444617!4d75.8140124!16s%2Fg%2F11y1wdp287!19sChIJg6LvIG-3bTkRD6v7NpMKies?authuser=0&hl=en&rclk=1","Dr. Jaya Bisht","5.0","(2)","Physiotherapist","·","My Physio, E-57, Girdhar Marg","Closed","· Opens 9 am","·","095218 92540","","","Directions","","","""She has been invaluable in my recovery from a injured leg.""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
