"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","ah5Ghc 2","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/%E2%9C%85%F0%9D%97%9D%F0%9D%97%AE%F0%9D%97%B6+%F0%9D%97%A6%F0%9D%97%B6%F0%9D%98%86%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%AE%F0%9D%97%BA+%F0%9D%97%A0%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%BF%F0%9D%97%B6%F0%9D%97%AE%F0%9D%97%B4%F0%9D%97%B2+%F0%9D%97%9A%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%B1%F0%9D%97%B2%F0%9D%97%BB+-+Banquet+Hall%2FAnniversary+Party%2FBirthday+Party%2FDestination+Wedding+Venue%2FResort+in+Jhotwara/data=!4m7!3m6!1s0x396c4d6bdc17d1a7:0x8f5cff54ae47c5b5!8m2!3d26.9818624!4d75.6864675!16s%2Fg%2F11cjnp05n7!19sChIJp9EX3GtNbDkRtcVHrlT_XI8?authuser=0&hl=en&rclk=1","✅𝗝𝗮𝗶 𝗦𝗶𝘆𝗮𝗿𝗮𝗺 𝗠𝗮𝗿𝗿𝗶𝗮𝗴𝗲 𝗚𝗮𝗿𝗱𝗲𝗻 - Banquet Hall/Anniversary Party/Birthday Party/Destination Wedding Venue/Resort in Jhotwara","4.4","(490)","Wedding venue","·","·","Open","· Closes 10 pm","Lalchandpura Near Main Bus Stand, Niwaru Rd","093525 41403","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The venue offers ample parking space, ensuring convenience for all guests.""","","","","","","·"
"https://www.google.com/maps/place/Fateh+Nivas+Marriage+Garden/data=!4m7!3m6!1s0x396db30ac862080b:0x2cb479a298aab17e!8m2!3d26.9393847!4d75.7588897!16s%2Fg%2F1s04wqx_m!19sChIJCwhiyAqzbTkRfrGqmKJ5tCw?authuser=0&hl=en&rclk=1","Fateh Nivas Marriage Garden","4.2","(129)","Wedding venue","·","SHOP - 15, 266, Khatipura Rd","Open","· Closes 9 pm","·","093148 98889","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great place for small party's.""","","","","","",""
"https://www.google.com/maps/place/Aakriti+Events/data=!4m7!3m6!1s0x396db53295fe7969:0xdf05e93e4108266a!8m2!3d26.8543525!4d75.7615375!16s%2Fg%2F11w3qkgtn5!19sChIJaXn-lTK1bTkRaiYIQT7pBd8?authuser=0&hl=en&rclk=1","Aakriti Events","5.0","(17)","Event planner","·","82/35, Arawali Marg","Open 24 hours","","·","096499 04951","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very","https://aakritievents.com/","","Directions","good","",""
"https://www.google.com/maps/place/Myra+Events-+Wedding+Planner+in+Jaipur,+Event+Organizers,+Destination+Wedding+Planner,+Event+Management+Company+in+Jaipur/data=!4m7!3m6!1s0x396c4d49171cd5f9:0xe9451e81a79adfe3!8m2!3d26.9399485!4d75.7567573!16s%2Fg%2F11tbz4gj_k!19sChIJ-dUcF0lNbDkR49-ap4EeRek?authuser=0&hl=en&rclk=1","Myra Events- Wedding Planner in Jaipur, Event Organizers, Destination Wedding Planner, Event Management Company in Jaipur","5.0","(1)","Event management company","·","S-6, Krishna Plaza","Open","· Closes 8 pm","·","098280 12830","","Directions","","","","","","","",""
"https://www.google.com/maps/place/Moon+Paradise+And+Guest+House/data=!4m7!3m6!1s0x396db38b7b199aa5:0x5f2368c59b233e4c!8m2!3d26.9619259!4d75.7206548!16s%2Fg%2F11fjs8yp1z!19sChIJpZoZe4uzbTkRTD4jm8VoI18?authuser=0&hl=en&rclk=1","Moon Paradise And Guest House","4.4","(885)","Hotel","·","Bharat Mata chowk, Ganesh Nagar 8 vistar, Niwaru Rd","","","","092140 60800","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The venue’s space and luxury feel made the function extra special.""","","","","","",""
"https://www.google.com/maps/place/Swadvik+Events/data=!4m7!3m6!1s0x396db3ac9c547f43:0xac6638cfa092a6cb!8m2!3d26.9359544!4d75.7506772!16s%2Fg%2F11r99605x3!19sChIJQ39UnKyzbTkRy6aSoM84Zqw?authuser=0&hl=en&rclk=1","Swadvik Events","4.0","(4)","Wedding planner","","·","Open 24 hours","","","091169 52021","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://swadvik-events.grexa.site/","","Directions","Best event","",""
"https://www.google.com/maps/place/Sultan+House+Garden/data=!4m7!3m6!1s0x396db32153b9c8b3:0x9f3ff5a4469d5eb0!8m2!3d26.9529776!4d75.7316911!16s%2Fg%2F11b7htkrs6!19sChIJs8i5UyGzbTkRsF6dRqT1P58?authuser=0&hl=en&rclk=1","Sultan House Garden","4.1","(853)","Wedding venue","·","253, Ln 8","Open 24 hours","","·","093145 03959","","Directions","","On-site services","","","","","",""
"https://www.google.com/maps/place/DJP+Dance+%26+Events/data=!4m7!3m6!1s0x396db500398fb6b5:0xdf745a433ae17daa!8m2!3d26.8490841!4d75.764198!16s%2Fg%2F11x2qrq81h!19sChIJtbaPOQC1bTkRqn3hOkNadN8?authuser=0&hl=en&rclk=1","DJP Dance & Events","4.9","(19)","Event management company","·","101/74, meera marg, Madhyam Marg","Open 24 hours","","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Awesome dance instructure
Environment positive""","","","","","",""
"https://www.google.com/maps/place/Pink+City+Tent+And+Event+Management/data=!4m7!3m6!1s0x396db2e24ed4c131:0x7d1dd0f13ee9f9df!8m2!3d26.9619901!4d75.7447847!16s%2Fg%2F11s7r0wjh8!19sChIJMcHUTuKybTkR3_npPvHQHX0?authuser=0&hl=en&rclk=1","Pink City Tent And Event Management","5.0","(2)","Event planner","·","SHOP No 1,2, Laxman Rekha Scheme, Nangal Rd, near Vardhman Swapanlok Building","Open","· Closes 7 pm","·","098280 39229","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very nice event mannager""","","","","","",""
"https://www.google.com/maps/place/KK+EVENTS+DJ+SOUND/data=!4m7!3m6!1s0x396db399027d6db3:0x9684f7097e4a4eef!8m2!3d26.9457799!4d75.753615!16s%2Fg%2F11ntdf5zhl!19sChIJs219ApmzbTkR705Kfgn3hJY?authuser=0&hl=en&rclk=1","KK EVENTS DJ SOUND","5.0","(7)","DJ service","·","ke samane, purani sisi godam, 11 P No N.19","Open 24 hours","","","","","Website","","","https://www.instagram.com/official__kush.k?igsh=MWVwYmpkYnZrMzlyaA==","","Directions","","",""
"https://www.google.com/maps/place/Veer+Hanuman+Tent+and+Events/data=!4m7!3m6!1s0x396db3a5fa1953ef:0xba6bb728f702a9f9!8m2!3d26.9392373!4d75.762109!16s%2Fg%2F11xgl9sn0w!19sChIJ71MZ-qWzbTkR-akC9yi3a7o?authuser=0&hl=en&rclk=1","Veer Hanuman Tent and Events","5.0","(17)","Tent House Supplier","·","B - 31 prem Nagar SD Agarwal wali gali, Khatipura Rd","Open","· Closes 10 pm","·","086964 41076","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beautiful decor, great coordination and totally stress free for us….""","https://www.instagram.com/veer.hanuman.events?igsh=cWdqbW93bnBseTB4","","Directions","","",""
"https://www.google.com/maps/place/Paintball+lovers+Jaipur/data=!4m7!3m6!1s0x396db314efd6b32f:0x87ae11ca2fa883cf!8m2!3d26.9384506!4d75.7269519!16s%2Fg%2F11fsmbnrlg!19sChIJL7PW7xSzbTkRz4OoL8oRroc?authuser=0&hl=en&rclk=1","Paintball lovers Jaipur","4.8","(518)","Paintball center","·","28-31, Narshing Vihar, 80 Ft Road, Jan Path, behind Siyaram Marriage Garden","Open","· Closes 10 pm","·","095301 63873","","Website","","Dine-in","https://paintballlovers.in/","","Directions","Takeaway","",""
"https://www.google.com/maps/place/Dibiaa-+Experts+in+Cardboard+Jewellery+Boxes+for+Retail+%26+Online+Silver+Jewellery+Brands/data=!4m7!3m6!1s0x396db6adbe0a7c29:0x202502fdfc747108!8m2!3d26.9549254!4d75.748676!16s%2Fg%2F1tr7b6gs!19sChIJKXwKvq22bTkRCHF0_P0CJSA?authuser=0&hl=en&rclk=1","Dibiaa- Experts in Cardboard Jewellery Boxes for Retail & Online Silver Jewellery Brands","4.9","(227)","Packaging company","·","·","Open","· Closes 6:30 pm","Plot no. 80, Road no. 6, Shalimar Circle","099106 90691","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amazing quality along with","http://www.dibiaa.com/","","Directions","top","","·"
"https://www.google.com/maps/place/Om+Marriage+Garden/data=!4m7!3m6!1s0x396db2cd749a099d:0x8f0b012723dfc423!8m2!3d26.9696012!4d75.7164775!16s%2Fg%2F1ydpvbbhh!19sChIJnQmadM2ybTkRI8TfIycBC48?authuser=0&hl=en&rclk=1","Om Marriage Garden","3.8","(59)","Wedding venue","·","Old 34 No Bus Stand, Niwaru Rd","Open","· Closes 9 pm","·","099298 34685","","Directions","","","","","","","",""
"https://www.google.com/maps/place/KARNI+UDHYAAN+MARRIAGE+GARDEN/data=!4m7!3m6!1s0x396db36d5c7287a1:0x4dfb2355574575fe!8m2!3d26.9358099!4d75.748235!16s%2Fg%2F11g6_2j42y!19sChIJoYdyXG2zbTkR_nVFV1Uj-00?authuser=0&hl=en&rclk=1","KARNI UDHYAAN MARRIAGE GARDEN","4.2","(111)","Event venue","·","·","Open","· Closes 6 pm","plot no.13, karni udhyaan, तारा नगर मार्ग","093148 80740","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice garden for party, marriage function, and other occasions""","","","","","","·"
"https://www.google.com/maps/place/Alka+Music+Point+%26+Video+Movie+%26+Events/data=!4m7!3m6!1s0x396db3124ae8fff9:0x898220fcd510f5fb!8m2!3d26.9408331!4d75.7458251!16s%2Fg%2F11bxc40s_s!19sChIJ-f_oShKzbTkR-_UQ1fwggok?authuser=0&hl=en&rclk=1","Alka Music Point & Video Movie & Events","4.1","(14)","Event planner","·","Plot No 2 Shree Ramnagar A Jhotwara","Open","· Closes 8 pm","·","093142 50970","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""One of the Best dj in jhotwara with reasonable price.""","","","","","",""
"https://www.google.com/maps/place/Shanti+Marriage+Garden/data=!4m7!3m6!1s0x396db33c2a2b7c43:0x53f82b461fcd4d79!8m2!3d26.9415953!4d75.733867!16s%2Fg%2F11clsrnvp_!19sChIJQ3wrKjyzbTkReU3NH0Yr-FM?authuser=0&hl=en&rclk=1","Shanti Marriage Garden","4.2","(941)","Wedding venue","·","·","","","119, Shanti Marriage Garden, Jan Path","099503 24588","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Abundant space and rush free area for a marriage party""","","","","","",""
"https://www.google.com/maps/place/Regenta+Central,+Jaipur/data=!4m10!3m9!1s0x396db311fe059979:0x257ba9c7f11115ac!5m2!4m1!1i2!8m2!3d26.9428592!4d75.7488025!16s%2Fg%2F11c3w8c7th!19sChIJeZkF_hGzbTkRrBUR8cepeyU?authuser=0&hl=en&rclk=1","Regenta Central, Jaipur","4.0","(3,423)","4-star hotel","Casual hotel with a rooftop pool","","","","","0141 716 5100","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Huge banquet with ample seating area, and breathtaking chandeliers.""","https://regentarewards.com/hotel/regenta-central-jaipur","","Directions","","",""
"https://www.google.com/maps/place/Radha+Govind+Villas+marriage+Garden/data=!4m7!3m6!1s0x396db2fa97bf3551:0x7bbaf4be021f11d2!8m2!3d26.9660193!4d75.7450878!16s%2Fg%2F11gfj54lw5!19sChIJUTW_l_qybTkR0hEfAr70uns?authuser=0&hl=en&rclk=1","Radha Govind Villas marriage Garden","4.2","(437)","Banquet hall","·","·","Open 24 hours","","near, 200 Feet Bypass Rd","096944 00551","","Directions","","Dine-in","","","","","","·"
"https://www.google.com/maps/place/Rukma+marriage+Garden/data=!4m7!3m6!1s0x396db318bb9c3f97:0x6a5596eeab51b193!8m2!3d26.9460243!4d75.7568771!16s%2Fg%2F11h8gpm_t7!19sChIJlz-cuxizbTkRk7FRq-6WVWo?authuser=0&hl=en&rclk=1","Rukma marriage Garden","3.9","(71)","Wedding venue","·","·","","","27","077422 07355","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good for less people gathering.""","","","","","",""
"https://www.google.com/maps/place/The+Thar+Brothers+%E2%80%93+Sufi+%26+Live+Wedding+Band+Jaipur/data=!4m7!3m6!1s0x396db33931c68647:0xd7f714ff45f198ed!8m2!3d26.9545574!4d75.7438178!16s%2Fg%2F11mr_hkfp1!19sChIJR4bGMTmzbTkR7ZjxRf8U99c?authuser=0&hl=en&rclk=1","The Thar Brothers – Sufi & Live Wedding Band Jaipur","4.9","(58)","Musical Band and Orchestra","·","Bank of Baroda, Near, Niwaru Rd","","","","086194 84941","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beautiful band and friendly nature make sufi night best""","http://www.tharbrothersband.com/","","Directions","","",""
"https://www.google.com/maps/place/Utsav+Garden/data=!4m7!3m6!1s0x396db2fc9bf203a3:0x793869ad47a90289!8m2!3d26.9658547!4d75.7506325!16s%2Fg%2F12m9jzqgd!19sChIJowPym_yybTkRiQKpR61pOHk?authuser=0&hl=en&rclk=1","Utsav Garden","4.1","(337)","Banquet hall","·","","","","","080588 09541","","Directions","","Dine-in","","","","","",""
"https://www.google.com/maps/place/Saini+Marriage+Garden/data=!4m7!3m6!1s0x396db3149d172e4d:0x7377f02cbcb6ddc8!8m2!3d26.9385508!4d75.7431883!16s%2Fg%2F11c2l1sqr6!19sChIJTS4XnRSzbTkRyN22vCzwd3M?authuser=0&hl=en&rclk=1","Saini Marriage Garden","3.8","(181)","Banquet hall","·","·","Open 24 hours","","114","095092 65663","","Directions","","Dine-in","","","","","","·"
"https://www.google.com/maps/place/Azora+Venture+Pvt.+Ltd./data=!4m7!3m6!1s0x396db566b8701721:0x6cc0c9d1bbc55b11!8m2!3d26.8521792!4d75.755451!16s%2Fg%2F11nbh3s7ys!19sChIJIRdwuGa1bTkREVvFu9HJwGw?authuser=0&hl=en&rclk=1","Azora Venture Pvt. Ltd.","5.0","(8)","Event management company","·","Patrakar Colony Rd","Open","· Closes 7 pm","","","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their","https://www.azoraventure.com/","","Directions","event","",""
"https://www.google.com/maps/place/Shri+Ram+Marriage+Garden/data=!4m7!3m6!1s0x396db3552ce74595:0xaca567d21af9b634!8m2!3d26.9609869!4d75.7275729!16s%2Fg%2F11dzt5v0v3!19sChIJlUXnLFWzbTkRNLb5GtJnpaw?authuser=0&hl=en&rclk=1","Shri Ram Marriage Garden","4.1","(322)","Event venue","·","·","Open","· Closes 8 pm","OPPO, SNG Group Shree Enclave, ASHOK NAGAR, Niwaru Rd","099836 91546","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Well organised Marriage Hall
Recommended""","","","","","","·"
"https://www.google.com/maps/place/SG+Banquet+hall+Jaipur/data=!4m7!3m6!1s0x396db3fa9d201545:0x5c69f15ad9bfe0c5!8m2!3d26.9418714!4d75.7220468!16s%2Fg%2F11ymdkhs_m!19sChIJRRUgnfqzbTkRxeC_2VrxaVw?authuser=0&hl=en&rclk=1","SG Banquet hall Jaipur","5.0","(3)","Banquet hall","·","·","Open","· Closes 9:15 pm","206 Beegha, Marble Mandi Chauraha, 37","077373 28669","","Directions","","Dine-in","","","","No takeaway","","·"
"https://www.google.com/maps/place/Rhythm+Sound+%26+Events/data=!4m7!3m6!1s0x396db3a365198c73:0x6edf63cdb97ca843!8m2!3d26.9371636!4d75.7375338!16s%2Fg%2F11h78zp5mb!19sChIJc4wZZaOzbTkRQ6h8uc1j324?authuser=0&hl=en&rclk=1","Rhythm Sound & Events","4.0","(3)","Event planner","·","20, Karni, Chauraha, 80 Feet Main Rd","Open","· Closes 10 pm","","","","Directions","","On-site services","","","","Online appointments","",""
"https://www.google.com/maps/place/Namo+Event%27s+mangment+company%27/data=!4m7!3m6!1s0x396c4d2e85535d65:0x31b8c4f2721d0cbe!8m2!3d26.9434382!4d75.7100618!16s%2Fg%2F11wqdk_h94!19sChIJZV1ThS5NbDkRvgwdcvLEuDE?authuser=0&hl=en&rclk=1","Namo Event's mangment company'","5.0","(2)","Event management company","·","Raithal chomu","Closed","· Opens 9 am Sat","·","070148 92003","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Management is brilliant ❤️""","","","","","",""
"https://www.google.com/maps/place/Royal+Rajasthan+Band+And+Event/data=!4m7!3m6!1s0x396db293536e86f9:0x4e083907f3428b8e!8m2!3d26.9743465!4d75.7412599!16s%2Fg%2F11t6jspj92!19sChIJ-YZuU5OybTkRjotC8wc5CE4?authuser=0&hl=en&rclk=1","Royal Rajasthan Band And Event","4.9","(9)","Band","·","Shop no 5, Pani ki tanki, Benad Rd","Open","· Closes 9 pm","·","077408 47510","","Directions","","On-site services","","","","","",""
"https://www.google.com/maps/place/Hanuman+Vatika+Marriage+Garden/data=!4m7!3m6!1s0x396db3119de7cafd:0xda42d6eeb5be9f22!8m2!3d26.943544!4d75.7459508!16s%2Fg%2F11bzx8n26z!19sChIJ_crnnRGzbTkRIp--te7WQto?authuser=0&hl=en&rclk=1","Hanuman Vatika Marriage Garden","3.8","(250)","Wedding venue","·","·","","","WPVW+C98, Kalwar Rd","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Well managed garden specially for celebration of around 150-250 members.""","","","","","",""
"https://www.google.com/maps/place/Mallika+Marriage+Garden/data=!4m7!3m6!1s0x396db374f91dec5b:0xe837ad566c9ff2f7!8m2!3d26.9351807!4d75.7570172!16s%2Fg%2F11bttd43m_!19sChIJW-wd-XSzbTkR9_KfbFatN-g?authuser=0&hl=en&rclk=1","Mallika Marriage Garden","3.8","(174)","Wedding venue","·","Khatipura Rd","Open 24 hours","","·","092145 98467","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice  place for party and marriage functions.""","","","","","",""
"https://www.google.com/maps/place/Shree+Rooplaxmi%27s+Castle/data=!4m7!3m6!1s0x396c4d42c9774539:0x32c0f1c60bf15cae!8m2!3d26.977475!4d75.6949954!16s%2Fg%2F11jkcg0d9w!19sChIJOUV3yUJNbDkRrlzxC8bxwDI?authuser=0&hl=en&rclk=1","Shree Rooplaxmi's Castle","4.4","(1,171)","Resort hotel","·","Niwaru Rd","","","","098290 15292","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Overall the rooms are very nice and has a wide area lawn for events.""","https://www.instagram.com/shreerooplaxmiscastle?igsh=MWNmaXp3b3R4eDRubg==","","Directions","","",""
"https://www.google.com/maps/place/Bhavya+Tent+and+Events/data=!4m7!3m6!1s0x396db3001d73b7d9:0xd91ced5375b7b12!8m2!3d26.9420663!4d75.7193549!16s%2Fg%2F11x954rmw_!19sChIJ2bdzHQCzbTkREntbN9XOkQ0?authuser=0&hl=en&rclk=1","Bhavya Tent and Events","5.0","(3)","Event management company","·","C 39-40, near Maharana Pratap Road","Open","· Closes 8 pm","·","090240 79276","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best place and best rates is guaranteed by bahavya tent and events.""","","","","","",""
"https://www.google.com/maps/place/Om+Shiv+Marriage+Garden/data=!4m7!3m6!1s0x396db33e278c0601:0x307cf7a7893efd96!8m2!3d26.9395482!4d75.7370818!16s%2Fg%2F11f123vvy9!19sChIJAQaMJz6zbTkRlv0-iaf3fDA?authuser=0&hl=en&rclk=1","Om Shiv Marriage Garden","3.9","(207)","Banquet hall","·","","","","","","","Directions","","Dine-in","","","","","",""
"https://www.google.com/maps/place/Mg+events/data=!4m7!3m6!1s0x396db3a6bcac69eb:0x5714c41574ed8766!8m2!3d26.9443465!4d75.7437486!16s%2Fg%2F11tcf9ldbw!19sChIJ62msvKazbTkRZoftdBXEFFc?authuser=0&hl=en&rclk=1","Mg events","4.9","(9)","Event management company","·","474","","","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Our guests were blown away by how beautiful and seamless everything was.""","","","","","",""
"https://www.google.com/maps/place/Jeet+Dance+Institute+%26+Events/data=!4m7!3m6!1s0x396db572010938f9:0x6fd5b02afebfc71c!8m2!3d26.8493782!4d75.7534764!16s%2Fg%2F11h912jtkz!19sChIJ-TgJAXK1bTkRHMe__iqw1W8?authuser=0&hl=en&rclk=1","Jeet Dance Institute & Events","5.0","(37)","Dance school","·","·","Open","· Closes 10 pm","93 KrIshna Nagar Patrakar Road VT Road, near Shubham Petroleum CNG, Extension","063771 56551","","Website","","On-site services","https://www.instagram.com/jeet_dance_institute_25?igsh=MW5tNng0cHY1Z2ttdg==","","Directions","Online classes","","·"
"https://www.google.com/maps/place/Friends+Forever+Cafe/data=!4m7!3m6!1s0x396db5e8e3afbd13:0xd540adda3f232159!8m2!3d26.8503801!4d75.7610501!16s%2Fg%2F11qmrzjngm!19sChIJE72v4-i1bTkRWSEjP9qtQNU?authuser=0&hl=en&rclk=1","Friends Forever Cafe","4.8","(15)","Art studio","·","A-8, Patel Marg","Open","· Closes 11:30 pm","·","080057 96780","","Website","","Dine-in","https://youtube.com/@houseofmovementdancestudio288","","Directions","Takeaway","",""
"https://www.google.com/maps/place/VIBHA+PALACE/data=!4m10!3m9!1s0x396db3093b10f83f:0xa52860fb9ac8a616!5m2!4m1!1i2!8m2!3d26.9340221!4d75.7400853!16s%2Fg%2F11shcyvgkq!19sChIJP_gQOwmzbTkRFqbImvtgKKU?authuser=0&hl=en&rclk=1","VIBHA PALACE","4.6","(105)","Hotel","","","","","","090017 94070","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A hall area is there for almost 100+ people gathering.""","","","","","",""
"https://www.google.com/maps/place/Geet+Mahal+-+Place+Of+Royal+Weddings/data=!4m7!3m6!1s0x396dadda30a2b627:0x6c96d0b45bef968!8m2!3d27.0664158!4d75.750325!16s%2Fg%2F11fsvkr1by!19sChIJJ7aiMNqtbTkRaPm-RQttyQY?authuser=0&hl=en&rclk=1","Geet Mahal - Place Of Royal Weddings","4.3","(298)","Wedding venue","·","·","Open 24 hours","","3Q82+H48, Opposite Angle Resort ,Rajawas, Sikar Rd","080009 32229","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A perfect place for events (Wedding, Parties Etc.)""","","","","","","·"
"https://www.google.com/maps/place/Raj+Ratan+Marriage+Garden/data=!4m7!3m6!1s0x396db5a0c5e510ef:0x6c36916db2e7def5!8m2!3d26.8510072!4d75.7613412!16s%2Fg%2F1tcxy6r8!19sChIJ7xDlxaC1bTkR9d7nsm2RNmw?authuser=0&hl=en&rclk=1","Raj Ratan Marriage Garden","4.2","(444)","Wedding venue","·","·","Open","· Closes 8:30 pm","New Sanganer Rd, opposite Patel Marg","093149 80877","","Directions","","Dine-in","","","","","","·"
"https://www.google.com/maps/place/Hotel+Shanti+Palace+Jaipur/data=!4m7!3m6!1s0x396db3a762f19ab3:0x1dcbb5845411c41!8m2!3d26.9545943!4d75.7455944!16s%2Fg%2F11n56pt9sw!19sChIJs5rxYqezbTkRQRxBRVi73AE?authuser=0&hl=en&rclk=1","Hotel Shanti Palace Jaipur","4.7","(3)","Hotel","·","Pillar no 15, Lata circle, 46, Daya Devi Garden","","","","080 6548 8300","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good hotal best sarvise copal friendly best parking""","https://www.shantihotelpalace.in/","","Directions","","",""
"https://www.google.com/maps/place/N+G+Tent+House+%26+Event/data=!4m7!3m6!1s0x396db5ee1386f529:0xfa38d1f2ba62082d!8m2!3d26.8387546!4d75.7600035!16s%2Fg%2F11twfmp8hm!19sChIJKfWGE-61bTkRLQhiuvLROPo?authuser=0&hl=en&rclk=1","N G Tent House & Event","4.5","(8)","Event planner","·","07, Shiv Shakti Nagar, Iskcon Rd","Open","· Closes 9 pm","·","070143 11156","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent services""","","","","","",""
"https://www.google.com/maps/place/Hotel+US+Group/data=!4m10!3m9!1s0x396db3fd9022d539:0xef38405b3b640e07!5m2!4m1!1i2!8m2!3d26.9348003!4d75.7305226!16s%2Fg%2F11x1vr4x00!19sChIJOdUikP2zbTkRBw5kO1tAOO8?authuser=0&hl=en&rclk=1","Hotel US Group","4.9","(169)","Hotel","","","","","","070146 82856","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Special birthday celebration room also available.""","http://www.hotelusgroup.com/","","Directions","","",""
"https://www.google.com/maps/place/Pavitra+Studio+-+Best+Photographer+In+Jaipur+%7C+Wedding+photographer+in+Jaipur/data=!4m7!3m6!1s0x396db374d9f28f85:0x9a6d45b26ccb7f28!8m2!3d26.9406448!4d75.7638431!16s%2Fg%2F11c3vn6vmg!19sChIJhY_y2XSzbTkRKH_LbLJFbZo?authuser=0&hl=en&rclk=1","Pavitra Studio - Best Photographer In Jaipur | Wedding photographer in Jaipur","4.7","(82)","Wedding photographer","·","·","Open","· Closes 8 pm","F-27, Khatipura Rd","092140 09333","","Website","","On-site services","http://www.pavitrastudio.com/","","Directions","Online appointments","","·"
"https://www.google.com/maps/place/Club+Biba+Jaipur/data=!4m7!3m6!1s0x396db3ca758f933f:0x689ff300e569ed81!8m2!3d26.9413037!4d75.7711245!16s%2Fg%2F11vkg519t1!19sChIJP5OPdcqzbTkRge1p5QDzn2g?authuser=0&hl=en&rclk=1","Club Biba Jaipur","3.9","(40)","Club","·","THIRD FLOOR, Triton Mall, T-3, Jhotwara Rd","Open","· Closes 11 pm","·","089491 20867","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best day club in jhotwara Jaipur.""","https://wa.me/918949120867?text=Hi,%20I%20want%20to%20know%20more","","Directions","","",""
"https://www.google.com/maps/place/Tummy+Talks/data=!4m7!3m6!1s0x396db353d057eb33:0xcedd2bc09f4290e5!8m2!3d26.9579308!4d75.7392603!16s%2Fg%2F11gsmv6k8g!19sChIJM-tX0FOzbTkR5ZBCn8Ar3c4?authuser=0&hl=en&rclk=1","Tummy Talks","4.3","(381)","Vegetarian","·","XP6R+357, 34B, Niwaru Rd, near by Netaji ki chakki","Open","· Closes 11 pm","·","086963 44888","","Directions","","Dine-in","","","","Takeaway","",""
"https://www.google.com/maps/place/R+S+Tower/data=!4m7!3m6!1s0x396c4d280e288c33:0x8e5e912c4944a4b9!8m2!3d26.950871!4d75.705407!16s%2Fg%2F11n5r_hbm9!19sChIJM4woDihNbDkRuaRESSyRXo4?authuser=0&hl=en&rclk=1","R S Tower","4.2","(27)","Market","·","·","Open now","","XP24+C5W, 302012, Kalwar Rd","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great service""","","","","","",""
"https://www.google.com/maps/place/DV+Stadium/data=!4m7!3m6!1s0x396db2fd2d6568d7:0x39adbdb4523a0d5a!8m2!3d26.9622917!4d75.7489072!16s%2Fg%2F11hcw4fdvw!19sChIJ12hlLf2ybTkRWg06UrS9rTk?authuser=0&hl=en&rclk=1","DV Stadium","4.5","(34)","Stadium","·","·","","","XP6X+WH7","","","Directions","","","","","","","",""
