Business Name,Phone,Website,Maps Link,Rating,Review Count,Category,Address,Business Age,Opening Hours,Latest Review,Status,Priority,Follow-up Date
Josh Entertainment Pvt. Ltd.,099280 80070,,https://www.google.com/maps/place/Josh+Entertainment+Pvt.+Ltd./data=!4m7!3m6!1s0x396db36e2911fb4f:0xff805631d6dedce!8m2!3d26.9430936!4d75.7540408!16s%2Fg%2F11byckf4g1!19sChIJT_sRKW6zbTkRzu1tHWMF-A8?authuser=0&hl=en&rclk=1,4.9,55,Event management company,Open,,· Closes 8 pm,,Not Called,None,
Gokul Event- event decoration in jaipur,095871 29135,https://gokulevent.lovable.app/,https://www.google.com/maps/place/Gokul+Event-+event+decoration+in+jaipur/data=!4m7!3m6!1s0x396c4dd7ed5f66ed:0xb78735685de06a7a!8m2!3d26.9615697!4d75.7060258!16s%2Fg%2F11z369j5cq!19sChIJ7WZf7ddNbDkRemrgXWg1h7c?authuser=0&hl=en&rclk=1,5.0,17,Wedding planner,·,,Open 24 hours,,Not Called,None,
Aashirvaad Events,088906 75192,https://aashirvaadevents.com/,https://www.google.com/maps/place/Aashirvaad+Events/data=!4m7!3m6!1s0x396db3bbcd7b0219:0x2ce01ae997fa9cb!8m2!3d26.9429415!4d75.7507081!16s%2Fg%2F11xcrpnsyj!19sChIJGQJ7zbuzbTkRy6l_ma4BzgI?authuser=0&hl=en&rclk=1,5.0,14,Event planner,·,,Open,,Not Called,None,
Ravmek Weddings & Events,098288 44990,https://ravmek.com/,https://www.google.com/maps/place/Ravmek+Weddings+%26+Events/data=!4m7!3m6!1s0x396db3f72ec62ddd:0x77dd0994c8378d5c!8m2!3d26.954502!4d75.747146!16s%2Fg%2F1tj449g8!19sChIJ3S3GLvezbTkRXI03yJQJ3Xc?authuser=0&hl=en&rclk=1,4.8,15,Wedding planner,·,,Open,,Not Called,None,
The Unique decoration and events,096600 85158,,https://www.google.com/maps/place/The+Unique+decoration+and+events/data=!4m7!3m6!1s0x396db3274469c64d:0x36c6b400a0caa6aa!8m2!3d26.9610339!4d75.7384137!16s%2Fg%2F11sk9r_7xt!19sChIJTcZpRCezbTkRqqbKoAC0xjY?authuser=0&hl=en&rclk=1,5.0,19,Event planner,Open 24 hours,,,,Not Called,None,
ShaadifyMe | Destination Wedding Planner,095099 16899,https://shaadify.me/,https://www.google.com/maps/place/ShaadifyMe+%7C+Destination+Wedding+Planner/data=!4m7!3m6!1s0xac0861c8c4c0b455:0x2f13737f8564e16!8m2!3d26.9545816!4d75.7471107!16s%2Fg%2F11svsbj9zb!19sChIJVbTAxMhhCKwRFk5W-Dc38QI?authuser=0&hl=en&rclk=1,4.9,16,Event planner,·,,Open,,Not Called,None,
Jaipur party planner,093542 30212,https://jaipurpartyplanner.in/,https://www.google.com/maps/place/Jaipur+party+planner/data=!4m7!3m6!1s0x396db3e4498bd76d:0x51c07cf3dd4db17a!8m2!3d26.9688069!4d75.7440398!16s%2Fg%2F11xlbx08td!19sChIJbdeLSeSzbTkRerFN3fN8wFE?authuser=0&hl=en&rclk=1,4.9,28,Event planner,·,,Open 24 hours,,Not Called,None,
EventDost - Wedding Planner & Event Management,073729 85576,http://eventdost.in/,https://www.google.com/maps/place/EventDost+-+Wedding+Planner+%26+Event+Management/data=!4m7!3m6!1s0x396db3dbd680e6a9:0xcb37b2e346b79f39!8m2!3d26.9519656!4d75.7535266!16s%2Fg%2F11zgcw7dcp!19sChIJqeaA1tuzbTkROZ-3RuOyN8s?authuser=0&hl=en&rclk=1,4.8,9,Wedding planner,·,,Open 24 hours,,Not Called,None,
Best Anchor in India- Ankit Khandelwal | Top Wedding & Corporate Anchor,098878 71984,http://www.anchorankit.com/,https://www.google.com/maps/place/Best+Anchor+in+India-+Ankit+Khandelwal+%7C+Top+Wedding+%26+Corporate+Anchor/data=!4m7!3m6!1s0x396db3143e55a4d7:0x495ec3a419ed92f6!8m2!3d26.9407747!4d75.7414749!16s%2Fg%2F11gcxz8xwl!19sChIJ16RVPhSzbTkR9pLtGaTDXkk?authuser=0&hl=en&rclk=1,5.0,1584,Event planner,"Rukmani villa plot no.60 krishna nagar, officer Enclave,near kanta jhotwara",,Open 24 hours,,Not Called,None,
Shree Shyam SFX Events Sound & Wedding Planner,,,https://www.google.com/maps/place/Shree+Shyam+SFX+Events+Sound+%26+Wedding+Planner/data=!4m7!3m6!1s0x396db3d6a069e741:0x17d25a936c48f0b8!8m2!3d26.9619581!4d75.7451641!16s%2Fg%2F11yq56sv0j!19sChIJQedpoNazbTkRuPBIbJNa0hc?authuser=0&hl=en&rclk=1,5.0,2,Wedding planner,Open 24 hours,,,,Not Called,None,
SIROHIYA EVENTS,082332 61608,,https://www.google.com/maps/place/SIROHIYA+EVENTS/data=!4m7!3m6!1s0x396db314eb7c32db:0x1271e1725f8c23a!8m2!3d26.9380221!4d75.7412995!16s%2Fg%2F11c4b6rm4l!19sChIJ2zJ86xSzbTkROsL4JRceJwE?authuser=0&hl=en&rclk=1,5.0,16,Event management company,Open 24 hours,,,,Not Called,None,
"Myra Events- Wedding Planner in Jaipur, Event Organizers, Destination Wedding Planner, Event Management Company in Jaipur",098280 12830,,"https://www.google.com/maps/place/Myra+Events-+Wedding+Planner+in+Jaipur,+Event+Organizers,+Destination+Wedding+Planner,+Event+Management+Company+in+Jaipur/data=!4m7!3m6!1s0x396c4d49171cd5f9:0xe9451e81a79adfe3!8m2!3d26.9399485!4d75.7567573!16s%2Fg%2F11tbz4gj_k!19sChIJ-dUcF0lNbDkR49-ap4EeRek?authuser=0&hl=en&rclk=1",5.0,1,Event planner,Open,,· Closes 8 pm,,Not Called,None,
Sawariya Ballon Decoration,083060 11457,https://www.sawariyaballoondecoration.com/,https://www.google.com/maps/place/Sawariya+Ballon+Decoration/data=!4m7!3m6!1s0x396db3e53cefc455:0xba9267a5dcff6a1e!8m2!3d26.9450082!4d75.7455578!16s%2Fg%2F11zcwzkl5b!19sChIJVcTvPOWzbTkRHmr_3KVnkro?authuser=0&hl=en&rclk=1,5.0,7,Event management company,·,,Open 24 hours,,Not Called,None,
Pooja Sound Jaipur,,,https://www.google.com/maps/place/Pooja+Sound+Jaipur/data=!4m7!3m6!1s0x396db307f7b7b6a3:0x5d41ac911c7dcb3!8m2!3d26.9563465!4d75.7415371!16s%2Fg%2F11y_z_7328!19sChIJo7a39wezbTkRs9zHEcka1AU?authuser=0&hl=en&rclk=1,5.0,12,Event planner,,,,,Not Called,None,
Jaipur Event Management,099286 86346,http://jaipureventmanagement.com/,https://www.google.com/maps/place/Jaipur+Event+Management/data=!4m7!3m6!1s0x396db327f069368b:0xa2049bdc0d2f08dc!8m2!3d26.9651708!4d75.724437!16s%2Fg%2F11pq93ptsd!19sChIJizZp8CezbTkR3AgvDdybBKI?authuser=0&hl=en&rclk=1,4.0,5,Event management company,·,,Open 24 hours,,Not Called,None,
ROYAL 🌹FLOWER 🌹DECORATION & Event Management Company,094626 65232,https://mybillbook.in/store/royal_flowers_events,https://www.google.com/maps/place/ROYAL+%F0%9F%8C%B9FLOWER+%F0%9F%8C%B9DECORATION+%26+Event+Management+Company/data=!4m7!3m6!1s0x396db38e47b92ed7:0xa2068d8a06cbfaf6!8m2!3d26.9726485!4d75.7508384!16s%2Fg%2F11tsnwqq_h!19sChIJ1y65R46zbTkR9vrLBoqNBqI?authuser=0&hl=en&rclk=1,4.9,79,Wedding planner,·,,Open,,Not Called,None,
crafthub,070231 91656,https://www.instagram.com/crafthub.in?igsh=MTJ3bDI3cG4wcDA1bQ==,https://www.google.com/maps/place/crafthub/data=!4m7!3m6!1s0x396db3c5dceee02d:0xff2642439cb8abfa!8m2!3d26.943383!4d75.760584!16s%2Fg%2F11fj7p210x!19sChIJLeDu3MWzbTkR-qu4nENCJv8?authuser=0&hl=en&rclk=1,4.8,138,Event planner,·,,Open,,Not Called,None,
Balloon decoration wala Jaipur pankaj,,,https://www.google.com/maps/place/Balloon+decoration+wala+Jaipur+pankaj/data=!4m7!3m6!1s0x396db302d5864dc9:0xb643885bc64b04fb!8m2!3d26.9380316!4d75.7365993!16s%2Fg%2F11z1kf8y04!19sChIJyU2G1QKzbTkR-wRLxluIQ7Y?authuser=0&hl=en&rclk=1,5.0,13,Event management company,,,,,Not Called,None,
Riva Holidays & Events,083870 20275,http://www.rivaholidays.com/,https://www.google.com/maps/place/Riva+Holidays+%26+Events/data=!4m7!3m6!1s0x396db31c23285521:0x4ed4823896e4a213!8m2!3d26.9433697!4d75.7615516!16s%2Fg%2F11hzs2v2tl!19sChIJIVUoIxyzbTkRE6LkljiC1E4?authuser=0&hl=en&rclk=1,4.8,47,Tour agency,·,,Open 24 hours,,Not Called,None,
Rood Mahal,077429 83214,https://www.roodmahal.com/,https://www.google.com/maps/place/Rood+Mahal/data=!4m7!3m6!1s0x396db338de66f9b7:0xc362c4fb6fa4896f!8m2!3d26.9377594!4d75.7304604!16s%2Fg%2F11hbt05twz!19sChIJt_lm3jizbTkRb4mkb_vEYsM?authuser=0&hl=en&rclk=1,4.4,939,Wedding venue,"Suraj Vihar, 200 Feet Bypass, Kalwar Rd",,Open 24 hours,,Not Called,None,
The Smart Events: Best Wedding Planner,063677 93126,https://thesmartevents.com/,https://www.google.com/maps/place/The+Smart+Events:+Best+Wedding+Planner/data=!4m7!3m6!1s0x47d16ed1af798275:0x5212413f1e509022!8m2!3d26.9087126!4d75.7149537!16s%2Fg%2F11ltmbxh3h!19sChIJdYJ5r9Fu0UcRIpBQHj9BElI?authuser=0&hl=en&rclk=1,5.0,2,Event management company,·,,Open,,Not Called,None,
Shree Shyam Events,086194 26347,,https://www.google.com/maps/place/Shree+Shyam+Events/data=!4m7!3m6!1s0x396c4d24c58c22db:0xebffa4786399bd81!8m2!3d26.976387!4d75.7458816!16s%2Fg%2F11wxszn3p6!19sChIJ2yKMxSRNbDkRgb2ZY3ik_-s?authuser=0&hl=en&rclk=1,5.0,4,Event planner,Open 24 hours,,,,Not Called,None,
Deepaz Events,095714 15998,https://sites.google.com/view/deepaz-event/home,https://www.google.com/maps/place/Deepaz+Event%27s/data=!4m7!3m6!1s0x396db36b55f23d9b:0x6d73232dbf34ba35!8m2!3d26.9617577!4d75.7241357!16s%2Fg%2F11ltl8377h!19sChIJmz3yVWuzbTkRNbo0vy0jc20?authuser=0&hl=en&rclk=1,5.0,7,Wedding planner,·,,Open,,Not Called,None,
"The Royal House Food, Catering & Event Management",083025 59992,,"https://www.google.com/maps/place/The+Royal+House+Food,+Catering+%26+Event+Management/data=!4m7!3m6!1s0x396db3b7c30f4797:0xfbb5db2e69877aa4!8m2!3d26.9559302!4d75.7427232!16s%2Fg%2F11py_pm8w4!19sChIJl0cPw7ezbTkRpHqHaS7btfs?authuser=0&hl=en&rclk=1",4.5,57,Event management company,,,,,Not Called,None,
Legacy Hotels (MICE & Events Company),095098 53411,,https://www.google.com/maps/place/Legacy+Hotels+%28MICE+%26+Events+Company%29/data=!4m7!3m6!1s0x396db3546a8ef7ef:0x7f1bff71e47bf452!8m2!3d26.9698482!4d75.7497245!16s%2Fg%2F11v9yq7cc4!19sChIJ7_eOalSzbTkRUvR75HH_G38?authuser=0&hl=en&rclk=1,5.0,11,Event management company,Open,,· Closes 7 pm,,Not Called,None,
Swadvik Events,091169 52021,https://swadvik-events.grexa.site/,https://www.google.com/maps/place/Swadvik+Events/data=!4m7!3m6!1s0x396db3ac9c547f43:0xac6638cfa092a6cb!8m2!3d26.9359544!4d75.7506772!16s%2Fg%2F11r99605x3!19sChIJQ39UnKyzbTkRy6aSoM84Zqw?authuser=0&hl=en&rclk=1,4.0,4,Wedding planner,,,Open 24 hours,,Not Called,None,
Punsumi Farms - The Prettiest Venue for Premium Weddings & Parties!,082901 69999,http://lawns.punsumi.com/,https://www.google.com/maps/place/Punsumi+Farms+-+The+Prettiest+Venue+for+Premium+Weddings+%26+Parties!/data=!4m7!3m6!1s0x396db327d77a627d:0x80ea67d15e1704f7!8m2!3d26.9629561!4d75.7294267!16s%2Fg%2F11kbn3b7sz!19sChIJfWJ61yezbTkR9wQXXtFn6oA?authuser=0&hl=en&rclk=1,4.8,76,Wedding venue,"88/345, Niwaru Rd",,Open,,Not Called,None,
Sunrise Events & Entertainment,092511 11121,,https://www.google.com/maps/place/Sunrise+Events+%26+Entertainment/data=!4m7!3m6!1s0x396db3f1a981a0ed:0x12a70b8f7c0674ff!8m2!3d26.9459198!4d75.7644312!16s%2Fg%2F11pz32p83p!19sChIJ7aCBqfGzbTkR_3QGfI8LpxI?authuser=0&hl=en&rclk=1,4.3,6,Event management company,Open,,· Closes 6 pm,,Not Called,None,
Winbee Events & Entertainments,063789 24273,https://www.winbeevents.com/,https://www.google.com/maps/place/Winbee+Events+%26+Entertainments/data=!4m7!3m6!1s0xa71bafae50b38bf1:0x469c84765155464c!8m2!3d26.9416908!4d75.7624866!16s%2Fg%2F11m5skjt75!19sChIJ8YuzUK6vG6cRTEZVUXaEnEY?authuser=0&hl=en&rclk=1,5.0,8,Event planner,·,,Open,,Not Called,None,
Dream Elevators,070143 88544,,https://www.google.com/maps/place/Dream+Elevators/data=!4m7!3m6!1s0x396db3e997b8f427:0xe8d67cf3c4e45a82!8m2!3d26.9437562!4d75.7550853!16s%2Fg%2F11h41vbg_f!19sChIJJ_S4l-mzbTkRglrkxPN81ug?authuser=0&hl=en&rclk=1,5.0,12,Event management company,Open,,· Closes 9 pm,,Not Called,None,
Tricolor Eventz,095498 15815,,https://www.google.com/maps/place/Tricolor+Eventz/data=!4m7!3m6!1s0x396db5d77a3515a7:0x8ab3f31b42c225ba!8m2!3d26.9401038!4d75.7353564!16s%2Fg%2F11fkq8d6rx!19sChIJpxU1ete1bTkRuiXCQhvzs4o?authuser=0&hl=en&rclk=1,4.0,12,Event planner,Open,,· Closes 8:30 pm,,Not Called,None,
Khedi tent and event,070627 25959,,https://www.google.com/maps/place/Khedi+tent+and+event/data=!4m7!3m6!1s0x396db383f9b0c11f:0x8e49e122b9284a47!8m2!3d26.9457732!4d75.7512043!16s%2Fg%2F11wql7tnhn!19sChIJH8Gw-YOzbTkRR0oouSLhSY4?authuser=0&hl=en&rclk=1,4.0,8,Wedding service,Open,,· Closes 5 pm,,Not Called,None,
Yagh Paradise,,,https://www.google.com/maps/place/Yagh+Paradise/data=!4m7!3m6!1s0x396db2d93704c605:0xcf6377633b1fbefd!8m2!3d26.962085!4d75.7311107!16s%2Fg%2F11csrdk9tq!19sChIJBcYEN9mybTkR_b4fO2N3Y88?authuser=0&hl=en&rclk=1,4.1,805,Wedding service,Open,,· Closes 12 am,,Not Called,None,
Pratap Paradise,096601 00997,http://pratappradisemarriagegarden.com/,https://www.google.com/maps/place/Pratap+Paradise/data=!4m7!3m6!1s0x396db2dff4869779:0xbab8ee36ca1ca0c9!8m2!3d26.954401!4d75.7332746!16s%2Fg%2F11c2bpb8x8!19sChIJeZeG9N-ybTkRyaAcyjbuuLo?authuser=0&hl=en&rclk=1,4.1,718,Wedding venue,·,,Open,,Not Called,None,
Veer Hanuman Tent and Events,086964 41076,https://www.instagram.com/veer.hanuman.events?igsh=cWdqbW93bnBseTB4,https://www.google.com/maps/place/Veer+Hanuman+Tent+and+Events/data=!4m7!3m6!1s0x396db3a5fa1953ef:0xba6bb728f702a9f9!8m2!3d26.9392373!4d75.762109!16s%2Fg%2F11xgl9sn0w!19sChIJ71MZ-qWzbTkR-akC9yi3a7o?authuser=0&hl=en&rclk=1,5.0,17,Tent House Supplier,·,,Open,,Not Called,None,
Dreamy Weddings And Events,095889 85521,https://dreamyweddingsandevents.com/,https://www.google.com/maps/place/Dreamy+Weddings+And+Events/data=!4m7!3m6!1s0x86d2be29d3cd27cd:0xe3827c8ab4e758fe!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11w59y7wyy!19sChIJzSfN0ym-0oYR_ljntIp8guM?authuser=0&hl=en&rclk=1,5.0,131,Event management company,,,Open,,Not Called,None,
INDIAN DESTINATION WEDDING,072970 08995,,https://www.google.com/maps/place/INDIAN+DESTINATION+WEDDING/data=!4m7!3m6!1s0x396db33120982cf1:0xa1f3acf3fd06ea94!8m2!3d26.9706964!4d75.7178853!16s%2Fg%2F11rwpp7hyd!19sChIJ8SyYIDGzbTkRlOoG_fOs86E?authuser=0&hl=en&rclk=1,5.0,1,Wedding planner,Open,,· Closes 5:30 pm,,Not Called,None,
SHREE EVENTS,097827 48748,,https://www.google.com/maps/place/SHREE+EVENT%27S/data=!4m7!3m6!1s0x396db3a3099922ab:0x1e5ccbcccab3ca1c!8m2!3d26.9864051!4d75.7404242!16s%2Fg%2F11gjxttl67!19sChIJqyKZCaOzbTkRHMqzyszLXB4?authuser=0&hl=en&rclk=1,5.0,7,Event management company,Open,,· Closes 9 pm,,Not Called,None,
Shree Shyam Heat And Cool Flow,095302 51971,,https://www.google.com/maps/place/Shree+Shyam+Heat+And+Cool+Flow/data=!4m7!3m6!1s0x396db3f2daf81381:0x94621260137cc648!8m2!3d26.9760067!4d75.7471463!16s%2Fg%2F11sbs09c4f!19sChIJgRP42vKzbTkRSMZ8E2ASYpQ?authuser=0&hl=en&rclk=1,5.0,3,Event planner,Open 24 hours,,,,Not Called,None,
Balloon bazar Jaipur,088298 14820,https://www.google.com/aclk?sa=L&ai=DChsSEwjOl67ryPyVAxWiwjwCHVssHZwYACICCAEQBRoCc2Y&co=1&ase=2&gclid=CjwKCAjwj7HTBhBiEiwA8s35OjTQB2CwGhOWf8rJA20tbcrmbQOch73QRerNvHj2Q_YgH4UZih9hqhoC8hMQAvD_BwE&cid=CAAS0wHkaCPonO0SaS-9U1dXGv1dfk1qLvlDcHUkmrOCfNcnqtmDBhEzQAlq7g1zLDm1xPk289IjFRe-ViqBBTTnE5irflYmuWFeRuWCJ67UVwUm5lgzsY06XQw5JW1MNhs-ih_QpAcNW070RIEZ7TYkPqvVib6PmaF6v_7PAry_4wHSgAqN4DTr2ha5shaqrFgSQ7UOutbwcpVQjOhEhXF5vR6EvT2kUHlFeVQuiBs1C-kLcyI9E4__z0yMm_eWhTsU6dIdwJjDDlE50gnRFRvA6ynM-49X&cce=2&category=acrcp_v1_32&sig=AOD64_3dLLRdKsJD6P7vwPfVQHN6tGKqyA&adurl&q&ctype=99&nis=6,https://www.google.com/maps/place/Balloon+bazar+Jaipur/data=!4m7!3m6!1s0x396db353e8fbd309:0x7618a624388b19f9!8m2!3d26.944346!4d75.743749!16s%2Fg%2F11xsn70k3d!19sChIJCdP76FOzbTkR-RmLOCSmGHY?authuser=0&hl=en&rclk=1,4.9,69,Balloon artist,Open 24 hours,,·,,Not Called,None,
Siyaram Marriage Garden,098875 03009,,https://www.google.com/maps/place/Siyaram+Marriage+Garden/data=!4m7!3m6!1s0x396db33951e803e5:0xd867d78cbb395b57!8m2!3d26.9394827!4d75.7305653!16s%2Fg%2F11f55prgv4!19sChIJ5QPoUTmzbTkRV1s5u4zXZ9g?authuser=0&hl=en&rclk=1,4.5,724,Banquet hall,Open,,· Closes 9 pm,,Not Called,None,
The Party Company,063674 33693,,https://www.google.com/maps/place/The+Party+Company/data=!4m7!3m6!1s0x396db5ddd3bb7b5d:0xc70f8fe748645ed9!8m2!3d26.8499082!4d75.7689307!16s%2Fg%2F11z12jwfhl!19sChIJXXu70921bTkR2V5kSOePD8c?authuser=0&hl=en&rclk=1,5.0,11,Event management company,Open 24 hours,,,,Not Called,None,
JMD EVENTS PLANNER,,https://jmdeventplanner.com/,https://www.google.com/maps/place/JMD+EVENT%27S+PLANNER/data=!4m7!3m6!1s0x396db5d47d03e7b5:0x50a49d6a693486ea!8m2!3d26.8406457!4d75.7511509!16s%2Fg%2F11yjv92jhq!19sChIJtecDfdS1bTkR6oY0aWqdpFA?authuser=0&hl=en&rclk=1,5.0,22,Event planner,,,Open,,Not Called,None,
Jagriti Marriage Garden,098292 60712,,https://www.google.com/maps/place/Jagriti+Marriage+Garden/data=!4m7!3m6!1s0x396db33fcb71c375:0x3d3ce87543eb24a0!8m2!3d26.939135!4d75.736622!16s%2Fg%2F11dxjybpgk!19sChIJdcNxyz-zbTkRoCTrQ3XoPD0?authuser=0&hl=en&rclk=1,4.0,559,Banquet hall,Open 24 hours,,,,Not Called,None,
velventvows event planer,,,https://www.google.com/maps/place/velventvows+event+planer/data=!4m7!3m6!1s0x396db30b26c39819:0x2ad027553ac5a129!8m2!3d26.9576699!4d75.7705587!16s%2Fg%2F11xdvfjljf!19sChIJGZjDJguzbTkRKaHFOlUn0Co?authuser=0&hl=en&rclk=1,5.0,7,Event planner,Open 24 hours,,,,Not Called,None,
Prabhat Paradise,098299 32402,https://www.instagram.com/prabhat_paradise?igsh=YXI3Njh5amd1OWpq&utm_source=qr,https://www.google.com/maps/place/Prabhat+Paradise/data=!4m7!3m6!1s0x396db327d5ce0503:0xbbbaff05326d96c1!8m2!3d26.955795!4d75.7256953!16s%2Fg%2F11c2jw6db4!19sChIJAwXO1SezbTkRwZZtMgX_urs?authuser=0&hl=en&rclk=1,4.2,441,Event venue,"Shree Hukma Ram Nagar, Saini Marg, Kalwar Rd",,,,Not Called,None,
Jai Veeru Decoration & Events,,https://jaiveeruevents.com/,https://www.google.com/maps/place/Jai+Veeru+Decoration+%26+Events/data=!4m7!3m6!1s0x396db56f8e29722d:0xb8d55bd0931217d4!8m2!3d26.858104!4d75.7577981!16s%2Fg%2F11nk8tmgpz!19sChIJLXIpjm-1bTkR1BcSk9Bb1bg?authuser=0&hl=en&rclk=1,5.0,2,Event planner,"Ward No. - 27, 67/66",,Open 24 hours,,Not Called,None,
Gold Star Paradise,070141 99242,,https://www.google.com/maps/place/Gold+Star+Paradise/data=!4m7!3m6!1s0x396db30097fdedf5:0xbf98522e568030eb!8m2!3d26.951287!4d75.745572!16s%2Fg%2F11h1km00pr!19sChIJ9e39lwCzbTkR6zCAVi5SmL8?authuser=0&hl=en&rclk=1,4.2,332,Wedding venue,Open,,· Closes 10 pm,,Not Called,None,
Kanchan Deep Marriage Garden,,,https://www.google.com/maps/place/Kanchan+Deep+Marriage+Garden/data=!4m7!3m6!1s0x396db3c19c8c2117:0xbf43bed78a72b33b!8m2!3d26.9433985!4d75.7437526!16s%2Fg%2F11j0050r3q!19sChIJFyGMnMGzbTkRO7Nyite-Q78?authuser=0&hl=en&rclk=1,4.3,133,Wedding venue,,,,,Not Called,None,
Anchor Singer Abhishek Bhardwaj · Visited link,093077 98672,https://abhiswaram.com/,https://www.google.com/maps/place/Anchor+Singer+Abhishek+Bhardwaj/data=!4m7!3m6!1s0x396db3ea545a8c0f:0xae3e06b72e873b20!8m2!3d26.943891!4d75.7620827!16s%2Fg%2F11mspcjj1k!19sChIJD4xaVOqzbTkRIDuHLrcGPq4?authuser=0&hl=en&rclk=1,5.0,10,Entertainer,·,,Open,,Not Called,None,
Dibiaa- Experts in Cardboard Jewellery Boxes for Retail & Online Silver Jewellery Brands,099106 90691,http://www.dibiaa.com/,https://www.google.com/maps/place/Dibiaa-+Experts+in+Cardboard+Jewellery+Boxes+for+Retail+%26+Online+Silver+Jewellery+Brands/data=!4m7!3m6!1s0x396db6adbe0a7c29:0x202502fdfc747108!8m2!3d26.9549254!4d75.748676!16s%2Fg%2F1tr7b6gs!19sChIJKXwKvq22bTkRCHF0_P0CJSA?authuser=0&hl=en&rclk=1,4.9,227,Packaging company,"Plot no. 80, Road no. 6, Shalimar Circle",,Open,,Not Called,None,
Krishna Paradise Marriage Garden,076100 80000,http://krishnaparadise.com/,https://www.google.com/maps/place/Krishna+Paradise+Marriage+Garden/data=!4m7!3m6!1s0x396db2e9b475dda3:0xcb10fe80bea41ef8!8m2!3d26.9735519!4d75.7385263!16s%2Fg%2F11c5zngn9m!19sChIJo911tOmybTkR-B6kvoD-EMs?authuser=0&hl=en&rclk=1,4.4,1013,Banquet hall,Open,,· Closes 7:30 pm,,Not Called,None,
Godara marriage Garden,,,https://www.google.com/maps/place/Godara+marriage+Garden/data=!4m7!3m6!1s0x396db36af377e6fd:0xcda686063f5a4da!8m2!3d26.9384664!4d75.7593725!16s%2Fg%2F11k9g_nrpp!19sChIJ_eZ382qzbTkR2qT1Y2Bo2gw?authuser=0&hl=en&rclk=1,4.3,120,Wedding venue,,,,,Not Called,None,
Shree Shyam Paradise,085618 60319,,https://www.google.com/maps/place/Shree+Shyam+Paradise/data=!4m7!3m6!1s0x396db3bdd135ca35:0xd810c264d78d5a22!8m2!3d26.9655654!4d75.749924!16s%2Fg%2F11rtwnn63r!19sChIJNco10b2zbTkRIlqN12TCENg?authuser=0&hl=en&rclk=1,4.3,62,Wedding venue,Open,,· Closes 8 pm,,Not Called,None,
SHRI BALAJI BAGH MARRIAGE GARDEN,097852 98314,,https://www.google.com/maps/place/SHRI+BALAJI+BAGH+MARRIAGE+GARDEN/data=!4m7!3m6!1s0x396db32d9be8451d:0xa9232084fafdc40b!8m2!3d26.9385043!4d75.7274542!16s%2Fg%2F11f6mq5yg5!19sChIJHUXomy2zbTkRC8T9-oQgI6k?authuser=0&hl=en&rclk=1,4.2,321,Banquet hall,Open,,· Closes 9 pm,,Not Called,None,
Sultan House Garden,093145 03959,,https://www.google.com/maps/place/Sultan+House+Garden/data=!4m7!3m6!1s0x396db32153b9c8b3:0x9f3ff5a4469d5eb0!8m2!3d26.9529776!4d75.7316911!16s%2Fg%2F11b7htkrs6!19sChIJs8i5UyGzbTkRsF6dRqT1P58?authuser=0&hl=en&rclk=1,4.1,853,Wedding venue,Open 24 hours,,,,Not Called,None,
Alka Music Point & Video Movie & Events,093142 50970,,https://www.google.com/maps/place/Alka+Music+Point+%26+Video+Movie+%26+Events/data=!4m7!3m6!1s0x396db3124ae8fff9:0x898220fcd510f5fb!8m2!3d26.9408331!4d75.7458251!16s%2Fg%2F11bxc40s_s!19sChIJ-f_oShKzbTkR-_UQ1fwggok?authuser=0&hl=en&rclk=1,4.1,14,Event planner,Open,,· Closes 8 pm,,Not Called,None,
Moon Paradise And Guest House,092140 60800,,https://www.google.com/maps/place/Moon+Paradise+And+Guest+House/data=!4m7!3m6!1s0x396db38b7b199aa5:0x5f2368c59b233e4c!8m2!3d26.9619259!4d75.7206548!16s%2Fg%2F11fjs8yp1z!19sChIJpZoZe4uzbTkRTD4jm8VoI18?authuser=0&hl=en&rclk=1,4.4,885,Hotel,,,,,Not Called,None,
Parwati Sound,093141 66469,,https://www.google.com/maps/place/Parwati+Sound/data=!4m7!3m6!1s0x396db317e7ed02c1:0x5b660c0a92cb587f!8m2!3d26.9446405!4d75.7574544!16s%2Fg%2F11sdvxnprl!19sChIJwQLt5xezbTkRf1jLkgoMZls?authuser=0&hl=en&rclk=1,5.0,6,Event management company,Open,,· Closes 9 pm,,Not Called,None,
N.R Paradise,082331 01417,,https://www.google.com/maps/place/N.R+Paradise/data=!4m7!3m6!1s0x396db2969da3f0b1:0x5367cb0ec195700!8m2!3d26.9881789!4d75.7408696!16s%2Fg%2F1q4kn4h_v!19sChIJsfCjnZaybTkRAFcZ7LB8NgU?authuser=0&hl=en&rclk=1,4.1,518,Wedding venue,Open 24 hours,,,,Not Called,None,
Arraygraphs Production,096800 46943,http://www.arraygraphs.com/,https://www.google.com/maps/place/Arraygraphs+Production/data=!4m7!3m6!1s0x396db3000d5fcb03:0x38235bb2a750ff95!8m2!3d26.9601024!4d75.7239113!16s%2Fg%2F11lcr4xsts!19sChIJA8tfDQCzbTkRlf9Qp7JbIzg?authuser=0&hl=en&rclk=1,5.0,26,Event management company,·,,Open,,Not Called,None,
