"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","ah5Ghc 2","W4Efsd 6","UsdlK","Jn12ke src","doJOZc","W4Efsd 7","ah5Ghc 3"
"https://www.google.com/maps/place/%E2%9C%85%F0%9D%97%9D%F0%9D%97%AE%F0%9D%97%B6+%F0%9D%97%A6%F0%9D%97%B6%F0%9D%98%86%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%AE%F0%9D%97%BA+%F0%9D%97%A0%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%BF%F0%9D%97%B6%F0%9D%97%AE%F0%9D%97%B4%F0%9D%97%B2+%F0%9D%97%9A%F0%9D%97%AE%F0%9D%97%BF%F0%9D%97%B1%F0%9D%97%B2%F0%9D%97%BB+-+Banquet+Hall%2FAnniversary+Party%2FBirthday+Party%2FDestination+Wedding+Venue%2FResort+in+Jhotwara/data=!4m7!3m6!1s0x396c4d6bdc17d1a7:0x8f5cff54ae47c5b5!8m2!3d26.9818624!4d75.6864675!16s%2Fg%2F11cjnp05n7!19sChIJp9EX3GtNbDkRtcVHrlT_XI8?authuser=0&hl=en&rclk=1","✅𝗝𝗮𝗶 𝗦𝗶𝘆𝗮𝗿𝗮𝗺 𝗠𝗮𝗿𝗿𝗶𝗮𝗴𝗲 𝗚𝗮𝗿𝗱𝗲𝗻 - Banquet Hall/Anniversary Party/Birthday Party/Destination Wedding Venue/Resort in Jhotwara","4.4","(490)","Wedding venue","·","·","Open","· Closes 10 pm","","","Directions","","","""... this venue is a perfect choice for weddings and special","events","Lalchandpura Near Main Bus Stand, Niwaru Rd","093525 41403","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","·",".🥳😍"""
"https://www.google.com/maps/place/Shree+Rajlaxmi+Heaven%27s/data=!4m10!3m9!1s0x396c4d6bd1d09263:0x23f4a2d48d1841a!5m2!4m1!1i2!8m2!3d26.981638!4d75.6873018!16s%2Fg%2F11c1wr5j_c!19sChIJY5LQ0WtNbDkRGoTRSC1KPwI?authuser=0&hl=en&rclk=1","Shree Rajlaxmi Heaven's","4.5","(1,436)","Wedding venue","·","","","","http://shreerajlaxmi.com/,%20shreerajlaxmi.co.in","","Website","","Directions","On-site services","","","096102 24222","","","",""
"https://www.google.com/maps/place/Winbee+Events+%26+Entertainments/data=!4m7!3m6!1s0xa71bafae50b38bf1:0x469c84765155464c!8m2!3d26.9416908!4d75.7624866!16s%2Fg%2F11m5skjt75!19sChIJ8YuzUK6vG6cRTEZVUXaEnEY?authuser=0&hl=en&rclk=1","Winbee Events & Entertainments","5.0","(8)","Event planner","·","13-B, Khatipura Rd, near Jhotwara Flyover","Open","· Closes 7 pm","https://www.winbeevents.com/","","Website","","Directions","On-site services","Online appointments","·","063789 24273","","","",""
"https://www.google.com/maps/place/Swastik+Events+By+Mukul/data=!4m7!3m6!1s0x396db5c4658a3363:0xe0bd8f21720e7f06!8m2!3d26.9348244!4d75.7938965!16s%2Fg%2F11wtn25v99!19sChIJYzOKZcS1bTkRBn8OciGPveA?authuser=0&hl=en&rclk=1","Swastik Events By Mukul","4.9","(17)","Event management company","·","Space Mall, 112, Jhotwara Rd","Open 24 hours","","","","Directions","","","""Excellent work amazing decoration awesome nature team""","","·","096101 44448","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Jaipur+Event+Management/data=!4m7!3m6!1s0x396db327f069368b:0xa2049bdc0d2f08dc!8m2!3d26.9651708!4d75.724437!16s%2Fg%2F11pq93ptsd!19sChIJizZp8CezbTkR3AgvDdybBKI?authuser=0&hl=en&rclk=1","Jaipur Event Management","4.0","(5)","Event management company","·","Plot 2 A, Shri Ram Vatika, Niwaru Rd","Open 24 hours","","http://jaipureventmanagement.com/","","Website","","Directions","","","·","099286 86346","","","",""
"https://www.google.com/maps/place/Khedi+tent+and+event/data=!4m7!3m6!1s0x396db383f9b0c11f:0x8e49e122b9284a47!8m2!3d26.9457732!4d75.7512043!16s%2Fg%2F11wql7tnhn!19sChIJH8Gw-YOzbTkRR0oouSLhSY4?authuser=0&hl=en&rclk=1","Khedi tent and event","4.0","(8)","Wedding service","·","Khedi house, 54, Kalwar Rd","Open","· Closes 5 pm","","","Directions","","","""Very best  event""","","·","070627 25959","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Rani+Bagh+Marriage+Garden/data=!4m7!3m6!1s0x396db293bc2d3db3:0xc0fe2ceeb7e50287!8m2!3d26.986344!4d75.744547!16s%2Fg%2F1q4kndr2m!19sChIJsz0tvJOybTkRhwLlt-4s_sA?authuser=0&hl=en&rclk=1","Rani Bagh Marriage Garden","4.2","(861)","Wedding venue","·","Sitawali Phatak, Banad Road, Ganesh Nagar 2, Jothwara - Jhotwara, Sikar Rd","Open 24 hours","","","","Directions","","","""A nice and marriage place which can cater upto near about 400-500 person""","","·","098281 59551","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Sunrise+Events+%26+Entertainment/data=!4m7!3m6!1s0x396db3f1a981a0ed:0x12a70b8f7c0674ff!8m2!3d26.9459198!4d75.7644312!16s%2Fg%2F11pz32p83p!19sChIJ7aCBqfGzbTkR_3QGfI8LpxI?authuser=0&hl=en&rclk=1","Sunrise Events & Entertainment","4.3","(6)","Event management company","·","rathore Complex, Kamani Rd","Open","· Closes 6 pm","","","Directions","","","""AMAZING SERVICE BY BHAISHAB""","","·","092511 11121","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Shubharaambh+event/data=!4m7!3m6!1s0x396db34eddf83ea9:0x4d8060ad7133a4a3!8m2!3d26.9545943!4d75.7455944!16s%2Fg%2F11yvrx12fj!19sChIJqT743U6zbTkRo6Qzca1ggE0?authuser=0&hl=en&rclk=1","Shubharaambh event","","","Event planner","","·","Open 24 hours","","","","Directions","","","","","","063769 81207","","","",""
"https://www.google.com/maps/place/Balloon+decoration+wala+Jaipur+pankaj/data=!4m7!3m6!1s0x396db302d5864dc9:0xb643885bc64b04fb!8m2!3d26.9380316!4d75.7365993!16s%2Fg%2F11z1kf8y04!19sChIJyU2G1QKzbTkR-wRLxluIQ7Y?authuser=0&hl=en&rclk=1","Balloon decoration wala Jaipur pankaj","5.0","(13)","Event management company","·","Sari ram nigrastaar, 15k, 100 Feet Rd","","","","","Directions","","","On-site services","Online appointments","","","","","",""
"https://www.google.com/maps/place/Krishna+Paradise+Marriage+Garden/data=!4m7!3m6!1s0x396db2e9b475dda3:0xcb10fe80bea41ef8!8m2!3d26.9735519!4d75.7385263!16s%2Fg%2F11c5zngn9m!19sChIJo911tOmybTkR-B6kvoD-EMs?authuser=0&hl=en&rclk=1","Krishna Paradise Marriage Garden","4.4","(1,013)","Banquet hall","·","Nangal Jaisa Bohra Road 80 Feet Road Near Jagdamba School","Open","· Closes 7:30 pm","http://krishnaparadise.com/","","Website","","Directions","""","Good","·","076100 80000","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","","for social"
"https://www.google.com/maps/place/Sultan+House+Garden/data=!4m7!3m6!1s0x396db32153b9c8b3:0x9f3ff5a4469d5eb0!8m2!3d26.9529776!4d75.7316911!16s%2Fg%2F11b7htkrs6!19sChIJs8i5UyGzbTkRsF6dRqT1P58?authuser=0&hl=en&rclk=1","Sultan House Garden","4.1","(853)","Wedding venue","·","253, Ln 8","Open 24 hours","","","","Directions","","","""","Great","·","093145 03959","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","","parking area & spacious place for any"
"https://www.google.com/maps/place/Bansal%27s+Occasion+Solution/data=!4m7!3m6!1s0x396c4d1dc928f6a9:0x47ba5fd6b9f868fb!8m2!3d26.9557699!4d75.6836554!16s%2Fg%2F11f2s0ff89!19sChIJqfYoyR1NbDkR-2j4udZfukc?authuser=0&hl=en&rclk=1","Bansal's Occasion Solution","4.9","(18)","Event planner","·","Shop No. 1, SR Plaza, Near Khandaka Hospital,, Hathoj, Kalwar Road, Jhotwara","Open 24 hours","","","","Directions","","","","","·","091665 16601","","","",""
"https://www.google.com/maps/place/Shubham+Marriage+Garden/data=!4m7!3m6!1s0x396c4d2e936606a5:0x8954834a4822319d!8m2!3d26.9629336!4d75.706608!16s%2Fg%2F11d_2k_b97!19sChIJpQZmky5NbDkRnTEiSEqDVIk?authuser=0&hl=en&rclk=1","Shubham Marriage Garden","4.1","(241)","Banquet hall","·","XP74+5JH, Niwaru Link Rd, near Aspire Guru Academy","Open","· Closes 8 pm","","","Directions","","","""Nice place for wedding and all","events","·","096363 19998","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","","."""
"https://www.google.com/maps/place/AV+Photography+%26+Events/data=!4m7!3m6!1s0x396db30002180891:0x44409599e6021a77!8m2!3d26.9428483!4d75.717565!16s%2Fg%2F11zcwy7xj5!19sChIJkQgYAgCzbTkRdxoC5pmVQEQ?authuser=0&hl=en&rclk=1","AV Photography & Events","5.0","(4)","Wedding planner","·","Pratap Circle, Gokulpura Kalwar Rd","Open 24 hours","","","","Directions","","","""Best  photography wedding""","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/KK+EVENTS+DJ+SOUND/data=!4m7!3m6!1s0x396db399027d6db3:0x9684f7097e4a4eef!8m2!3d26.9457799!4d75.753615!16s%2Fg%2F11ntdf5zhl!19sChIJs219ApmzbTkR705Kfgn3hJY?authuser=0&hl=en&rclk=1","KK EVENTS DJ SOUND","5.0","(7)","DJ service","·","ke samane, purani sisi godam, 11 P No N.19","Open 24 hours","","https://www.instagram.com/official__kush.k?igsh=MWVwYmpkYnZrMzlyaA==","","Website","","Directions","","","","","","","",""
"https://www.google.com/maps/place/Dream+Elevators/data=!4m7!3m6!1s0x396db3e997b8f427:0xe8d67cf3c4e45a82!8m2!3d26.9437562!4d75.7550853!16s%2Fg%2F11h41vbg_f!19sChIJJ_S4l-mzbTkRglrkxPN81ug?authuser=0&hl=en&rclk=1","Dream Elevators","5.0","(12)","Event management company","·","40, Chandi Chowk","Open","· Closes 9 pm","","","Directions","","","""If you are thinking of booking them for the event, just go ahead!""","","·","070143 88544","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Veer+Hanuman+Tent+and+Events/data=!4m7!3m6!1s0x396db3a5fa1953ef:0xba6bb728f702a9f9!8m2!3d26.9392373!4d75.762109!16s%2Fg%2F11xgl9sn0w!19sChIJ71MZ-qWzbTkR-akC9yi3a7o?authuser=0&hl=en&rclk=1","Veer Hanuman Tent and Events","5.0","(17)","Tent House Supplier","·","B - 31 prem Nagar SD Agarwal wali gali, Khatipura Rd","Open","· Closes 10 pm","https://www.instagram.com/veer.hanuman.events?igsh=cWdqbW93bnBseTB4","","Website","","Directions","""Best service provider
Event and catering services are really good""","","·","086964 41076","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/SG+Banquet+hall+Jaipur/data=!4m7!3m6!1s0x396db3fa9d201545:0x5c69f15ad9bfe0c5!8m2!3d26.9418714!4d75.7220468!16s%2Fg%2F11ymdkhs_m!19sChIJRRUgnfqzbTkRxeC_2VrxaVw?authuser=0&hl=en&rclk=1","SG Banquet hall Jaipur","5.0","(3)","Banquet hall","·","·","Open","· Closes 9:15 pm","","","Directions","","","Dine-in","No takeaway","206 Beegha, Marble Mandi Chauraha, 37","077373 28669","","","·","No delivery"
"https://www.google.com/maps/place/Prem+Kunj+Event+Garden/data=!4m7!3m6!1s0x396db24cc4451d75:0x678b818a8e4f8d89!8m2!3d26.9642735!4d75.77619!16s%2Fg%2F11c2k7qppy!19sChIJdR1FxEyybTkRiY1PjoqBi2c?authuser=0&hl=en&rclk=1","Prem Kunj Event Garden","4.1","(339)","Event venue","·","·","Open 24 hours","","","","Directions","","","""Small venue for small gatherings...Best option for a central location""","","Sector 2 Rd","093145 05803","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","·",""
"https://www.google.com/maps/place/Kalyan+Farms/data=!4m7!3m6!1s0x396c4d77f6ee45ad:0xd61f935c44fc1abc!8m2!3d26.9372921!4d75.7136067!16s%2Fg%2F11fpnn0h82!19sChIJrUXu9ndNbDkRvBr8RFyTH9Y?authuser=0&hl=en&rclk=1","Kalyan Farms","4.1","(69)","Banquet hall","·","·","","","","","Directions","","","""Good place for wedding function or marriage hall""","","Kandira enclave kandira Marg, jhotwara","073397 46543","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Night+Out+Family+Restaurant/data=!4m7!3m6!1s0x396db38ba412f613:0x5b7ba0a94543de89!8m2!3d26.96148!4d75.73098!16s%2Fg%2F11mbtj4fqm!19sChIJE_YSpIuzbTkRid5DRamge1s?authuser=0&hl=en&rclk=1","Night Out Family Restaurant","4.7","(67)","Restaurant","·","Plot no 2, Niwaru Rd","Open 24 hours","","","","Directions","","","Dine-in","Drive-through","·","097856 43217","","","",""
"https://www.google.com/maps/place/Pink+City+Tent+And+Event+Management/data=!4m7!3m6!1s0x396db2e24ed4c131:0x7d1dd0f13ee9f9df!8m2!3d26.9619901!4d75.7447847!16s%2Fg%2F11s7r0wjh8!19sChIJMcHUTuKybTkR3_npPvHQHX0?authuser=0&hl=en&rclk=1","Pink City Tent And Event Management","5.0","(2)","Event planner","·","SHOP No 1,2, Laxman Rekha Scheme, Nangal Rd, near Vardhman Swapanlok Building","Open","· Closes 7 pm","","","Directions","","","""Very nice event mannager""","","·","098280 39229","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Moon+Paradise+And+Guest+House/data=!4m7!3m6!1s0x396db38b7b199aa5:0x5f2368c59b233e4c!8m2!3d26.9619259!4d75.7206548!16s%2Fg%2F11fjs8yp1z!19sChIJpZoZe4uzbTkRTD4jm8VoI18?authuser=0&hl=en&rclk=1","Moon Paradise And Guest House","4.4","(885)","Hotel","·","Bharat Mata chowk, Ganesh Nagar 8 vistar, Niwaru Rd","","","","","Directions","","","""The venue’s space and luxury feel made the function extra special.""","","","092140 60800","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/Tricolor+Eventz/data=!4m7!3m6!1s0x396db5d77a3515a7:0x8ab3f31b42c225ba!8m2!3d26.9401038!4d75.7353564!16s%2Fg%2F11fkq8d6rx!19sChIJpxU1ete1bTkRuiXCQhvzs4o?authuser=0&hl=en&rclk=1","Tricolor Eventz","4.0","(12)","Event management company","·","first floor, 34, Jan Path","Open","· Closes 8:30 pm","","","Directions","","","""The event we organized was wonderful it was really great and enjoyable 🤩🤩""","","·","095498 15815","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","",""
"https://www.google.com/maps/place/KARNI+UDHYAAN+MARRIAGE+GARDEN/data=!4m7!3m6!1s0x396db36d5c7287a1:0x4dfb2355574575fe!8m2!3d26.9358099!4d75.748235!16s%2Fg%2F11g6_2j42y!19sChIJoYdyXG2zbTkR_nVFV1Uj-00?authuser=0&hl=en&rclk=1","KARNI UDHYAAN MARRIAGE GARDEN","4.2","(111)","Event venue","·","·","Open","· Closes 6 pm","","","Directions","","","""Nice garden for party, marriage function, and other occasions""","","plot no.13, karni udhyaan, तारा नगर मार्ग","093148 80740","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","·",""
"https://www.google.com/maps/place/Dibiaa-+Experts+in+Cardboard+Jewellery+Boxes+for+Retail+%26+Online+Silver+Jewellery+Brands/data=!4m7!3m6!1s0x396db6adbe0a7c29:0x202502fdfc747108!8m2!3d26.9549254!4d75.748676!16s%2Fg%2F1tr7b6gs!19sChIJKXwKvq22bTkRCHF0_P0CJSA?authuser=0&hl=en&rclk=1","Dibiaa- Experts in Cardboard Jewellery Boxes for Retail & Online Silver Jewellery Brands","4.9","(227)","Packaging company","·","·","Open","· Closes 6:30 pm","http://www.dibiaa.com/","","Website","","Directions","On-site services","Online appointments","Plot no. 80, Road no. 6, Shalimar Circle","099106 90691","","","·",""
"https://www.google.com/maps/place/Om+Marriage+Garden/data=!4m7!3m6!1s0x396db2cd749a099d:0x8f0b012723dfc423!8m2!3d26.9696012!4d75.7164775!16s%2Fg%2F1ydpvbbhh!19sChIJnQmadM2ybTkRI8TfIycBC48?authuser=0&hl=en&rclk=1","Om Marriage Garden","3.8","(59)","Wedding venue","·","Old 34 No Bus Stand, Niwaru Rd","Open","· Closes 9 pm","","","Directions","","","","","·","099298 34685","","","",""
"https://www.google.com/maps/place/Chandoliya+Marriage+garden/data=!4m7!3m6!1s0x396db351ebbb3f9f:0x66631822de22cd65!8m2!3d26.9379618!4d75.7376414!16s%2Fg%2F11hdwymdr8!19sChIJnz-761GzbTkRZc0i3iIYY2Y?authuser=0&hl=en&rclk=1","Chandoliya Marriage garden","4.0","(127)","Event venue","·","·","Open","· Closes 8 pm","","","Directions","","","""Small marriage garden, good for small function""","","11","083849 61013","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","·",""
"https://www.google.com/maps/place/ROYAL+%F0%9F%8C%B9FLOWER+%F0%9F%8C%B9DECORATION+%26+Event+Management+Company/data=!4m7!3m6!1s0x396db38e47b92ed7:0xa2068d8a06cbfaf6!8m2!3d26.9726485!4d75.7508384!16s%2Fg%2F11tsnwqq_h!19sChIJ1y65R46zbTkR9vrLBoqNBqI?authuser=0&hl=en&rclk=1","ROYAL 🌹FLOWER 🌹DECORATION & Event Management Company","4.9","(79)","Wedding planner","·","Hotal raj in, Benad Rd","Open","· Closes 9 pm","https://mybillbook.in/store/royal_flowers_events","","Website","","Directions","In-store shopping","In-store pick-up","·","094626 65232","","","","Delivery"
"https://www.google.com/maps/place/Paintball+lovers+Jaipur/data=!4m7!3m6!1s0x396db314efd6b32f:0x87ae11ca2fa883cf!8m2!3d26.9384506!4d75.7269519!16s%2Fg%2F11fsmbnrlg!19sChIJL7PW7xSzbTkRz4OoL8oRroc?authuser=0&hl=en&rclk=1","Paintball lovers Jaipur","4.8","(518)","Paintball center","·","28-31, Narshing Vihar, 80 Ft Road, Jan Path, behind Siyaram Marriage Garden","Open","· Closes 10 pm","https://paintballlovers.in/","","Website","","Directions","""Fun","event","·","095301 63873","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","","for birthday and enjoying with friends"""
"https://www.google.com/maps/place/THE+FLORENCE+RESORT/data=!4m10!3m9!1s0x396db3b8c3d64687:0x40707ccf38fe79d4!5m2!4m1!1i2!8m2!3d26.9532944!4d75.7331386!16s%2Fg%2F11tjp5hmpd!19sChIJh0bWw7izbTkR1Hn-OM98cEA?authuser=0&hl=en&rclk=1","THE FLORENCE RESORT","4.6","(1,620)","4-star hotel","","","","","http://www.theflorenceresort.com/","","Website","","Directions","""Highly recommended for weddings, family functions, or group","events","","096102 24222","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","","."""
"https://www.google.com/maps/place/Swadvik+Events/data=!4m7!3m6!1s0x396db3ac9c547f43:0xac6638cfa092a6cb!8m2!3d26.9359544!4d75.7506772!16s%2Fg%2F11r99605x3!19sChIJQ39UnKyzbTkRy6aSoM84Zqw?authuser=0&hl=en&rclk=1","Swadvik Events","4.0","(4)","Wedding planner","","·","Open 24 hours","","https://swadvik-events.grexa.site/","","Website","","Directions","""","Best event","","091169 52021","https://ssl.gstatic.com/local/servicebusiness/default_user.png","","","company in jaipur and i highly recommended for wedding events"""
"https://www.google.com/maps/place/Myra+Events-+Wedding+Planner+in+Jaipur,+Event+Organizers,+Destination+Wedding+Planner,+Event+Management+Company+in+Jaipur/data=!4m7!3m6!1s0x396c4d49171cd5f9:0xe9451e81a79adfe3!8m2!3d26.9399485!4d75.7567573!16s%2Fg%2F11tbz4gj_k!19sChIJ-dUcF0lNbDkR49-ap4EeRek?authuser=0&hl=en&rclk=1","Myra Events- Wedding Planner in Jaipur, Event Organizers, Destination Wedding Planner, Event Management Company in Jaipur","5.0","(1)","Event management company","·","S-6, Krishna Plaza","Open","· Closes 8 pm","","","Directions","","","","","·","098280 12830","","","",""
"https://www.google.com/maps/place/Regenta+Central,+Jaipur/data=!4m10!3m9!1s0x396db311fe059979:0x257ba9c7f11115ac!5m2!4m1!1i2!8m2!3d26.9428592!4d75.7488025!16s%2Fg%2F11c3w8c7th!19sChIJeZkF_hGzbTkRrBUR8cepeyU?authuser=0&hl=en&rclk=1","Regenta Central, Jaipur","4.0","(3,423)","4-star hotel","Casual hotel with a rooftop pool","","","","https://regentarewards.com/hotel/regenta-central-jaipur","","Website","","Directions","","","","0141 716 5100","","","",""
"https://www.google.com/maps/place/Alka+Music+Point+%26+Video+Movie+%26+Events/data=!4m7!3m6!1s0x396db3124ae8fff9:0x898220fcd510f5fb!8m2!3d26.9408331!4d75.7458251!16s%2Fg%2F11bxc40s_s!19sChIJ-f_oShKzbTkR-_UQ1fwggok?authuser=0&hl=en&rclk=1","Alka Music Point & Video Movie & Events","4.1","(14)","Event planner","·","Plot No 2 Shree Ramnagar A Jhotwara","Open","· Closes 8 pm","","","Directions","","","","","·","093142 50970","","","",""
"https://www.google.com/maps/place/Utsav+Garden/data=!4m7!3m6!1s0x396db2fc9bf203a3:0x793869ad47a90289!8m2!3d26.9658547!4d75.7506325!16s%2Fg%2F12m9jzqgd!19sChIJowPym_yybTkRiQKpR61pOHk?authuser=0&hl=en&rclk=1","Utsav Garden","4.1","(337)","Banquet hall","·","","","","","","Directions","","","Dine-in","","","080588 09541","","","",""
"https://www.google.com/maps/place/Radha+Govind+Villas+marriage+Garden/data=!4m7!3m6!1s0x396db2fa97bf3551:0x7bbaf4be021f11d2!8m2!3d26.9660193!4d75.7450878!16s%2Fg%2F11gfj54lw5!19sChIJUTW_l_qybTkR0hEfAr70uns?authuser=0&hl=en&rclk=1","Radha Govind Villas marriage Garden","4.2","(437)","Banquet hall","·","·","Open 24 hours","","","","Directions","","","Dine-in","","near, 200 Feet Bypass Rd","096944 00551","","","·",""
"https://www.google.com/maps/place/Saini+Marriage+Garden/data=!4m7!3m6!1s0x396db3149d172e4d:0x7377f02cbcb6ddc8!8m2!3d26.9385508!4d75.7431883!16s%2Fg%2F11c2l1sqr6!19sChIJTS4XnRSzbTkRyN22vCzwd3M?authuser=0&hl=en&rclk=1","Saini Marriage Garden","3.8","(181)","Banquet hall","·","·","Open 24 hours","","","","Directions","","","Dine-in","","114","095092 65663","","","·",""
"https://www.google.com/maps/place/SHREE+EVENT%27S/data=!4m7!3m6!1s0x396db3a3099922ab:0x1e5ccbcccab3ca1c!8m2!3d26.9864051!4d75.7404242!16s%2Fg%2F11gjxttl67!19sChIJqyKZCaOzbTkRHMqzyszLXB4?authuser=0&hl=en&rclk=1","SHREE EVENT'S","5.0","(7)","Event management company","·","·","Open","· Closes 9 pm","","","Directions","","","","","25 RAMESHWAR DHAM J, Benad Rd","097827 48748","","","·",""
"https://www.google.com/maps/place/Shree+Govindam+Caterers+-+Best+Catering+Service+in+Jaipur+Since+1996*/data=!4m7!3m6!1s0x396db3208270ac5f:0x46466e6681e386a5!8m2!3d26.9388512!4d75.7543876!16s%2Fg%2F11jlzfcnpr!19sChIJX6xwgiCzbTkRpYbjgWZuRkY?authuser=0&hl=en&rclk=1","Shree Govindam Caterers - Best Catering Service in Jaipur Since 1996*","4.9","(25)","Catering food and drink supplier","·","29-A Rana pratap nagar, Kalwar Rd, near brij bal mandir school","Open","· Closes 9 pm","","","Directions","","","","","·","078771 71690","","","",""
"https://www.google.com/maps/place/Shree+Rooplaxmi%27s+Castle/data=!4m7!3m6!1s0x396c4d42c9774539:0x32c0f1c60bf15cae!8m2!3d26.977475!4d75.6949954!16s%2Fg%2F11jkcg0d9w!19sChIJOUV3yUJNbDkRrlzxC8bxwDI?authuser=0&hl=en&rclk=1","Shree Rooplaxmi's Castle","4.4","(1,171)","Resort hotel","·","Niwaru Rd","","","https://www.instagram.com/shreerooplaxmiscastle?igsh=MWNmaXp3b3R4eDRubg==","","Website","","Directions","","","","098290 15292","","","",""
"https://www.google.com/maps/place/Shanti+Marriage+Garden/data=!4m7!3m6!1s0x396db33c2a2b7c43:0x53f82b461fcd4d79!8m2!3d26.9415953!4d75.733867!16s%2Fg%2F11clsrnvp_!19sChIJQ3wrKjyzbTkReU3NH0Yr-FM?authuser=0&hl=en&rclk=1","Shanti Marriage Garden","4.2","(941)","Wedding venue","·","·","","","","","Directions","","","","","119, Shanti Marriage Garden, Jan Path","099503 24588","","","",""
"https://www.google.com/maps/place/Narayan+Palace/data=!4m7!3m6!1s0x396c4d2aa01c96bb:0x70f4c1be7af21ffe!8m2!3d26.9548681!4d75.695668!16s%2Fg%2F11smmdyk5b!19sChIJu5YcoCpNbDkR_h_yer7B9HA?authuser=0&hl=en&rclk=1","Narayan Palace","4.3","(57)","Wedding venue","·","·","Open 24 hours","","","","Directions","","","","","20","","","","",""
"https://www.google.com/maps/place/Janki+Paradise+Marriage+Garden/data=!4m7!3m6!1s0x396db4a3d7c905f5:0xe0742551cf3e5373!8m2!3d26.9065975!4d75.7336652!16s%2Fg%2F11c5_3v66b!19sChIJ9QXJ16O0bTkRc1M-z1EldOA?authuser=0&hl=en&rclk=1","Janki Paradise Marriage Garden","4.2","(629)","Banquet hall","·","·","Open 24 hours","","","","Directions","","","","","Gandhi Path Rd","","","","",""
"https://www.google.com/maps/place/Padmini+Heritage+-+A+Wedding+Destination/data=!4m10!3m9!1s0x396db36a97b563ad:0xe51f671ed383c0f4!5m2!4m1!1i2!8m2!3d26.9344803!4d75.7380704!16s%2Fg%2F11bt_gnvqh!19sChIJrWO1l2qzbTkR9MCD0x5nH-U?authuser=0&hl=en&rclk=1","Padmini Heritage - A Wedding Destination","4.2","(394)","Group accommodation","Vibrant quarters with a pool & an eatery","","","","https://www.oyorooms.com/224387/","","Website","","Directions","","","","070734 17791","","","",""
"https://www.google.com/maps/place/Nice+Banqutes/data=!4m10!3m9!1s0x396db34743b5387d:0x447922340cfed379!5m2!4m1!1i2!8m2!3d26.9341145!4d75.7300648!16s%2Fg%2F11c6lk117m!19sChIJfTi1Q0ezbTkRedP-DDQieUQ?authuser=0&hl=en&rclk=1","Nice Banqutes","4.3","(43)","Hotel","","","","","","","Directions","","","","","","098280 14963","","","",""
"https://www.google.com/maps/place/Rukma+marriage+Garden/data=!4m7!3m6!1s0x396db318bb9c3f97:0x6a5596eeab51b193!8m2!3d26.9460243!4d75.7568771!16s%2Fg%2F11h8gpm_t7!19sChIJlz-cuxizbTkRk7FRq-6WVWo?authuser=0&hl=en&rclk=1","Rukma marriage Garden","3.9","(71)","Wedding venue","·","·","","","","","Directions","","","","","27","077422 07355","","","",""
"https://www.google.com/maps/place/VIBHA+PALACE/data=!4m10!3m9!1s0x396db3093b10f83f:0xa52860fb9ac8a616!5m2!4m1!1i2!8m2!3d26.9340221!4d75.7400853!16s%2Fg%2F11shcyvgkq!19sChIJP_gQOwmzbTkRFqbImvtgKKU?authuser=0&hl=en&rclk=1","VIBHA PALACE","4.6","(105)","Hotel","","","","","","","Directions","","","","","","090017 94070","","","",""
"https://www.google.com/maps/place/Awadh+marriage+palace/data=!4m7!3m6!1s0x396db33f569d8099:0x79b5561c0470943d!8m2!3d26.9356386!4d75.7314837!16s%2Fg%2F11bxb9qmcm!19sChIJmYCdVj-zbTkRPZRwBBxWtXk?authuser=0&hl=en&rclk=1","Awadh marriage palace","4.1","(685)","Banquet hall","·","·","Open","· Closes 5 pm","","","Directions","","","","","A-12, 200 Feet Bypass Rd","","","","",""
