"hfpxzc href","xxVWCe","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","M4A5Cf","ah5Ghc 2","W4Efsd 7"
"https://www.google.com/maps/place/Sanwriya+Dj+%26+Event%27s/data=!4m7!3m6!1s0x396dcb007b553651:0x5a07ede3106c1658!8m2!3d26.8112484!4d75.7840305!16s%2Fg%2F11x_p25v0m!19sChIJUTZVewDLbTkRWBZsEOPtB1o?authuser=0&hl=en&rclk=1","Sanwriya Dj & Event's","Sanwriya Dj & Event's","5.0","(29)","Event management company","·","·","77 Raigro ka bada mohhla, 302029","Open 24 hours","","","","Website","","","https://www.instagram.com/sanwariya_dj_events?igsh=dGk0a3poaWg2eXp0","","Directions","","",""
"https://www.google.com/maps/place/Maa+Laxmi+Balloon+%26+Light+Decoration/data=!4m7!3m6!1s0x396dcbeca185f351:0x694ed296e4209937!8m2!3d26.8179426!4d75.7884017!16s%2Fg%2F11t6h__wm4!19sChIJUfOFoezLbTkRN5kg5JbSTmk?authuser=0&hl=en&rclk=1","Maa Laxmi Balloon & Light Decoration","Maa Laxmi Balloon & Light Decoration","4.7","(16)","Event management company","·","Radha Ballabh Marg","Open 24 hours","","·","088903 54995","","Directions","","","","","","","",""
"https://www.google.com/maps/place/Event+Fiesta/data=!4m7!3m6!1s0x396db5db2909dd71:0xad0d196a101fc6ce!8m2!3d26.8579611!4d75.7960703!16s%2Fg%2F11bwfm77z0!19sChIJcd0JKdu1bTkRzsYfEGoZDa0?authuser=0&hl=en&rclk=1","Event Fiesta","Event Fiesta","4.8","(79)","Event management company","·","A11-B, Tonk Rd, opposite Central Bank","Open 24 hours","","·","094144 46498","","Directions","","","","","","","",""
"https://www.google.com/maps/place/The+Candle+Canvas/data=!4m7!3m6!1s0x396db5002da87bfd:0xdafae4b69a4e55a5!8m2!3d26.8282076!4d75.7711027!16s%2Fg%2F11z4vptn90!19sChIJ_XuoLQC1bTkRpVVOmrbk-to?authuser=0&hl=en&rclk=1","The Candle Canvas","The Candle Canvas","5.0","(1)","Event management company","·","RQHC+7CQ","","","","","","Directions","","","","","","","",""
"https://www.google.com/maps/place/Saugaat+by+mehta+events/data=!4m7!3m6!1s0x396db52cf9b187f3:0x6322c445ed4258cd!8m2!3d26.8796587!4d75.7737968!16s%2Fg%2F11gxs08j_l!19sChIJ84ex-Sy1bTkRzVhC7UXEImM?authuser=0&hl=en&rclk=1","Saugaat by mehta events","Saugaat by mehta events","4.8","(192)","Event management company","·","284 a, behind somani hospital","Open 24 hours","","","","","Directions","","On-site services","","","","·","Online appointments",""
"https://www.google.com/maps/place/Eelegant+Events/data=!4m7!3m6!1s0x396db4645b2320bf:0x2f8c32a5ad9bcab0!8m2!3d26.8715812!4d75.759692!16s%2Fg%2F1vr3bkz3!19sChIJvyAjW2S0bTkRsMqbraUyjC8?authuser=0&hl=en&rclk=1","Eelegant Events","Eelegant Events","4.9","(46)","Event planner","·","33/15, Swarn Path","·","Open","","095295 66660","","Website","","On-site services","http://eelegantevents.in/","","Directions","·","Online appointments","· Closes 9 pm"
"https://www.google.com/maps/place/Event+Empire+-+Wedding+Event+Planner+in+Jaipur+%7C+Event+Management+%26+Designing+company/data=!4m7!3m6!1s0x396db5c88ffe9dff:0x933d26f33e73b882!8m2!3d26.8557194!4d75.7640194!16s%2Fg%2F11sjcdwcfg!19sChIJ_53-j8i1bTkRgrhzPvMmPZM?authuser=0&hl=en&rclk=1","Event Empire - Wedding Event Planner in Jaipur | Event Management & Designing company","Event Empire - Wedding Event Planner in Jaipur | Event Management & Designing company","5.0","(3)","Event management company","·","84/17 Dhawalgiri Marg, Arawali Marg","·","Open","","095210 83174","","Website","","On-site services","https://eventempire.in/","","Directions","·","Online appointments","· Closes 8 pm"
"https://www.google.com/maps/place/SOS+Party+-MICE+Event+Management+Company+Jaipur/data=!4m7!3m6!1s0x396db55d08703033:0xd0a4d2a9fb0b6199!8m2!3d26.8874296!4d75.7471471!16s%2Fg%2F11v6b_t7hj!19sChIJMzBwCF21bTkRmWEL-6nSpNA?authuser=0&hl=en&rclk=1","SOS Party -MICE Event Management Company Jaipur","SOS Party -MICE Event Management Company Jaipur","5.0","(73)","Event management company","·","115-116, Parshav Nath Colony Rd","·","Open","","079734 32360","","Website","","On-site services","https://www.sosparty.io/","","Directions","·","Online appointments","· Closes 9 pm"
"https://www.google.com/maps/place/Neha%E2%80%99s+Evento+Media+Services+Pvt.+Ltd./data=!4m7!3m6!1s0x396db139c63aaaa9:0x76c6d27637530485!8m2!3d26.8637166!4d75.7959765!16s%2Fg%2F11bzz3cn33!19sChIJqao6xjmxbTkRhQRTN3bSxnY?authuser=0&hl=en&rclk=1","Neha’s Evento Media Services Pvt. Ltd.","Neha’s Evento Media Services Pvt. Ltd.","4.7","(121)","Event planner","·","516,sunny paradise, near kamal and company tonk road jaipur S-3, Meera Patrakar colony Mansarovar Gopalpura, Tonk Rd","·","Open","","099289 53600","","Website","","On-site services","https://nehas-evento-media.grexa.site/","","Directions","·","Online appointments","· Closes 7 pm"
"https://www.google.com/maps/place/Pinkcity+Events/data=!4m7!3m6!1s0x396db7321694b035:0x7835b45610e49503!8m2!3d26.841149!4d75.8275982!16s%2Fg%2F11jvhgbw6y!19sChIJNbCUFjK3bTkRA5XkEFa0NXg?authuser=0&hl=en&rclk=1","Pinkcity Events","Pinkcity Events","4.9","(170)","Event management company","·","B-21, Ganesh Vihar St","·","Open 24 hours","","096724 40072","","Website","","","https://sites.google.com/view/pinkcity-eventsjpr/","","Directions","","",""
"https://www.google.com/maps/place/Jaipur+Events+%26+Decor/data=!4m7!3m6!1s0x396db5094e3ac091:0x48ff0ffc6ae257c0!8m2!3d26.8870232!4d75.761633!16s%2Fg%2F11w7m4t1_j!19sChIJkcA6Tgm1bTkRwFfiavwP_0g?authuser=0&hl=en&rclk=1","Jaipur Events & Decor","Jaipur Events & Decor","4.9","(12)","Wedding service","·","484, New Sanganer Rd","·","Open 24 hours","","096943 86567","","Website","","","https://www.jaipurevents.in/","","Directions","","",""
"https://www.google.com/maps/place/Adorable+Event/data=!4m7!3m6!1s0x396db52a5636f861:0x9237e8562263bcbb!8m2!3d26.8697266!4d75.7968439!16s%2Fg%2F11y66ywk6y!19sChIJYfg2Viq1bTkRu7xjIlboN5I?authuser=0&hl=en&rclk=1","Adorable Event","Adorable Event","4.8","(63)","Event management company","·","Shop 9, First Floor, Shubham Garments, Tonk Rd, opp. glass factory","·","Open","","090790 95575","","Website","","On-site services","https://adorableevent.in/","","Directions","","","· Closes 10 pm"
"https://www.google.com/maps/place/Suresh+Electrical+and+Genrators/data=!4m7!3m6!1s0x396db50035724343:0x30d6781fa107e0d1!8m2!3d26.846284!4d75.7578182!16s%2Fg%2F11z237mhgt!19sChIJQ0NyNQC1bTkR0eAHoR941jA?authuser=0&hl=en&rclk=1","Suresh Electrical and Genrators","Suresh Electrical and Genrators","5.0","(1)","Event planner","·","RQW5+F6M","","","","","","Directions","","","","","","","",""
"https://www.google.com/maps/place/MG+Event+%26+Entertainment/data=!4m7!3m6!1s0x396dc9d8753ea0b3:0x4bb5a0a89132ed78!8m2!3d26.8311304!4d75.8414112!16s%2Fg%2F11clw7p3xy!19sChIJs6A-ddjJbTkReO0ykaigtUs?authuser=0&hl=en&rclk=1","MG Event & Entertainment","MG Event & Entertainment","4.8","(58)","Event management company","·","Plot No5","Open 24 hours","","·","099283 75154","","Directions","","On-site services","","","","·","Online appointments",""
"https://www.google.com/maps/place/Kaarwaan+Events/data=!4m7!3m6!1s0x396db5a1cf4211fd:0x94f74d36beb3cf6!8m2!3d26.8498569!4d75.7796286!16s%2Fg%2F11wb1537kv!19sChIJ_RFCz6G1bTkR9jzra9N0Twk?authuser=0&hl=en&rclk=1","Kaarwaan Events","Kaarwaan Events","4.9","(50)","Event planner","·","Bagda's (196","·","Open","","095082 08745","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""From start to finish, every detail was flawless and stress-free.""","https://www.kaarwaan.co/","","Directions","","","· Closes 5 pm"
"https://www.google.com/maps/place/Celebration+Management/data=!4m7!3m6!1s0x396db7d5ad6ee917:0xd20625841ce15b8d!8m2!3d26.8323613!4d75.8348807!16s%2Fg%2F11vkrjg5nw!19sChIJF-lurdW3bTkRjVvhHIQlBtI?authuser=0&hl=en&rclk=1","Celebration Management","Celebration Management","5.0","(68)","Event management company","·","GOLDEN DOMES, near PUNJAB NATIONAL BANK","·","Open 24 hours","","092510 05522","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice work , great experience and service with Celebration mangement 💕✨✨""","https://www.celebrationmanagement.in/","","Directions","","",""
"https://www.google.com/maps/place/Natraj+Events+Organizer/data=!4m7!3m6!1s0x396db449bb8d1d81:0x8f1fe8526be6ddd9!8m2!3d26.8787915!4d75.7817293!16s%2Fg%2F11c5rv3x4_!19sChIJgR2Nu0m0bTkR2d3ma1LoH48?authuser=0&hl=en&rclk=1","Natraj Events Organizer","Natraj Events Organizer","4.8","(59)","Event management company","·","Mansarovar Rd, near to Baal Angan School","Open 24 hours","","·","098296 45670","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mridul and his team at Natraj Events helped me organize an event recently.""","","","","","",""
"https://www.google.com/maps/place/Preetesh+Event+%26+Entertainment/data=!4m7!3m6!1s0x396db41a5b55ce19:0x4730b544e87ecaa2!8m2!3d26.8413829!4d75.8064422!16s%2Fg%2F11cm08dl7g!19sChIJGc5VWxq0bTkRosp-6ES1MEc?authuser=0&hl=en&rclk=1","Preetesh Event & Entertainment","Preetesh Event & Entertainment","4.7","(34)","Event management company","·","7/444, Sector 7 Malviya Nagar Rd","·","Open 24 hours","","097840 10944","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He has not left any stone unturned to make the event a grand success.""","http://www.preeteshevents.com/","","Directions","","",""
"https://www.google.com/maps/place/Azora+Venture+Pvt.+Ltd./data=!4m7!3m6!1s0x396db566b8701721:0x6cc0c9d1bbc55b11!8m2!3d26.8521792!4d75.755451!16s%2Fg%2F11nbh3s7ys!19sChIJIRdwuGa1bTkREVvFu9HJwGw?authuser=0&hl=en&rclk=1","Azora Venture Pvt. Ltd.","Azora Venture Pvt. Ltd.","5.0","(8)","Event management company","·","Patrakar Colony Rd","","Open","","","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Everything was handled smoothly with great attention to detail.""","https://www.azoraventure.com/","","Directions","","","· Closes 7 pm"
"https://www.google.com/maps/place/The+Radhakrishnam+Event+Planner/data=!4m7!3m6!1s0xbf97588c5964397:0xf17fe2ec95fac7f5!8m2!3d26.8635563!4d75.7717303!16s%2Fg%2F11w2gmgckm!19sChIJl0OWxYh1-QsR9cf6lezif_E?authuser=0&hl=en&rclk=1","The Radhakrishnam Event Planner","The Radhakrishnam Event Planner","5.0","(119)","Wedding planner","·","78/8, Arawali Marg","Open","· Closes 10 pm","·","089558 83427","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They turned our vision into a reality that exceeded our wildest dreams!""""","","","","","",""
"https://www.google.com/maps/place/One+Event+Pvt.+Ltd./data=!4m7!3m6!1s0x396db4f7ecf822df:0xf9a8fd92081ea7c5!8m2!3d26.8812894!4d75.7591606!16s%2Fg%2F11bxglyy29!19sChIJ3yL47Pe0bTkRxaceCJL9qPk?authuser=0&hl=en&rclk=1","One Event Pvt. Ltd.","One Event Pvt. Ltd.","4.5","(40)","Event management company","·","G3 Suryansh Apartment, 48 Hira Nagar, Gopalpura Bypass Rd","·","Open 24 hours","","093526 33913","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best event management  in jaipur  ...""","http://www.oneevent.in/","","Directions","","",""
"https://www.google.com/maps/place/Deepika+Events/data=!4m7!3m6!1s0x396dc9628ad558e5:0xc9f61dce7ea676df!8m2!3d26.7906108!4d75.8150785!16s%2Fg%2F11z5qd_xh6!19sChIJ5VjVimLJbTkR33amfs4d9sk?authuser=0&hl=en&rclk=1","Deepika Events","Deepika Events","2.3","(3)","Event planner","·","A Tolltex, Ram Nagar, Plot no 95, near Kumbha Marg","Open 24 hours","","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A Great","","","","","Event Company",""
"https://www.google.com/maps/place/G5+production+event+planner/data=!4m7!3m6!1s0x396db50005e387dd:0xc3ee8142d40f012b!8m2!3d26.8366375!4d75.7650164!16s%2Fg%2F11zcvp6h_t!19sChIJ3YfjBQC1bTkRKwEP1EKB7sM?authuser=0&hl=en&rclk=1","G5 production event planner","G5 production event planner","","","Event management company","·","RQP8+M22, St 2","","","","","","Directions","","","","","","","",""
"https://www.google.com/maps/place/Sharma+Haveli/data=!4m7!3m6!1s0x396dcb007e313575:0x3aafa4c9b91c1f8e!8m2!3d26.8205721!4d75.7648408!16s%2Fg%2F11z402ckp8!19sChIJdTUxfgDLbTkRjh8cucmkrzo?authuser=0&hl=en&rclk=1","Sharma Haveli","Sharma Haveli","","","Event management company","·","RQC7+6WQ","Open","· Closes 7 pm","","","","Directions","","","","","","","",""
"https://www.google.com/maps/place/SK+JAIPUR+DECORATION+-+Event+Management+Service/data=!4m7!3m6!1s0x396db557aba5314d:0x623cc834b475e1f!8m2!3d26.8723291!4d75.7491194!16s%2Fg%2F11vd3f5jgr!19sChIJTTGlq1e1bTkRH15HS4PMIwY?authuser=0&hl=en&rclk=1","SK JAIPUR DECORATION - Event Management Service","SK JAIPUR DECORATION - Event Management Service","5.0","(13)","Event management company","·","M8 enginer, 6D, colour saini Marg","·","Open 24 hours","","096607 86457","","Website","","On-site services","https://skjaipurdecorationevents.in/","","Directions","·","Online appointments",""
"https://www.google.com/maps/place/TAD+Events/data=!4m7!3m6!1s0x396db5064aea50ad:0xa1c92bc4be63df97!8m2!3d26.882527!4d75.756143!16s%2Fg%2F11h_3zvl0_!19sChIJrVDqSga1bTkRl99jvsQryaE?authuser=0&hl=en&rclk=1","TAD Events","TAD Events","4.5","(225)","Event management company","·","140 C, Pandit TN Mishra Marg","·","Open 24 hours","","078777 72391","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They handled everything perfectly and made the event stress-free for us.""","https://tadevents.in/","","Directions","","",""
"https://www.google.com/maps/place/N+G+Tent+House+%26+Event/data=!4m7!3m6!1s0x396db5ee1386f529:0xfa38d1f2ba62082d!8m2!3d26.8387546!4d75.7600035!16s%2Fg%2F11twfmp8hm!19sChIJKfWGE-61bTkRLQhiuvLROPo?authuser=0&hl=en&rclk=1","N G Tent House & Event","N G Tent House & Event","4.5","(8)","Event planner","·","07, Shiv Shakti Nagar, Iskcon Rd","Open","· Closes 9 pm","·","070143 11156","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent services""","","","","","",""
"https://www.google.com/maps/place/Milestone+Entertainment/data=!4m7!3m6!1s0x396db60775162679:0x7eaff877dc7be05b!8m2!3d26.8362688!4d75.808321!16s%2Fg%2F11b6j7v6ng!19sChIJeSYWdQe2bTkRW-B73Hf4r34?authuser=0&hl=en&rclk=1","Milestone Entertainment","Milestone Entertainment","4.3","(30)","Event management company","·","·","E-128 Saraswati Nagar, Behind Gold Sukh, Jawahar Circle","Open","·","088290 10501","","Website","","On-site services","https://www.milestoneevent.in/","","Directions","·","Online appointments","· Closes 9 pm"
"https://www.google.com/maps/place/Mj+wedding+events/data=!4m7!3m6!1s0x396dcb32d4e51b9d:0xa6bb80ace20b21ab!8m2!3d26.8149837!4d75.7971507!16s%2Fg%2F11m5lpcg1g!19sChIJnRvl1DLLbTkRqyEL4qyAu6Y?authuser=0&hl=en&rclk=1","Mj wedding events","Mj wedding events","5.0","(3)","Event planner","·","ki gali Chaudhary petrol pump ke samne, Panchvati D, Miya Bajaj Gali","","","","099298 34091","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice codinaters in this faram""","","","","","",""
"https://www.google.com/maps/place/Event+By+Sam+-+Event+Company+In+Jaipur/data=!4m7!3m6!1s0x48e563882314e0fb:0x23bae9a79313902d!8m2!3d21.0680074!4d82.7525294!16s%2Fg%2F11x11qxmdv!19sChIJ--AUI4hj5UgRLZATk6fpuiM?authuser=0&hl=en&rclk=1","Event By Sam - Event Company In Jaipur","Event By Sam - Event Company In Jaipur","4.6","(8)","Event management company","","","","Open","","","","Website","","Online appointments","https://www.eventbysam.com/","","Directions","","","· Closes 8 pm"
"https://www.google.com/maps/place/Ss+paradise/data=!4m7!3m6!1s0x396db59f0ce1b837:0x68f08021824ce327!8m2!3d26.8448414!4d75.7638447!16s%2Fg%2F11cm0yjhcy!19sChIJN7jhDJ-1bTkRJ-NMgiGA8Gg?authuser=0&hl=en&rclk=1","Ss paradise","Ss paradise","4.1","(551)","Event venue","·","·","Open 24 hours","·","Iskcon Rd, near Sumer Nagar","080790 68748","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nice place to organise an event.""","","","","","",""
"https://www.google.com/maps/place/Global+Craft+Events/data=!4m7!3m6!1s0x4ad22d14a96d924d:0xf4df2be8d78f035c!8m2!3d26.8852108!4d75.7905578!16s%2Fg%2F11lv7j55n5!19sChIJTZJtqRQt0koRXAOP1-gr3_Q?authuser=0&hl=en&rclk=1","Global Craft Events","Global Craft Events","5.0","(2)","Wedding planner","","","","Open","","","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Give a chance to them to make your dream event come live.""","https://www.globalcraftevents.com/","","Directions","","","· Closes 8 pm"
"https://www.google.com/maps/place/Shree+Events+and+Decoration/data=!4m7!3m6!1s0x396db5cd1baf3175:0x13a2fea706e342fd!8m2!3d26.8719684!4d75.796011!16s%2Fg%2F11w9zftvkb!19sChIJdTGvG821bTkR_ULjBqf-ohM?authuser=0&hl=en&rclk=1","Shree Events and Decoration","Shree Events and Decoration","5.0","(17)","Event management company","·","White House, 33, near Petrol Pump, Gatta","·","Open","","091661 31146","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Your attention to detail and dedication made the event truly special.""","https://www.shreeeventsanddecoration.com/","","Directions","","","· Closes 8 pm"
"https://www.google.com/maps/place/Balloon+decoration+Jaipur/data=!4m7!3m6!1s0x396db5914efa3fb5:0xd50a6c0fc06ea16f!8m2!3d26.8509173!4d75.7654868!16s%2Fg%2F11xvsgwy4f!19sChIJtT_6TpG1bTkRb6FuwA9sCtU?authuser=0&hl=en&rclk=1","Balloon decoration Jaipur","Balloon decoration Jaipur","4.9","(83)","Event management company","","·","","Open 24 hours","","095719 69627","","Website","","Delivery","https://www.instagram.com/balloon_decoration_jaipur1?igsh=MTdndTJvMTZ6ZGg3ag==","","Directions","","",""
"https://www.google.com/maps/place/SK+JAIPUR+DECORATION+-+Event+Management+Service/data=!4m7!3m6!1s0x396db557aba5314d:0x623cc834b475e1f!8m2!3d26.872329!4d75.749119!16s%2Fg%2F11vd3f5jgr!19sChIJTTGlq1e1bTkRH15HS4PMIwY?authuser=0&hl=en&rclk=1","SK JAIPUR DECORATION - Event Management Service","SK JAIPUR DECORATION - Event Management Service","5.0","(13)","Event management company","·","6D colour saini Marg","Open 24 hours","·","","096607 86457","","Website","","","https://www.google.com/aclk?sa=L&ai=DChsSEwiilM6j0PyVAxVowjwCHTfRI6oYACICCAEQAxoCc2Y&co=1&ase=2&gclid=CjwKCAjwj7HTBhBiEiwA8s35OmCw1Y4Dv4sslkOgMzzL3j0EJ_vbcqQxiN9km1ZqttGI9m0uRHP7jxoC5DMQAvD_BwE&cid=CAAS0wHkaLVkbL1G65JHgpVWmQnVmyxi9mJnA9sc45eaHA6xoA0nqi47qzRlX3eR-5HaOZqiyVhbeE-Dvm0l9EpKn4BrDzxUGv_M6nJXV7XrIFlzACuwUr3koWheltCeKDXxASWuI3CabRYLPlA6GKuMmB7d87UIiWqa04XVTZKGCRTd82fbrKmU6i_8gzg1BILXtEcPVMviblup-OWDNHg78f_duDSEA9cgxGlpvP41lsvikO914XOqYSnUvAI2fbl0BFi3a9RA3XCa6F60k8wV2hFulz36&cce=2&category=acrcp_v1_32&sig=AOD64_0vnHMOTBizD7CncmwG-C4vXM-NuA&adurl&q&ctype=99&nis=6","","Directions","","",""
"https://www.google.com/maps/place/Vega+Star+Events+-+Wedding+Planner+and+Event+Planner+in+Jaipur/data=!4m7!3m6!1s0x396db5a53cbd75fd:0xac5fe2b90218f4d2!8m2!3d26.855852!4d75.768677!16s%2Fg%2F11ddxfv3mw!19sChIJ_XW9PKW1bTkR0vQYArniX6w?authuser=0&hl=en&rclk=1","Vega Star Events - Wedding Planner and Event Planner in Jaipur","Vega Star Events - Wedding Planner and Event Planner in Jaipur","4.8","(42)","Event management company","·","71/175 Near K.V. No.5","Open","·","· Closes 8 pm","094148 33258","","Website","","","https://www.google.com/aclk?sa=L&ai=DChsSEwiilM6j0PyVAxVowjwCHTfRI6oYACICCAEQAhoCc2Y&co=1&ase=2&gclid=CjwKCAjwj7HTBhBiEiwA8s35Ov6o11CCsiWwWq8YjwsWYicd0doNObtbbrercHW9SunRhIelIYNchxoCcTIQAvD_BwE&cid=CAAS0wHkaLVkbL1G65JHgpVWmQnVmyxi9mJnA9sc45eaHA6xoA0nqi47qzRlX3eR-5HaOZqiyVhbeE-Dvm0l9EpKn4BrDzxUGv_M6nJXV7XrIFlzACuwUr3koWheltCeKDXxASWuI3CabRYLPlA6GKuMmB7d87UIiWqa04XVTZKGCRTd82fbrKmU6i_8gzg1BILXtEcPVMviblup-OWDNHg78f_duDSEA9cgxGlpvP41lsvikO914XOqYSnUvAI2fbl0BFi3a9RA3XCa6F60k8wV2hFulz36&cce=2&category=acrcp_v1_32&sig=AOD64_13Q-tlq78xY0NCmzPjcnIot3pY1g&adurl&q&ctype=99&nis=6","","Directions","","",""
"https://www.google.com/maps/place/Vivan+garden/data=!4m7!3m6!1s0x396db5a1b63e528d:0xd9f404f02820e7be!8m2!3d26.8490637!4d75.763037!16s%2Fg%2F11dyn_67n3!19sChIJjVI-tqG1bTkRvucgKPAE9Nk?authuser=0&hl=en&rclk=1","Vivan garden","Vivan garden","4.3","(204)","Event venue","·","·","Open 24 hours","·","101/184 New Sanganer Rd Ward Number 43 Sector 101, New Sanganer Rd","093145 12914","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""You won't feel space issues for small to medium functions.""","","","","","",""
"https://www.google.com/maps/place/SHREE+BALAJI+CATERERS+AND+EVENTS+AND+SERVICES/data=!4m7!3m6!1s0x396db5e767ca12cb:0x1d9969495d0d4719!8m2!3d26.8295519!4d75.7737754!16s%2Fg%2F11yb1y8xg_!19sChIJyxLKZ-e1bTkRGUcNXUlpmR0?authuser=0&hl=en&rclk=1","SHREE BALAJI CATERERS AND EVENTS AND SERVICES","SHREE BALAJI CATERERS AND EVENTS AND SERVICES","5.0","(26)","Wedding planner","·","42","","","","096491 50313","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""What impressed me even more was their","","","","","event management",""
"https://www.google.com/maps/place/M+two+india/data=!4m7!3m6!1s0x396dcb146a40a3ed:0xac5ba24ebe86e88b!8m2!3d26.8163053!4d75.7720805!16s%2Fg%2F11t1j8my00!19sChIJ7aNAahTLbTkRi-iGvk6iW6w?authuser=0&hl=en&rclk=1","M two india","M two india","5.0","(5)","Event management company","·","RQ8C+GRG, Rampura Rd","Open now","","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They organized a wedding for me and I'm much delighted with their services.""","","","","","",""
"https://www.google.com/maps/place/Red+Apple+Media+%26+Entertainment/data=!4m7!3m6!1s0x396db46879059021:0x7b3ff72b9519bd2a!8m2!3d26.8826944!4d75.7610491!16s%2Fg%2F11c6qrn47w!19sChIJIZAFeWi0bTkRKr0ZlSv3P3s?authuser=0&hl=en&rclk=1","Red Apple Media & Entertainment","Red Apple Media & Entertainment","3.5","(37)","Event management company","·","603, New Sanganer Rd, near gurjar ki thadi","·","Open","","083022 98787","","Website","","On-site services","http://www.redappmedia.com/","","Directions","·","Online appointments","· Closes 8 pm"
"https://www.google.com/maps/place/V4+Events+Pvt.+Ltd./data=!4m7!3m6!1s0x396db41b3a5d4b51:0x7cc1fdb8197a04ca!8m2!3d26.907092!4d75.799211!16s%2Fg%2F11bbrm8ynl!19sChIJUUtdOhu0bTkRygR6Gbj9wXw?authuser=0&hl=en&rclk=1","V4 Events Pvt. Ltd.","V4 Events Pvt. Ltd.","4.7","(73)","Event management company","·","R-8/A, 1st Floor, Yudhister Marg","·","Open","","098291 58758","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service""","http://www.v4events.in/","","Directions","","","· Closes 8 pm"
"https://www.google.com/maps/place/The+Morningstar+Events/data=!4m7!3m6!1s0x396dcb0035ec8915:0x5bec21ceb26f0ba6!8m2!3d26.8175705!4d75.7847948!16s%2Fg%2F11mt5vkl6n!19sChIJFYnsNQDLbTkRpgtvss4h7Fs?authuser=0&hl=en&rclk=1","The Morningstar Events","The Morningstar Events","","","Film Production Company","·","RQ9M+2V7","Open","· Closes 5 pm","","","","Directions","","","","","","","",""
"https://www.google.com/maps/place/JAIPUR+DECORATIONS/data=!4m7!3m6!1s0x6b0dd8e16e6de2d7:0x917bba0da46ad82e!8m2!3d26.812292!4d75.7882!16s%2Fg%2F11wjdk1gxr!19sChIJ1-JtbuHYDWsRLthqpA26e5E?authuser=0&hl=en&rclk=1","JAIPUR DECORATIONS","JAIPUR DECORATIONS","4.8","(4)","Event management company","","·","","Open 24 hours","","089498 51691","","Website","","Online appointments","https://jaipurdecorations.in/","","Directions","·","On-site services not available",""
"https://www.google.com/maps/place/ICE+India+%7C+Corporate+Event+Management+%26+MICE+Travel+Agency/data=!4m7!3m6!1s0x396db5e8e6089749:0x2c746450737ef269!8m2!3d26.8771916!4d75.7614386!16s%2Fg%2F11wth01yw3!19sChIJSZcI5ui1bTkRafJ-c1BkdCw?authuser=0&hl=en&rclk=1","ICE India | Corporate Event Management & MICE Travel Agency","ICE India | Corporate Event Management & MICE Travel Agency","","","Event management company","·","233, opp. Sunny Trade Centre","","Open","","","","Website","","","https://www.iceindia.biz/","","Directions","","","· Closes 8 pm"
"https://www.google.com/maps/place/Steller+Events+-+Event+planner+%7C+Wedding+Planner+in+Jaipur/data=!4m7!3m6!1s0x396db7f88a4d86d5:0xe039f21c516c2ed2!8m2!3d26.8832043!4d75.878188!16s%2Fg%2F11yzkyglx8!19sChIJ1YZNivi3bTkR0i5sURzyOeA?authuser=0&hl=en&rclk=1","Steller Events - Event planner | Wedding Planner in Jaipur","Steller Events - Event planner | Wedding Planner in Jaipur","5.0","(8)","Event management company","·","Ball Nagar, F-52, Goner Rd, near Agra Road","·","Open 24 hours","","095714 85445","","Website","","On-site services","https://stellerevents.com/","","Directions","·","Online appointments",""
"https://www.google.com/maps/place/Shreyaansh+Paradise/data=!4m7!3m6!1s0x396db59b092a453f:0xed73b5009628daf!8m2!3d26.8375975!4d75.7678545!16s%2Fg%2F12hnt_4s0!19sChIJP0UqCZu1bTkRr41iCVA71w4?authuser=0&hl=en&rclk=1","Shreyaansh Paradise","Shreyaansh Paradise","3.9","(180)","Wedding venue","·","·","","","RQQ9+24Q, New Sanganer Rd","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good place to have a party, function or event.""","","","","","",""
